t,T_center_q1,T_center_q2,T_surface_q1,T_surface_q2,C_surface_q1,C_surface_q2
896,29.3101,28.8532,31.7101,30.9756,1.7564,1.8315
897,29.3136,28.8557,31.7152,30.9799,1.7561,1.8312
898,29.3172,28.8583,31.7202,30.9842,1.7557,1.831
899,29.3208,28.8608,31.7253,30.9885,1.7554,1.8307
900,29.3244,28.8633,31.7304,30.9927,1.755,1.8304
901,29.328,28.8659,31.7355,30.9971,1.7546,1.8301
902,29.3315,28.8684,31.7407,31.0014,1.7543,1.8298
903,29.3351,28.871,31.7459,31.0058,1.7539,1.8295
904,29.3387,28.8736,31.7512,31.0102,1.7536,1.8292
905,29.3423,28.8761,31.7564,31.0147,1.7532,1.8289
906,29.3459,28.8787,31.7617,31.0191,1.7529,1.8286
907,29.3495,28.8812,31.7671,31.0236,1.7525,1.8284
908,29.3532,28.8838,31.7724,31.0281,1.7522,1.8281
909,29.3568,28.8864,31.7777,31.0326,1.7518,1.8278
910,29.3604,28.889,31.7831,31.0371,1.7515,1.8275
911,29.364,28.8916,31.7885,31.0416,1.7511,1.8272
912,29.3676,28.8941,31.7939,31.0461,1.7507,1.8269
913,29.3713,28.8967,31.7993,31.0507,1.7504,1.8266
914,29.3749,28.8993,31.8047,31.0552,1.75,1.8263
915,29.3786,28.9019,31.8101,31.0598,1.7497,1.8261
916,29.3822,28.9045,31.8156,31.0643,1.7493,1.8258
917,29.3858,28.9071,31.821,31.0689,1.749,1.8255
918,29.3895,28.9097,31.8265,31.0735,1.7486,1.8252
919,29.3931,28.9123,31.832,31.0781,1.7483,1.8249
920,29.3968,28.9149,31.8374,31.0827,1.7479,1.8246
921,29.4005,28.9176,31.8429,31.0873,1.7476,1.8244
922,29.4041,28.9202,31.8485,31.0919,1.7472,1.8241
923,29.4078,28.9228,31.854,31.0966,1.7469,1.8238
924,29.4115,28.9254,31.8595,31.1012,1.7465,1.8235
925,29.4151,28.9281,31.865,31.1059,1.7462,1.8232
926,29.4188,28.9307,31.8706,31.1105,1.7458,1.8229
927,29.4225,28.9333,31.8761,31.1152,1.7455,1.8227
928,29.4262,28.936,31.8817,31.1198,1.7451,1.8224
929,29.4299,28.9386,31.8873,31.1245,1.7448,1.8221
930,29.4336,28.9413,31.8928,31.1292,1.7444,1.8218
931,29.4373,28.9439,31.8984,31.1339,1.7441,1.8215
932,29.441,28.9466,31.904,31.1386,1.7437,1.8213
933,29.4447,28.9492,31.9096,31.1433,1.7434,1.821
934,29.4484,28.9519,31.9152,31.148,1.743,1.8207
935,29.4521,28.9545,31.9209,31.1527,1.7427,1.8204
936,29.4558,28.9572,31.9265,31.1574,1.7423,1.8201
937,29.4595,28.9599,31.9321,31.1621,1.742,1.8199
938,29.4633,28.9625,31.9378,31.1669,1.7416,1.8196
939,29.467,28.9652,31.9434,31.1716,1.7413,1.8193
940,29.4707,28.9679,31.9491,31.1764,1.7409,1.819
941,29.4745,28.9706,31.9547,31.1811,1.7406,1.8187
942,29.4782,28.9733,31.9604,31.1859,1.7403,1.8185
943,29.4819,28.976,31.9661,31.1906,1.7399,1.8182
944,29.4857,28.9787,31.9717,31.1954,1.7396,1.8179
945,29.4894,28.9813,31.9774,31.2002,1.7392,1.8176
946,29.4932,28.984,31.9831,31.2049,1.7389,1.8174
947,29.4969,28.9867,31.9888,31.2097,1.7385,1.8171
948,29.5007,28.9895,31.9945,31.2145,1.7382,1.8168
949,29.5045,28.9922,32.0003,31.2193,1.7378,1.8165
950,29.5082,28.9949,32.006,31.2241,1.7375,1.8163
951,29.512,28.9976,32.0117,31.2289,1.7372,1.816
952,29.5158,29.0003,32.0174,31.2337,1.7368,1.8157
953,29.5195,29.003,32.0232,31.2386,1.7365,1.8154
954,29.5233,29.0058,32.0289,31.2434,1.7361,1.8152
955,29.5271,29.0085,32.0347,31.2482,1.7358,1.8149
956,29.5309,29.0112,32.0404,31.253,1.7354,1.8146
957,29.5347,29.0139,32.0462,31.2579,1.7351,1.8143
958,29.5385,29.0167,32.052,31.2627,1.7348,1.8141
959,29.5423,29.0194,32.0578,31.2676,1.7344,1.8138
960,29.5461,29.0222,32.0635,31.2724,1.7341,1.8135
961,29.5499,29.0249,32.0692,31.2772,1.7337,1.8133
962,29.5537,29.0277,32.0748,31.2819,1.7334,1.813
963,29.5575,29.0304,32.0804,31.2866,1.7331,1.8127
964,29.5613,29.0332,32.0859,31.2912,1.7327,1.8124
965,29.5651,29.0359,32.0914,31.2959,1.7324,1.8122
966,29.5689,29.0387,32.0968,31.3005,1.732,1.8119
967,29.5727,29.0415,32.1022,31.305,1.7317,1.8116
968,29.5766,29.0442,32.1076,31.3096,1.7314,1.8114
969,29.5804,29.047,32.113,31.3142,1.731,1.8111
970,29.5842,29.0498,32.1184,31.3187,1.7307,1.8108
971,29.5881,29.0525,32.1237,31.3232,1.7303,1.8105
972,29.5919,29.0553,32.129,31.3277,1.73,1.8103
973,29.5957,29.0581,32.1343,31.3322,1.7297,1.81
974,29.5996,29.0609,32.1396,31.3367,1.7293,1.8097
975,29.6034,29.0637,32.1449,31.3412,1.729,1.8095
976,29.6073,29.0665,32.1502,31.3456,1.7287,1.8092
977,29.6111,29.0693,32.1554,31.3501,1.7283,1.8089
978,29.615,29.0721,32.1607,31.3545,1.728,1.8087
979,29.6189,29.0749,32.1659,31.359,1.7276,1.8084
980,29.6227,29.0777,32.1711,31.3634,1.7273,1.8081
981,29.6266,29.0805,32.1763,31.3678,1.727,1.8079
982,29.6305,29.0833,32.1815,31.3722,1.7266,1.8076
983,29.6343,29.0861,32.1867,31.3766,1.7263,1.8073
984,29.6382,29.0889,32.1919,31.381,1.726,1.8071
985,29.6421,29.0918,32.197,31.3854,1.7256,1.8068
986,29.646,29.0946,32.2022,31.3898,1.7253,1.8065
987,29.6498,29.0974,32.2074,31.3942,1.725,1.8063
988,29.6537,29.1002,32.2125,31.3986,1.7246,1.806
989,29.6576,29.1031,32.2176,31.4029,1.7243,1.8057
990,29.6615,29.1059,32.2227,31.4073,1.724,1.8055
991,29.6654,29.1087,32.2279,31.4117,1.7236,1.8052
992,29.6693,29.1116,32.233,31.416,1.7233,1.8049
993,29.6732,29.1144,32.2381,31.4203,1.723,1.8047
994,29.6771,29.1173,32.2432,31.4247,1.7226,1.8044
995,29.681,29.1201,32.2482,31.429,1.7223,1.8041
996,29.6849,29.123,32.2533,31.4333,1.722,1.8039
997,29.6889,29.1258,32.2584,31.4377,1.7216,1.8036
998,29.6928,29.1287,32.2635,31.442,1.7213,1.8033
999,29.6967,29.1316,32.2685,31.4463,1.721,1.8031
1000,29.7006,29.1344,32.2736,31.4506,1.7206,1.8028
1001,29.7045,29.1373,32.2786,31.4549,1.7203,1.8026
1002,29.7085,29.1402,32.2836,31.4592,1.72,1.8023
1003,29.7124,29.143,32.2887,31.4635,1.7196,1.802
1004,29.7163,29.1459,32.2937,31.4678,1.7193,1.8018
1005,29.7203,29.1488,32.2987,31.4721,1.719,1.8015
1006,29.7242,29.1517,32.3037,31.4764,1.7187,1.8012
1007,29.7282,29.1545,32.3088,31.4807,1.7183,1.801
1008,29.7321,29.1574,32.3138,31.485,1.718,1.8007
1009,29.7361,29.1603,32.3188,31.4892,1.7177,1.8005
1010,29.74,29.1632,32.3238,31.4935,1.7173,1.8002
1011,29.744,29.1661,32.3287,31.4978,1.717,1.7999
1012,29.7479,29.169,32.3337,31.502,1.7167,1.7997
1013,29.7519,29.1719,32.3387,31.5063,1.7164,1.7994
1014,29.7559,29.1748,32.3437,31.5106,1.716,1.7991
1015,29.7598,29.1777,32.3487,31.5148,1.7157,1.7989
1016,29.7638,29.1806,32.3536,31.5191,1.7154,1.7986
1017,29.7678,29.1836,32.3586,31.5233,1.715,1.7984
1018,29.7718,29.1865,32.3635,31.5276,1.7147,1.7981
1019,29.7758,29.1894,32.3685,31.5318,1.7144,1.7979
1020,29.7797,29.1923,32.3734,31.536,1.7141,1.7976
1021,29.7837,29.1952,32.3785,31.5404,1.7137,1.7973
1022,29.7877,29.1982,32.3838,31.5448,1.7134,1.7971
1023,29.7917,29.2011,32.3891,31.5494,1.7131,1.7968
1024,29.7957,29.204,32.3944,31.5539,1.7128,1.7966
1025,29.7997,29.207,32.3998,31.5585,1.7124,1.7963
1026,29.8037,29.2099,32.4053,31.5632,1.7121,1.796
1027,29.8077,29.2129,32.4108,31.5678,1.7118,1.7958
1028,29.8117,29.2158,32.4164,31.5726,1.7115,1.7955
1029,29.8157,29.2187,32.422,31.5773,1.7111,1.7953
1030,29.8197,29.2217,32.4276,31.582,1.7108,1.795
1031,29.8238,29.2247,32.4332,31.5868,1.7105,1.7948
1032,29.8278,29.2276,32.4389,31.5916,1.7102,1.7945
1033,29.8318,29.2306,32.4446,31.5965,1.7098,1.7942
1034,29.8358,29.2335,32.4503,31.6013,1.7095,1.794
1035,29.8399,29.2365,32.4561,31.6062,1.7092,1.7937
1036,29.8439,29.2395,32.4619,31.6111,1.7089,1.7935
1037,29.8479,29.2424,32.4677,31.616,1.7086,1.7932
1038,29.852,29.2454,32.4735,31.6209,1.7082,1.793
1039,29.856,29.2484,32.4793,31.6258,1.7079,1.7927
1040,29.86,29.2514,32.4852,31.6308,1.7076,1.7925
1041,29.8641,29.2543,32.4911,31.6358,1.7073,1.7922
1042,29.8681,29.2573,32.497,31.6408,1.7069,1.792
1043,29.8722,29.2603,32.5029,31.6458,1.7066,1.7917
1044,29.8763,29.2633,32.5089,31.6508,1.7063,1.7915
1045,29.8803,29.2663,32.5148,31.6558,1.706,1.7912
1046,29.8844,29.2693,32.5208,31.6609,1.7057,1.791
1047,29.8884,29.2723,32.5268,31.6659,1.7053,1.7907
1048,29.8925,29.2753,32.5328,31.671,1.705,1.7905
1049,29.8966,29.2783,32.5389,31.6761,1.7047,1.7902
1050,29.9007,29.2813,32.5449,31.6812,1.7044,1.79
1051,29.9047,29.2843,32.551,31.6863,1.7041,1.7897
1052,29.9088,29.2873,32.557,31.6914,1.7037,1.7895
1053,29.9129,29.2904,32.5631,31.6966,1.7034,1.7892
1054,29.917,29.2934,32.5693,31.7017,1.7031,1.789
1055,29.9211,29.2964,32.5754,31.7069,1.7028,1.7887
1056,29.9252,29.2994,32.5815,31.7121,1.7025,1.7885
1057,29.9292,29.3025,32.5877,31.7173,1.7021,1.7882
1058,29.9333,29.3055,32.5938,31.7225,1.7018,1.788
1059,29.9374,29.3085,32.6,31.7277,1.7015,1.7877
1060,29.9415,29.3116,32.6062,31.7329,1.7012,1.7875
1061,29.9457,29.3146,32.6124,31.7381,1.7009,1.7872
1062,29.9498,29.3176,32.6186,31.7434,1.7006,1.787
1063,29.9539,29.3207,32.6249,31.7486,1.7002,1.7867
1064,29.958,29.3237,32.6311,31.7539,1.6999,1.7865
1065,29.9621,29.3268,32.6374,31.7592,1.6996,1.7862
1066,29.9662,29.3298,32.6436,31.7644,1.6993,1.786
1067,29.9703,29.3329,32.6499,31.7697,1.699,1.7857
1068,29.9745,29.3359,32.6562,31.775,1.6987,1.7855
1069,29.9786,29.339,32.6625,31.7803,1.6983,1.7852
1070,29.9827,29.3421,32.6688,31.7857,1.698,1.785
1071,29.9869,29.3451,32.6752,31.791,1.6977,1.7848
1072,29.991,29.3482,32.6815,31.7963,1.6974,1.7845
1073,29.9951,29.3513,32.6878,31.8017,1.6971,1.7843
1074,29.9993,29.3543,32.6942,31.807,1.6968,1.784
1075,30.0034,29.3574,32.7006,31.8124,1.6965,1.7838
1076,30.0076,29.3605,32.707,31.8178,1.6961,1.7835
1077,30.0117,29.3636,32.7134,31.8232,1.6958,1.7833
1078,30.0159,29.3667,32.7198,31.8286,1.6955,1.7831
1079,30.02,29.3698,32.7262,31.834,1.6952,1.7828
1080,30.0242,29.3729,32.7326,31.8394,1.6949,1.7826
1081,30.0284,29.3759,32.7389,31.8447,1.6946,1.7823
1082,30.0325,29.379,32.7451,31.85,1.6943,1.7821
1083,30.0367,29.3821,32.7513,31.8552,1.694,1.7818
1084,30.0409,29.3852,32.7574,31.8604,1.6936,1.7816
1085,30.045,29.3883,32.7635,31.8655,1.6933,1.7814
1086,30.0492,29.3915,32.7695,31.8706,1.693,1.7811
1087,30.0534,29.3946,32.7756,31.8757,1.6927,1.7809
1088,30.0576,29.3977,32.7816,31.8808,1.6924,1.7806
1089,30.0618,29.4008,32.7875,31.8859,1.6921,1.7804
1090,30.0659,29.4039,32.7935,31.8909,1.6918,1.7802
1091,30.0701,29.407,32.7994,31.896,1.6915,1.7799
1092,30.0743,29.4102,32.8054,31.901,1.6912,1.7797
1093,30.0785,29.4133,32.8113,31.906,1.6908,1.7794
1094,30.0827,29.4164,32.8172,31.911,1.6905,1.7792
1095,30.0869,29.4195,32.823,31.916,1.6902,1.779
1096,30.0911,29.4227,32.8289,31.921,1.6899,1.7787
1097,30.0953,29.4258,32.8347,31.926,1.6896,1.7785
1098,30.0995,29.429,32.8406,31.931,1.6893,1.7782
1099,30.1037,29.4321,32.8464,31.9359,1.689,1.778
1100,30.108,29.4352,32.8522,31.9409,1.6887,1.7778
1101,30.1122,29.4384,32.858,31.9458,1.6884,1.7775
1102,30.1164,29.4415,32.8638,31.9508,1.6881,1.7773
1103,30.1206,29.4447,32.8696,31.9557,1.6877,1.777
1104,30.1248,29.4479,32.8754,31.9606,1.6874,1.7768
1105,30.1291,29.451,32.8812,31.9655,1.6871,1.7766
1106,30.1333,29.4542,32.8869,31.9705,1.6868,1.7763
1107,30.1375,29.4573,32.8927,31.9754,1.6865,1.7761
1108,30.1418,29.4605,32.8984,31.9803,1.6862,1.7759
1109,30.146,29.4637,32.9042,31.9852,1.6859,1.7756
1110,30.1502,29.4668,32.9099,31.9901,1.6856,1.7754
1111,30.1545,29.47,32.9156,31.9949,1.6853,1.7752
1112,30.1587,29.4732,32.9213,31.9998,1.685,1.7749
1113,30.163,29.4764,32.927,32.0047,1.6847,1.7747
1114,30.1672,29.4796,32.9328,32.0096,1.6844,1.7744
1115,30.1715,29.4827,32.9385,32.0144,1.6841,1.7742
1116,30.1757,29.4859,32.9441,32.0193,1.6838,1.774
1117,30.18,29.4891,32.9498,32.0242,1.6834,1.7737
1118,30.1843,29.4923,32.9555,32.029,1.6831,1.7735
1119,30.1885,29.4955,32.9612,32.0339,1.6828,1.7733
1120,30.1928,29.4987,32.9669,32.0387,1.6825,1.773
1121,30.197,29.5019,32.9725,32.0436,1.6822,1.7728
1122,30.2013,29.5051,32.9782,32.0484,1.6819,1.7726
1123,30.2056,29.5083,32.9838,32.0533,1.6816,1.7723
1124,30.2099,29.5115,32.9895,32.0581,1.6813,1.7721
1125,30.2141,29.5147,32.9951,32.0629,1.681,1.7719
1126,30.2184,29.5179,33.0008,32.0678,1.6807,1.7716
1127,30.2227,29.5212,33.0064,32.0726,1.6804,1.7714
1128,30.227,29.5244,33.0121,32.0774,1.6801,1.7712
1129,30.2313,29.5276,33.0177,32.0823,1.6798,1.7709
1130,30.2356,29.5308,33.0233,32.0871,1.6795,1.7707
1131,30.2399,29.5341,33.0289,32.0919,1.6792,1.7705
1132,30.2442,29.5373,33.0345,32.0967,1.6789,1.7702
1133,30.2485,29.5405,33.0402,32.1015,1.6786,1.77
1134,30.2528,29.5437,33.0458,32.1063,1.6783,1.7698
1135,30.2571,29.547,33.0514,32.1111,1.678,1.7695
1136,30.2614,29.5502,33.057,32.116,1.6777,1.7693
1137,30.2657,29.5535,33.0626,32.1208,1.6774,1.7691
1138,30.27,29.5567,33.0682,32.1256,1.6771,1.7688
1139,30.2743,29.56,33.0738,32.1304,1.6768,1.7686
1140,30.2786,29.5632,33.0794,32.1352,1.6765,1.7684
1141,30.283,29.5665,33.085,32.14,1.6762,1.7681
1142,30.2873,29.5697,33.0906,32.1448,1.6759,1.7679
1143,30.2916,29.573,33.0963,32.1497,1.6756,1.7677
1144,30.2959,29.5762,33.102,32.1546,1.6753,1.7675
1145,30.3003,29.5795,33.1077,32.1595,1.675,1.7672
1146,30.3046,29.5828,33.1134,32.1643,1.6747,1.767
1147,30.3089,29.586,33.1191,32.1692,1.6744,1.7668
1148,30.3133,29.5893,33.1248,32.1742,1.6741,1.7665
1149,30.3176,29.5926,33.1306,32.1791,1.6738,1.7663
1150,30.322,29.5958,33.1363,32.184,1.6735,1.7661
1151,30.3263,29.5991,33.1421,32.1889,1.6732,1.7659
1152,30.3307,29.6024,33.1478,32.1938,1.6729,1.7656
1153,30.335,29.6057,33.1536,32.1988,1.6726,1.7654
1154,30.3394,29.609,33.1593,32.2037,1.6723,1.7652
1155,30.3437,29.6123,33.1651,32.2086,1.672,1.7649
1156,30.3481,29.6155,33.1708,32.2136,1.6717,1.7647
1157,30.3525,29.6188,33.1766,32.2185,1.6714,1.7645
1158,30.3568,29.6221,33.1824,32.2235,1.6711,1.7643
1159,30.3612,29.6254,33.1882,32.2284,1.6708,1.764
1160,30.3656,29.6287,33.194,32.2334,1.6705,1.7638
1161,30.37,29.632,33.1997,32.2384,1.6702,1.7636
1162,30.3743,29.6353,33.2055,32.2433,1.6699,1.7633
1163,30.3787,29.6387,33.2113,32.2483,1.6696,1.7631
1164,30.3831,29.642,33.2171,32.2533,1.6693,1.7629
1165,30.3875,29.6453,33.2229,32.2582,1.669,1.7627
1166,30.3919,29.6486,33.2287,32.2632,1.6687,1.7624
1167,30.3963,29.6519,33.2345,32.2682,1.6684,1.7622
1168,30.4007,29.6552,33.2404,32.2732,1.6681,1.762
1169,30.4051,29.6586,33.2462,32.2782,1.6678,1.7618
1170,30.4095,29.6619,33.252,32.2832,1.6675,1.7615
1171,30.4139,29.6652,33.2578,32.2881,1.6672,1.7613
1172,30.4183,29.6686,33.2636,32.2931,1.6669,1.7611
1173,30.4227,29.6719,33.2694,32.2981,1.6666,1.7609
1174,30.4271,29.6752,33.2753,32.3031,1.6663,1.7606
1175,30.4315,29.6786,33.2811,32.3081,1.6661,1.7604
1176,30.4359,29.6819,33.2869,32.3131,1.6658,1.7602
1177,30.4403,29.6853,33.2928,32.3182,1.6655,1.76
1178,30.4448,29.6886,33.2986,32.3232,1.6652,1.7598
1179,30.4492,29.692,33.3045,32.3282,1.6649,1.7595
1180,30.4536,29.6953,33.3103,32.3332,1.6646,1.7593
1181,30.458,29.6987,33.3161,32.3382,1.6643,1.7591
1182,30.4625,29.702,33.322,32.3432,1.664,1.7589
1183,30.4669,29.7054,33.3278,32.3482,1.6637,1.7586
1184,30.4714,29.7088,33.3337,32.3533,1.6634,1.7584
1185,30.4758,29.7121,33.3395,32.3583,1.6631,1.7582
1186,30.4802,29.7155,33.3454,32.3633,1.6628,1.758
1187,30.4847,29.7189,33.3513,32.3684,1.6625,1.7578
1188,30.4891,29.7222,33.3571,32.3734,1.6622,1.7575
1189,30.4936,29.7256,33.363,32.3784,1.662,1.7573
1190,30.4981,29.729,33.3689,32.3835,1.6617,1.7571
1191,30.5025,29.7324,33.3747,32.3885,1.6614,1.7569
1192,30.507,29.7358,33.3806,32.3935,1.6611,1.7567
1193,30.5114,29.7392,33.3865,32.3986,1.6608,1.7564
1194,30.5159,29.7426,33.3923,32.4036,1.6605,1.7562
1195,30.5204,29.746,33.3982,32.4087,1.6602,1.756
1196,30.5249,29.7493,33.4041,32.4137,1.6599,1.7558
1197,30.5293,29.7527,33.41,32.4188,1.6596,1.7556
1198,30.5338,29.7561,33.4159,32.4238,1.6593,1.7553
1199,30.5383,29.7596,33.4217,32.4289,1.659,1.7551
1200,30.5428,29.763,33.4276,32.434,1.6588,1.7549
1201,30.5473,29.7664,33.4334,32.439,1.6585,1.7547
1202,30.5518,29.7698,33.4392,32.4439,1.6582,1.7545
1203,30.5563,29.7732,33.4449,32.4488,1.6579,1.7542
1204,30.5608,29.7766,33.4506,32.4538,1.6576,1.754
1205,30.5653,29.78,33.4563,32.4586,1.6573,1.7538
1206,30.5698,29.7835,33.4619,32.4635,1.657,1.7536
1207,30.5743,29.7869,33.4675,32.4684,1.6567,1.7534
1208,30.5788,29.7903,33.4731,32.4732,1.6564,1.7531
1209,30.5833,29.7937,33.4787,32.4781,1.6562,1.7529
1210,30.5878,29.7972,33.4843,32.4829,1.6559,1.7527
1211,30.5923,29.8006,33.4899,32.4877,1.6556,1.7525
1212,30.5968,29.8041,33.4954,32.4925,1.6553,1.7523
1213,30.6014,29.8075,33.5009,32.4973,1.655,1.7521
1214,30.6059,29.8109,33.5065,32.5021,1.6547,1.7518
1215,30.6104,29.8144,33.512,32.5068,1.6544,1.7516
1216,30.6149,29.8178,33.5175,32.5116,1.6541,1.7514
1217,30.6195,29.8213,33.523,32.5163,1.6539,1.7512
1218,30.624,29.8248,33.5284,32.5211,1.6536,1.751
1219,30.6285,29.8282,33.5339,32.5258,1.6533,1.7508
1220,30.6331,29.8317,33.5394,32.5306,1.653,1.7505
1221,30.6376,29.8351,33.5448,32.5353,1.6527,1.7503
1222,30.6422,29.8386,33.5502,32.54,1.6524,1.7501
1223,30.6467,29.8421,33.5557,32.5447,1.6521,1.7499
1224,30.6513,29.8455,33.5611,32.5494,1.6519,1.7497
1225,30.6558,29.849,33.5665,32.5541,1.6516,1.7495
1226,30.6604,29.8525,33.5719,32.5588,1.6513,1.7493
1227,30.665,29.856,33.5773,32.5635,1.651,1.749
1228,30.6695,29.8595,33.5827,32.5682,1.6507,1.7488
1229,30.6741,29.8629,33.5881,32.5729,1.6504,1.7486
1230,30.6787,29.8664,33.5935,32.5776,1.6501,1.7484
1231,30.6832,29.8699,33.5988,32.5823,1.6499,1.7482
1232,30.6878,29.8734,33.6042,32.5869,1.6496,1.748
1233,30.6924,29.8769,33.6095,32.5916,1.6493,1.7478
1234,30.697,29.8804,33.6149,32.5962,1.649,1.7475
1235,30.7015,29.8839,33.6202,32.6009,1.6487,1.7473
1236,30.7061,29.8874,33.6256,32.6055,1.6484,1.7471
1237,30.7107,29.8909,33.6309,32.6102,1.6481,1.7469
1238,30.7153,29.8944,33.6362,32.6148,1.6479,1.7467
1239,30.7199,29.8979,33.6415,32.6195,1.6476,1.7465
1240,30.7245,29.9015,33.6469,32.6241,1.6473,1.7463
1241,30.7291,29.905,33.6522,32.6287,1.647,1.746
1242,30.7337,29.9085,33.6575,32.6333,1.6467,1.7458
1243,30.7383,29.912,33.6628,32.638,1.6465,1.7456
1244,30.7429,29.9155,33.668,32.6426,1.6462,1.7454
1245,30.7475,29.9191,33.6733,32.6472,1.6459,1.7452
1246,30.7521,29.9226,33.6786,32.6518,1.6456,1.745
1247,30.7568,29.9261,33.6839,32.6564,1.6453,1.7448
1248,30.7614,29.9297,33.6892,32.661,1.645,1.7446
1249,30.766,29.9332,33.6944,32.6656,1.6448,1.7443
1250,30.7706,29.9367,33.6997,32.6702,1.6445,1.7441
1251,30.7752,29.9403,33.7049,32.6748,1.6442,1.7439
1252,30.7799,29.9438,33.7102,32.6794,1.6439,1.7437
1253,30.7845,29.9474,33.7154,32.684,1.6436,1.7435
1254,30.7891,29.9509,33.7207,32.6885,1.6434,1.7433
1255,30.7938,29.9545,33.7259,32.6931,1.6431,1.7431
1256,30.7984,29.958,33.7311,32.6977,1.6428,1.7429
1257,30.8031,29.9616,33.7364,32.7023,1.6425,1.7427
1258,30.8077,29.9652,33.7416,32.7068,1.6422,1.7424
1259,30.8123,29.9687,33.7468,32.7114,1.642,1.7422
1260,30.817,29.9723,33.752,32.716,1.6417,1.742
1261,30.8216,29.9759,33.7573,32.7206,1.6414,1.7418
1262,30.8263,29.9794,33.7628,32.7254,1.6411,1.7416
1263,30.831,29.983,33.7683,32.7302,1.6408,1.7414
1264,30.8356,29.9866,33.7739,32.735,1.6406,1.7412
1265,30.8403,29.9902,33.7795,32.7399,1.6403,1.741
1266,30.845,29.9937,33.7851,32.7448,1.64,1.7408
1267,30.8496,29.9973,33.7908,32.7497,1.6397,1.7406
1268,30.8543,30.0009,33.7965,32.7547,1.6394,1.7403
1269,30.859,30.0045,33.8023,32.7596,1.6392,1.7401
1270,30.8636,30.0081,33.8081,32.7647,1.6389,1.7399
1271,30.8683,30.0117,33.8139,32.7697,1.6386,1.7397
1272,30.873,30.0153,33.8197,32.7747,1.6383,1.7395
1273,30.8777,30.0189,33.8255,32.7798,1.638,1.7393
1274,30.8824,30.0225,33.8314,32.7849,1.6378,1.7391
1275,30.8871,30.0261,33.8373,32.79,1.6375,1.7389
1276,30.8917,30.0297,33.8432,32.7951,1.6372,1.7387
1277,30.8964,30.0333,33.8491,32.8002,1.6369,1.7385
1278,30.9011,30.0369,33.8551,32.8053,1.6367,1.7383
1279,30.9058,30.0405,33.861,32.8105,1.6364,1.7381
1280,30.9105,30.0441,33.867,32.8157,1.6361,1.7379
1281,30.9152,30.0478,33.873,32.8208,1.6358,1.7376
1282,30.9199,30.0514,33.879,32.826,1.6356,1.7374
1283,30.9247,30.055,33.885,32.8312,1.6353,1.7372
1284,30.9294,30.0586,33.8911,32.8365,1.635,1.737
1285,30.9341,30.0623,33.8972,32.8417,1.6347,1.7368
1286,30.9388,30.0659,33.9032,32.8469,1.6345,1.7366
1287,30.9435,30.0695,33.9093,32.8522,1.6342,1.7364
1288,30.9482,30.0732,33.9154,32.8575,1.6339,1.7362
1289,30.953,30.0768,33.9215,32.8627,1.6336,1.736
1290,30.9577,30.0805,33.9277,32.868,1.6334,1.7358
1291,30.9624,30.0841,33.9338,32.8733,1.6331,1.7356
1292,30.9671,30.0878,33.9399,32.8786,1.6328,1.7354
1293,30.9719,30.0914,33.9461,32.884,1.6325,1.7352
1294,30.9766,30.0951,33.9523,32.8893,1.6323,1.735
1295,30.9814,30.0987,33.9585,32.8946,1.632,1.7348
1296,30.9861,30.1024,33.9647,32.9,1.6317,1.7346
1297,30.9908,30.106,33.9709,32.9053,1.6314,1.7344
1298,30.9956,30.1097,33.9771,32.9107,1.6312,1.7342
1299,31.0003,30.1134,33.9833,32.9161,1.6309,1.734
1300,31.0051,30.117,33.9896,32.9215,1.6306,1.7338
1301,31.0098,30.1207,33.9958,32.9269,1.6303,1.7336
1302,31.0146,30.1244,34.0021,32.9323,1.6301,1.7334
1303,31.0193,30.128,34.0084,32.9377,1.6298,1.7332
1304,31.0241,30.1317,34.0147,32.9431,1.6295,1.733
1305,31.0289,30.1354,34.021,32.9485,1.6292,1.7328
1306,31.0336,30.1391,34.0273,32.9539,1.629,1.7326
1307,31.0384,30.1428,34.0336,32.9594,1.6287,1.7324
1308,31.0432,30.1465,34.0399,32.9648,1.6284,1.7322
1309,31.0479,30.1501,34.0463,32.9703,1.6282,1.732
1310,31.0527,30.1538,34.0526,32.9758,1.6279,1.7318
1311,31.0575,30.1575,34.0589,32.9812,1.6276,1.7316
1312,31.0623,30.1612,34.0653,32.9867,1.6273,1.7314
1313,31.067,30.1649,34.0717,32.9922,1.6271,1.7312
1314,31.0718,30.1686,34.0781,32.9977,1.6268,1.731
1315,31.0766,30.1723,34.0844,33.0032,1.6265,1.7308
1316,31.0814,30.176,34.0908,33.0087,1.6263,1.7306
1317,31.0862,30.1797,34.0972,33.0143,1.626,1.7304
1318,31.091,30.1835,34.1037,33.0198,1.6257,1.7302
1319,31.0958,30.1872,34.1101,33.0253,1.6254,1.73
1320,31.1006,30.1909,34.1165,33.0309,1.6252,1.7298
1321,31.1054,30.1946,34.1229,33.0363,1.6249,1.7296
1322,31.1102,30.1983,34.1291,33.0417,1.6246,1.7294
1323,31.115,30.202,34.1354,33.0471,1.6244,1.7292
1324,31.1198,30.2058,34.1416,33.0525,1.6241,1.729
1325,31.1246,30.2095,34.1477,33.0578,1.6238,1.7288
1326,31.1294,30.2132,34.1539,33.0631,1.6236,1.7286
1327,31.1342,30.217,34.16,33.0685,1.6233,1.7284
1328,31.139,30.2207,34.1661,33.0737,1.623,1.7282
1329,31.1438,30.2244,34.1722,33.079,1.6227,1.728
