time_s,T_center,T_surface,C_center,C_surface
3187,38.643,41.5692,2.5388,1.5031
3188,38.6473,41.573,2.5388,1.5031
3189,38.6517,41.5769,2.5388,1.503
3190,38.656,41.5808,2.5387,1.5029
3191,38.6604,41.5846,2.5387,1.5028
3192,38.6647,41.5885,2.5387,1.5027
3193,38.669,41.5924,2.5387,1.5027
3194,38.6734,41.5963,2.5386,1.5026
3195,38.6777,41.6001,2.5386,1.5025
3196,38.6821,41.604,2.5386,1.5024
3197,38.6864,41.6079,2.5386,1.5023
3198,38.6908,41.6117,2.5385,1.5023
3199,38.6951,41.6156,2.5385,1.5022
3200,38.6994,41.6195,2.5385,1.5021
3201,38.7038,41.6233,2.5385,1.502
3202,38.7081,41.6272,2.5384,1.5019
3203,38.7124,41.6311,2.5384,1.5019
3204,38.7168,41.6349,2.5384,1.5018
3205,38.7211,41.6388,2.5384,1.5017
3206,38.7255,41.6426,2.5383,1.5016
3207,38.7298,41.6465,2.5383,1.5015
3208,38.7341,41.6504,2.5383,1.5015
3209,38.7384,41.6542,2.5383,1.5014
3210,38.7428,41.6581,2.5382,1.5013
3211,38.7471,41.6619,2.5382,1.5012
3212,38.7514,41.6658,2.5382,1.5011
3213,38.7558,41.6697,2.5382,1.5011
3214,38.7601,41.6735,2.5381,1.501
3215,38.7644,41.6774,2.5381,1.5009
3216,38.7687,41.6812,2.5381,1.5008
3217,38.7731,41.6851,2.5381,1.5007
3218,38.7774,41.6889,2.538,1.5007
3219,38.7817,41.6928,2.538,1.5006
3220,38.786,41.6966,2.538,1.5005
3221,38.7904,41.7005,2.538,1.5004
3222,38.7947,41.7043,2.5379,1.5003
3223,38.799,41.7082,2.5379,1.5003
3224,38.8033,41.712,2.5379,1.5002
3225,38.8077,41.7159,2.5379,1.5001
3226,38.812,41.7197,2.5378,1.5
3227,38.8163,41.7235,2.5378,1.4999
3228,38.8206,41.7274,2.5378,1.4999
3229,38.8249,41.7312,2.5378,1.4998
3230,38.8292,41.7351,2.5377,1.4997
3231,38.8336,41.7389,2.5377,1.4996
3232,38.8379,41.7427,2.5377,1.4995
3233,38.8422,41.7466,2.5377,1.4995
3234,38.8465,41.7504,2.5376,1.4994
3235,38.8508,41.7542,2.5376,1.4993
3236,38.8551,41.7581,2.5376,1.4992
3237,38.8594,41.7619,2.5376,1.4991
3238,38.8638,41.7657,2.5375,1.4991
3239,38.8681,41.7696,2.5375,1.499
3240,38.8724,41.7734,2.5375,1.4989
3241,38.8767,41.7772,2.5375,1.4988
3242,38.881,41.7811,2.5374,1.4987
3243,38.8853,41.7849,2.5374,1.4987
3244,38.8896,41.7887,2.5374,1.4986
3245,38.8939,41.7926,2.5374,1.4985
3246,38.8982,41.7964,2.5373,1.4984
3247,38.9025,41.8002,2.5373,1.4984
3248,38.9068,41.8041,2.5373,1.4983
3249,38.9111,41.8079,2.5373,1.4982
3250,38.9154,41.8117,2.5372,1.4981
3251,38.9197,41.8156,2.5372,1.498
3252,38.9241,41.8194,2.5372,1.498
3253,38.9284,41.8233,2.5372,1.4979
3254,38.9327,41.8271,2.5371,1.4978
3255,38.937,41.8309,2.5371,1.4977
3256,38.9413,41.8348,2.5371,1.4976
3257,38.9456,41.8386,2.537,1.4976
3258,38.9499,41.8424,2.537,1.4975
3259,38.9542,41.8463,2.537,1.4974
3260,38.9585,41.8501,2.537,1.4973
3261,38.9628,41.8539,2.5369,1.4972
3262,38.9671,41.8578,2.5369,1.4972
3263,38.9714,41.8616,2.5369,1.4971
3264,38.9757,41.8654,2.5369,1.497
3265,38.98,41.8693,2.5368,1.4969
3266,38.9842,41.8731,2.5368,1.4969
3267,38.9885,41.8769,2.5368,1.4968
3268,38.9928,41.8807,2.5368,1.4967
3269,38.9971,41.8846,2.5367,1.4966
3270,39.0014,41.8884,2.5367,1.4965
3271,39.0057,41.8922,2.5367,1.4965
3272,39.01,41.8961,2.5366,1.4964
3273,39.0143,41.8999,2.5366,1.4963
3274,39.0186,41.9037,2.5366,1.4962
3275,39.0229,41.9075,2.5366,1.4961
3276,39.0272,41.9114,2.5365,1.4961
3277,39.0315,41.9152,2.5365,1.496
3278,39.0358,41.919,2.5365,1.4959
3279,39.0401,41.9228,2.5365,1.4958
3280,39.0443,41.9267,2.5364,1.4958
3281,39.0486,41.9305,2.5364,1.4957
3282,39.0529,41.9343,2.5364,1.4956
3283,39.0572,41.9381,2.5363,1.4955
3284,39.0615,41.9419,2.5363,1.4954
3285,39.0658,41.9458,2.5363,1.4954
3286,39.0701,41.9496,2.5363,1.4953
3287,39.0744,41.9534,2.5362,1.4952
3288,39.0786,41.9572,2.5362,1.4951
3289,39.0829,41.961,2.5362,1.4951
3290,39.0872,41.9649,2.5362,1.495
3291,39.0915,41.9687,2.5361,1.4949
3292,39.0958,41.9725,2.5361,1.4948
3293,39.1001,41.9763,2.5361,1.4947
3294,39.1043,41.9801,2.536,1.4947
3295,39.1086,41.9839,2.536,1.4946
3296,39.1129,41.9878,2.536,1.4945
3297,39.1172,41.9916,2.536,1.4944
3298,39.1215,41.9954,2.5359,1.4943
3299,39.1257,41.9992,2.5359,1.4943
3300,39.13,42.003,2.5359,1.4942
3301,39.1343,42.0068,2.5359,1.4941
3302,39.1386,42.0105,2.5358,1.494
3303,39.1429,42.0142,2.5358,1.494
3304,39.1471,42.0178,2.5358,1.4939
3305,39.1514,42.0215,2.5357,1.4938
3306,39.1557,42.0251,2.5357,1.4937
3307,39.16,42.0287,2.5357,1.4936
3308,39.1642,42.0323,2.5357,1.4936
3309,39.1685,42.0358,2.5356,1.4935
3310,39.1728,42.0394,2.5356,1.4934
3311,39.1771,42.0429,2.5356,1.4933
3312,39.1813,42.0465,2.5355,1.4933
3313,39.1856,42.05,2.5355,1.4932
3314,39.1899,42.0535,2.5355,1.4931
3315,39.1941,42.057,2.5355,1.493
3316,39.1984,42.0605,2.5354,1.4929
3317,39.2027,42.064,2.5354,1.4929
3318,39.207,42.0674,2.5354,1.4928
3319,39.2112,42.0709,2.5353,1.4927
3320,39.2155,42.0743,2.5353,1.4926
3321,39.2198,42.0778,2.5353,1.4926
3322,39.224,42.0812,2.5353,1.4925
3323,39.2283,42.0846,2.5352,1.4924
3324,39.2326,42.0881,2.5352,1.4923
3325,39.2368,42.0915,2.5352,1.4922
3326,39.2411,42.0949,2.5351,1.4922
3327,39.2454,42.0983,2.5351,1.4921
3328,39.2496,42.1016,2.5351,1.492
3329,39.2539,42.105,2.5351,1.4919
3330,39.2582,42.1084,2.535,1.4918
3331,39.2624,42.1118,2.535,1.4918
3332,39.2667,42.1151,2.535,1.4917
3333,39.2709,42.1185,2.5349,1.4916
3334,39.2752,42.1218,2.5349,1.4915
3335,39.2795,42.1251,2.5349,1.4915
3336,39.2837,42.1285,2.5348,1.4914
3337,39.288,42.1318,2.5348,1.4913
3338,39.2922,42.1351,2.5348,1.4912
3339,39.2965,42.1384,2.5348,1.4911
3340,39.3008,42.1417,2.5347,1.4911
3341,39.305,42.145,2.5347,1.491
3342,39.3093,42.1483,2.5347,1.4909
3343,39.3135,42.1516,2.5346,1.4908
3344,39.3178,42.1549,2.5346,1.4908
3345,39.322,42.1581,2.5346,1.4907
3346,39.3263,42.1614,2.5346,1.4906
3347,39.3306,42.1647,2.5345,1.4905
3348,39.3348,42.1679,2.5345,1.4904
3349,39.3391,42.1712,2.5345,1.4904
3350,39.3433,42.1744,2.5344,1.4903
3351,39.3476,42.1777,2.5344,1.4902
3352,39.3518,42.1809,2.5344,1.4901
3353,39.3561,42.1841,2.5343,1.49
3354,39.3603,42.1874,2.5343,1.49
3355,39.3646,42.1906,2.5343,1.4899
3356,39.3688,42.1938,2.5343,1.4898
3357,39.3731,42.197,2.5342,1.4897
3358,39.3773,42.2002,2.5342,1.4897
3359,39.3816,42.2034,2.5342,1.4896
3360,39.3858,42.2066,2.5341,1.4895
3361,39.3901,42.2098,2.5341,1.4894
3362,39.3943,42.2131,2.5341,1.4893
3363,39.3985,42.2164,2.534,1.4893
3364,39.4028,42.2198,2.534,1.4892
3365,39.407,42.2231,2.534,1.4891
3366,39.4113,42.2265,2.5339,1.489
3367,39.4155,42.2298,2.5339,1.489
3368,39.4198,42.2332,2.5339,1.4889
3369,39.424,42.2366,2.5339,1.4888
3370,39.4282,42.24,2.5338,1.4887
3371,39.4325,42.2434,2.5338,1.4886
3372,39.4367,42.2468,2.5338,1.4886
3373,39.441,42.2503,2.5337,1.4885
3374,39.4452,42.2537,2.5337,1.4884
3375,39.4494,42.2571,2.5337,1.4883
3376,39.4537,42.2606,2.5336,1.4883
3377,39.4579,42.264,2.5336,1.4882
3378,39.4622,42.2675,2.5336,1.4881
3379,39.4664,42.2709,2.5335,1.488
3380,39.4706,42.2744,2.5335,1.4879
3381,39.4749,42.2778,2.5335,1.4879
3382,39.4791,42.2813,2.5335,1.4878
3383,39.4833,42.2848,2.5334,1.4877
3384,39.4876,42.2883,2.5334,1.4876
3385,39.4918,42.2917,2.5334,1.4876
3386,39.496,42.2952,2.5333,1.4875
3387,39.5003,42.2987,2.5333,1.4874
3388,39.5045,42.3022,2.5333,1.4873
3389,39.5087,42.3057,2.5332,1.4872
3390,39.5129,42.3092,2.5332,1.4872
3391,39.5172,42.3127,2.5332,1.4871
3392,39.5214,42.3162,2.5331,1.487
3393,39.5256,42.3197,2.5331,1.4869
3394,39.5299,42.3232,2.5331,1.4869
3395,39.5341,42.3267,2.533,1.4868
3396,39.5383,42.3302,2.533,1.4867
3397,39.5425,42.3337,2.533,1.4866
3398,39.5468,42.3373,2.533,1.4865
3399,39.551,42.3408,2.5329,1.4865
3400,39.5552,42.3443,2.5329,1.4864
3401,39.5594,42.3478,2.5329,1.4863
3402,39.5637,42.3513,2.5328,1.4862
3403,39.5679,42.3549,2.5328,1.4862
3404,39.5721,42.3584,2.5328,1.4861
3405,39.5763,42.3619,2.5327,1.486
3406,39.5805,42.3655,2.5327,1.4859
3407,39.5848,42.369,2.5327,1.4858
3408,39.589,42.3725,2.5326,1.4858
3409,39.5932,42.3761,2.5326,1.4857
3410,39.5974,42.3796,2.5326,1.4856
3411,39.6016,42.3831,2.5325,1.4855
3412,39.6058,42.3867,2.5325,1.4855
3413,39.61,42.3902,2.5325,1.4854
3414,39.6143,42.3937,2.5324,1.4853
3415,39.6185,42.3973,2.5324,1.4852
3416,39.6227,42.4008,2.5324,1.4852
3417,39.6269,42.4044,2.5323,1.4851
3418,39.6311,42.4079,2.5323,1.485
3419,39.6353,42.4115,2.5323,1.4849
3420,39.6395,42.415,2.5322,1.4848
3421,39.6437,42.4185,2.5322,1.4848
3422,39.6479,42.4219,2.5322,1.4847
3423,39.6522,42.4253,2.5321,1.4846
3424,39.6564,42.4287,2.5321,1.4845
3425,39.6606,42.432,2.5321,1.4845
3426,39.6648,42.4353,2.532,1.4844
3427,39.669,42.4385,2.532,1.4843
3428,39.6732,42.4418,2.532,1.4842
3429,39.6774,42.4451,2.5319,1.4842
3430,39.6816,42.4483,2.5319,1.4841
3431,39.6858,42.4515,2.5319,1.484
3432,39.69,42.4547,2.5318,1.4839
3433,39.6942,42.4579,2.5318,1.4838
3434,39.6984,42.461,2.5318,1.4838
3435,39.7026,42.4642,2.5317,1.4837
3436,39.7068,42.4673,2.5317,1.4836
3437,39.711,42.4705,2.5317,1.4835
3438,39.7152,42.4736,2.5316,1.4835
3439,39.7194,42.4767,2.5316,1.4834
3440,39.7236,42.4798,2.5316,1.4833
3441,39.7278,42.4829,2.5315,1.4832
3442,39.7319,42.4859,2.5315,1.4831
3443,39.7361,42.489,2.5315,1.4831
3444,39.7403,42.4921,2.5314,1.483
3445,39.7445,42.4951,2.5314,1.4829
3446,39.7487,42.4982,2.5314,1.4828
3447,39.7529,42.5012,2.5313,1.4828
3448,39.7571,42.5042,2.5313,1.4827
3449,39.7613,42.5072,2.5313,1.4826
3450,39.7655,42.5102,2.5312,1.4825
3451,39.7696,42.5132,2.5312,1.4825
3452,39.7738,42.5162,2.5312,1.4824
3453,39.778,42.5192,2.5311,1.4823
3454,39.7822,42.5222,2.5311,1.4822
3455,39.7864,42.5251,2.5311,1.4821
3456,39.7906,42.5281,2.531,1.4821
3457,39.7947,42.531,2.531,1.482
3458,39.7989,42.534,2.531,1.4819
3459,39.8031,42.5369,2.5309,1.4818
3460,39.8073,42.5398,2.5309,1.4818
3461,39.8114,42.5427,2.5309,1.4817
3462,39.8156,42.5457,2.5308,1.4816
3463,39.8198,42.5486,2.5308,1.4815
3464,39.824,42.5515,2.5308,1.4814
3465,39.8281,42.5543,2.5307,1.4814
3466,39.8323,42.5572,2.5307,1.4813
3467,39.8365,42.5601,2.5307,1.4812
3468,39.8406,42.563,2.5306,1.4811
3469,39.8448,42.5658,2.5306,1.4811
3470,39.849,42.5687,2.5306,1.481
3471,39.8531,42.5716,2.5305,1.4809
3472,39.8573,42.5744,2.5305,1.4808
3473,39.8615,42.5772,2.5305,1.4808
3474,39.8656,42.5801,2.5304,1.4807
3475,39.8698,42.5829,2.5304,1.4806
3476,39.874,42.5857,2.5303,1.4805
3477,39.8781,42.5886,2.5303,1.4804
3478,39.8823,42.5914,2.5303,1.4804
3479,39.8864,42.5942,2.5302,1.4803
3480,39.8906,42.597,2.5302,1.4802
3481,39.8948,42.5998,2.5302,1.4801
3482,39.8989,42.6027,2.5301,1.4801
3483,39.9031,42.6056,2.5301,1.48
3484,39.9072,42.6085,2.5301,1.4799
3485,39.9114,42.6115,2.53,1.4798
3486,39.9155,42.6144,2.53,1.4797
3487,39.9197,42.6174,2.53,1.4797
3488,39.9238,42.6203,2.5299,1.4796
3489,39.928,42.6233,2.5299,1.4795
3490,39.9321,42.6263,2.5299,1.4794
3491,39.9363,42.6293,2.5298,1.4794
3492,39.9404,42.6323,2.5298,1.4793
3493,39.9446,42.6353,2.5297,1.4792
3494,39.9487,42.6383,2.5297,1.4791
3495,39.9529,42.6413,2.5297,1.479
3496,39.957,42.6443,2.5296,1.479
3497,39.9611,42.6473,2.5296,1.4789
3498,39.9653,42.6504,2.5296,1.4788
3499,39.9694,42.6534,2.5295,1.4787
3500,39.9736,42.6564,2.5295,1.4787
3501,39.9777,42.6594,2.5295,1.4786
3502,39.9818,42.6625,2.5294,1.4785
3503,39.986,42.6655,2.5294,1.4784
3504,39.9901,42.6686,2.5294,1.4783
3505,39.9942,42.6716,2.5293,1.4783
3506,39.9984,42.6746,2.5293,1.4782
3507,40.0025,42.6777,2.5292,1.4781
3508,40.0066,42.6807,2.5292,1.478
3509,40.0107,42.6838,2.5292,1.478
3510,40.0149,42.6869,2.5291,1.4779
3511,40.019,42.6899,2.5291,1.4778
3512,40.0231,42.693,2.5291,1.4777
3513,40.0273,42.696,2.529,1.4777
3514,40.0314,42.6991,2.529,1.4776
3515,40.0355,42.7021,2.529,1.4775
3516,40.0396,42.7052,2.5289,1.4774
3517,40.0437,42.7083,2.5289,1.4773
3518,40.0479,42.7113,2.5288,1.4773
3519,40.052,42.7144,2.5288,1.4772
3520,40.0561,42.7175,2.5288,1.4771
3521,40.0602,42.7205,2.5287,1.477
3522,40.0643,42.7236,2.5287,1.477
3523,40.0684,42.7267,2.5287,1.4769
3524,40.0725,42.7297,2.5286,1.4768
3525,40.0767,42.7328,2.5286,1.4767
3526,40.0808,42.7359,2.5285,1.4767
3527,40.0849,42.739,2.5285,1.4766
3528,40.089,42.742,2.5285,1.4765
3529,40.0931,42.7451,2.5284,1.4764
3530,40.0972,42.7482,2.5284,1.4763
3531,40.1013,42.7513,2.5284,1.4763
3532,40.1054,42.7543,2.5283,1.4762
3533,40.1095,42.7574,2.5283,1.4761
3534,40.1136,42.7605,2.5282,1.476
3535,40.1177,42.7636,2.5282,1.476
3536,40.1218,42.7666,2.5282,1.4759
3537,40.1259,42.7697,2.5281,1.4758
3538,40.13,42.7728,2.5281,1.4757
3539,40.1341,42.7759,2.5281,1.4757
3540,40.1382,42.779,2.528,1.4756
3541,40.1423,42.7821,2.528,1.4755
3542,40.1464,42.7853,2.5279,1.4754
3543,40.1505,42.7886,2.5279,1.4754
3544,40.1546,42.7919,2.5279,1.4753
3545,40.1587,42.7952,2.5278,1.4752
3546,40.1627,42.7986,2.5278,1.4751
3547,40.1668,42.802,2.5278,1.475
3548,40.1709,42.8053,2.5277,1.475
3549,40.175,42.8088,2.5277,1.4749
3550,40.1791,42.8122,2.5276,1.4748
3551,40.1832,42.8156,2.5276,1.4747
3552,40.1872,42.8191,2.5276,1.4747
3553,40.1913,42.8226,2.5275,1.4746
3554,40.1954,42.8261,2.5275,1.4745
3555,40.1995,42.8296,2.5275,1.4744
3556,40.2035,42.8331,2.5274,1.4744
3557,40.2076,42.8367,2.5274,1.4743
3558,40.2117,42.8402,2.5273,1.4742
3559,40.2158,42.8438,2.5273,1.4741
3560,40.2198,42.8474,2.5273,1.4741
3561,40.2239,42.8509,2.5272,1.474
3562,40.228,42.8545,2.5272,1.4739
3563,40.232,42.8581,2.5271,1.4738
3564,40.2361,42.8618,2.5271,1.4738
3565,40.2402,42.8654,2.5271,1.4737
3566,40.2442,42.869,2.527,1.4736
3567,40.2483,42.8727,2.527,1.4735
3568,40.2524,42.8763,2.527,1.4735
3569,40.2564,42.88,2.5269,1.4734
3570,40.2605,42.8837,2.5269,1.4733
3571,40.2645,42.8874,2.5268,1.4732
3572,40.2686,42.8911,2.5268,1.4731
3573,40.2726,42.8948,2.5268,1.4731
3574,40.2767,42.8985,2.5267,1.473
3575,40.2807,42.9022,2.5267,1.4729
3576,40.2848,42.906,2.5266,1.4728
3577,40.2888,42.9097,2.5266,1.4728
3578,40.2929,42.9134,2.5266,1.4727
3579,40.2969,42.9172,2.5265,1.4726
3580,40.301,42.921,2.5265,1.4725
3581,40.305,42.9247,2.5264,1.4725
3582,40.3091,42.9285,2.5264,1.4724
3583,40.3131,42.9323,2.5264,1.4723
3584,40.3171,42.9361,2.5263,1.4722
3585,40.3212,42.9399,2.5263,1.4722
3586,40.3252,42.9437,2.5262,1.4721
3587,40.3292,42.9475,2.5262,1.472
3588,40.3333,42.9513,2.5262,1.4719
3589,40.3373,42.9551,2.5261,1.4719
3590,40.3413,42.959,2.5261,1.4718
3591,40.3454,42.9628,2.526,1.4717
3592,40.3494,42.9667,2.526,1.4717
3593,40.3534,42.9705,2.526,1.4716
3594,40.3575,42.9744,2.5259,1.4715
3595,40.3615,42.9782,2.5259,1.4714
3596,40.3655,42.9821,2.5258,1.4714
3597,40.3695,42.986,2.5258,1.4713
3598,40.3735,42.9899,2.5258,1.4712
3599,40.3776,42.9938,2.5257,1.4711
3600,40.3816,42.9977,2.5257,1.4711
3601,40.3856,43.0015,2.5256,1.471
3602,40.3896,43.0052,2.5256,1.4709
3603,40.3936,43.0089,2.5256,1.4708
3604,40.3976,43.0125,2.5255,1.4708
3605,40.4016,43.0161,2.5255,1.4707
3606,40.4056,43.0196,2.5254,1.4706
3607,40.4096,43.0232,2.5254,1.4705
3608,40.4137,43.0267,2.5254,1.4705
3609,40.4177,43.0302,2.5253,1.4704
3610,40.4217,43.0337,2.5253,1.4703
3611,40.4257,43.0372,2.5252,1.4702
3612,40.4297,43.0406,2.5252,1.4702
3613,40.4337,43.044,2.5252,1.4701
3614,40.4377,43.0475,2.5251,1.47
3615,40.4416,43.0509,2.5251,1.4699
3616,40.4456,43.0542,2.525,1.4699
3617,40.4496,43.0576,2.525,1.4698
3618,40.4536,43.061,2.525,1.4697
3619,40.4576,43.0643,2.5249,1.4697
3620,40.4616,43.0677,2.5249,1.4696
3621,40.4656,43.071,2.5248,1.4695
3622,40.4696,43.0743,2.5248,1.4694
3623,40.4736,43.0776,2.5247,1.4694
3624,40.4775,43.0809,2.5247,1.4693
3625,40.4815,43.0842,2.5247,1.4692
3626,40.4855,43.0875,2.5246,1.4691
3627,40.4895,43.0908,2.5246,1.4691
3628,40.4935,43.0941,2.5245,1.469
3629,40.4974,43.0973,2.5245,1.4689
3630,40.5014,43.1006,2.5245,1.4688
3631,40.5054,43.1038,2.5244,1.4688
3632,40.5093,43.107,2.5244,1.4687
3633,40.5133,43.1103,2.5243,1.4686
3634,40.5173,43.1135,2.5243,1.4685
3635,40.5212,43.1167,2.5243,1.4685
3636,40.5252,43.1199,2.5242,1.4684
3637,40.5292,43.1231,2.5242,1.4683
3638,40.5331,43.1263,2.5241,1.4682
3639,40.5371,43.1294,2.5241,1.4682
3640,40.5411,43.1326,2.524,1.4681
3641,40.545,43.1358,2.524,1.468
3642,40.549,43.1389,2.524,1.468
3643,40.5529,43.1421,2.5239,1.4679
3644,40.5569,43.1452,2.5239,1.4678
3645,40.5608,43.1484,2.5238,1.4677
3646,40.5648,43.1515,2.5238,1.4677
3647,40.5687,43.1547,2.5237,1.4676
3648,40.5727,43.1578,2.5237,1.4675
3649,40.5766,43.1609,2.5237,1.4674
3650,40.5806,43.164,2.5236,1.4674
3651,40.5845,43.1671,2.5236,1.4673
3652,40.5885,43.1702,2.5235,1.4672
3653,40.5924,43.1733,2.5235,1.4671
3654,40.5963,43.1764,2.5235,1.4671
3655,40.6003,43.1795,2.5234,1.467
3656,40.6042,43.1826,2.5234,1.4669
3657,40.6081,43.1857,2.5233,1.4668
3658,40.6121,43.1887,2.5233,1.4668
3659,40.616,43.1918,2.5232,1.4667
3660,40.6199,43.1949,2.5232,1.4666
3661,40.6239,43.198,2.5232,1.4665
3662,40.6278,43.2011,2.5231,1.4665
3663,40.6317,43.2042,2.5231,1.4664
3664,40.6357,43.2074,2.523,1.4663
3665,40.6396,43.2106,2.523,1.4663
3666,40.6435,43.2137,2.5229,1.4662
3667,40.6474,43.2169,2.5229,1.4661
3668,40.6513,43.2201,2.5228,1.466
3669,40.6553,43.2233,2.5228,1.466
3670,40.6592,43.2265,2.5228,1.4659
3671,40.6631,43.2297,2.5227,1.4658
3672,40.667,43.2329,2.5227,1.4657
3673,40.6709,43.2361,2.5226,1.4657
3674,40.6748,43.2393,2.5226,1.4656
3675,40.6788,43.2425,2.5225,1.4655
3676,40.6827,43.2457,2.5225,1.4654
3677,40.6866,43.2489,2.5225,1.4654
3678,40.6905,43.2521,2.5224,1.4653
3679,40.6944,43.2554,2.5224,1.4652
3680,40.6983,43.2586,2.5223,1.4651
3681,40.7022,43.2618,2.5223,1.4651
3682,40.7061,43.265,2.5222,1.465
3683,40.71,43.2683,2.5222,1.4649
3684,40.7139,43.2715,2.5222,1.4649
3685,40.7178,43.2747,2.5221,1.4648
3686,40.7217,43.278,2.5221,1.4647
3687,40.7256,43.2812,2.522,1.4646
3688,40.7295,43.2844,2.522,1.4646
3689,40.7334,43.2877,2.5219,1.4645
3690,40.7373,43.2909,2.5219,1.4644
3691,40.7412,43.2941,2.5218,1.4643
3692,40.7451,43.2974,2.5218,1.4643
3693,40.749,43.3006,2.5218,1.4642
3694,40.7529,43.3039,2.5217,1.4641
3695,40.7567,43.3071,2.5217,1.464
3696,40.7606,43.3104,2.5216,1.464
3697,40.7645,43.3136,2.5216,1.4639
3698,40.7684,43.3169,2.5215,1.4638
3699,40.7723,43.3201,2.5215,1.4637
3700,40.7762,43.3233,2.5214,1.4637
3701,40.7801,43.3266,2.5214,1.4636
3702,40.7839,43.3298,2.5214,1.4635
3703,40.7878,43.3331,2.5213,1.4635
3704,40.7917,43.3363,2.5213,1.4634
3705,40.7956,43.3396,2.5212,1.4633
3706,40.7994,43.3428,2.5212,1.4632
3707,40.8033,43.3461,2.5211,1.4632
3708,40.8072,43.3493,2.5211,1.4631
3709,40.8111,43.3526,2.521,1.463
3710,40.8149,43.3559,2.521,1.4629
3711,40.8188,43.3591,2.521,1.4629
3712,40.8227,43.3624,2.5209,1.4628
3713,40.8266,43.3656,2.5209,1.4627
3714,40.8304,43.3689,2.5208,1.4627
3715,40.8343,43.3721,2.5208,1.4626
3716,40.8382,43.3754,2.5207,1.4625
3717,40.842,43.3786,2.5207,1.4624
3718,40.8459,43.3819,2.5206,1.4624
3719,40.8498,43.3851,2.5206,1.4623
3720,40.8536,43.3884,2.5205,1.4622
3721,40.8575,43.3917,2.5205,1.4621
3722,40.8613,43.3949,2.5205,1.4621
3723,40.8652,43.3982,2.5204,1.462
3724,40.8691,43.4015,2.5204,1.4619
3725,40.8729,43.4048,2.5203,1.4618
3726,40.8768,43.4081,2.5203,1.4618
3727,40.8806,43.4114,2.5202,1.4617
3728,40.8845,43.4147,2.5202,1.4616
3729,40.8883,43.418,2.5201,1.4616
3730,40.8922,43.4214,2.5201,1.4615
3731,40.896,43.4247,2.52,1.4614
3732,40.8999,43.428,2.52,1.4613
3733,40.9037,43.4313,2.52,1.4613
3734,40.9076,43.4347,2.5199,1.4612
3735,40.9114,43.438,2.5199,1.4611
3736,40.9153,43.4413,2.5198,1.461
3737,40.9191,43.4447,2.5198,1.461
3738,40.923,43.448,2.5197,1.4609
3739,40.9268,43.4513,2.5197,1.4608
3740,40.9307,43.4547,2.5196,1.4608
3741,40.9345,43.458,2.5196,1.4607
3742,40.9383,43.4614,2.5195,1.4606
3743,40.9422,43.4647,2.5195,1.4605
3744,40.946,43.4681,2.5194,1.4605
3745,40.9499,43.4714,2.5194,1.4604
3746,40.9537,43.4748,2.5193,1.4603
3747,40.9575,43.4781,2.5193,1.4603
3748,40.9614,43.4815,2.5193,1.4602
3749,40.9652,43.4848,2.5192,1.4601
3750,40.969,43.4882,2.5192,1.46
3751,40.9729,43.4915,2.5191,1.46
3752,40.9767,43.4949,2.5191,1.4599
3753,40.9805,43.4983,2.519,1.4598
3754,40.9844,43.5016,2.519,1.4597
3755,40.9882,43.505,2.5189,1.4597
3756,40.992,43.5084,2.5189,1.4596
3757,40.9959,43.5117,2.5188,1.4595
3758,40.9997,43.5151,2.5188,1.4595
3759,41.0035,43.5185,2.5187,1.4594
3760,41.0073,43.5218,2.5187,1.4593
3761,41.0112,43.5252,2.5186,1.4592
3762,41.015,43.5286,2.5186,1.4592
3763,41.0188,43.532,2.5185,1.4591
3764,41.0226,43.5353,2.5185,1.459
3765,41.0264,43.5387,2.5185,1.459
3766,41.0303,43.5421,2.5184,1.4589
3767,41.0341,43.5455,2.5184,1.4588
3768,41.0379,43.5489,2.5183,1.4587
3769,41.0417,43.5522,2.5183,1.4587
3770,41.0455,43.5556,2.5182,1.4586
3771,41.0493,43.559,2.5182,1.4585
3772,41.0531,43.5624,2.5181,1.4585
3773,41.057,43.5658,2.5181,1.4584
3774,41.0608,43.5692,2.518,1.4583
3775,41.0646,43.5725,2.518,1.4582
3776,41.0684,43.5759,2.5179,1.4582
3777,41.0722,43.5793,2.5179,1.4581
3778,41.076,43.5827,2.5178,1.458
3779,41.0798,43.5861,2.5178,1.458
3780,41.0836,43.5895,2.5177,1.4579
3781,41.0874,43.5928,2.5177,1.4578
3782,41.0912,43.5962,2.5176,1.4577
3783,41.095,43.5994,2.5176,1.4577
3784,41.0988,43.6027,2.5175,1.4576
3785,41.1026,43.606,2.5175,1.4575
3786,41.1064,43.6092,2.5174,1.4575
3787,41.1102,43.6124,2.5174,1.4574
3788,41.114,43.6156,2.5174,1.4573
3789,41.1178,43.6188,2.5173,1.4572
3790,41.1216,43.622,2.5173,1.4572
3791,41.1254,43.6252,2.5172,1.4571
3792,41.1292,43.6284,2.5172,1.457
3793,41.133,43.6315,2.5171,1.4569
3794,41.1368,43.6347,2.5171,1.4569
3795,41.1406,43.6378,2.517,1.4568
3796,41.1444,43.641,2.517,1.4567
3797,41.1482,43.6441,2.5169,1.4567
3798,41.152,43.6472,2.5169,1.4566
3799,41.1558,43.6504,2.5168,1.4565
3800,41.1595,43.6535,2.5168,1.4564
3801,41.1633,43.6566,2.5167,1.4564
3802,41.1671,43.6597,2.5167,1.4563
3803,41.1709,43.6628,2.5166,1.4562
3804,41.1747,43.6659,2.5166,1.4562
