time_s,T_center,T_surface,C_center,C_surface
631,28.5236,30.3269,2.5500,1.8630
632,28.5259,30.3323,2.5500,1.8626
633,28.5283,30.3378,2.5500,1.8621
634,28.5306,30.3432,2.5500,1.8617
635,28.5330,30.3487,2.5500,1.8612
636,28.5354,30.3541,2.5500,1.8608
637,28.5377,30.3596,2.5500,1.8603
638,28.5401,30.3651,2.5500,1.8599
639,28.5425,30.3706,2.5500,1.8594
640,28.5448,30.3761,2.5500,1.8590
641,28.5472,30.3817,2.5500,1.8585
642,28.5496,30.3872,2.5500,1.8581
643,28.5520,30.3927,2.5500,1.8576
644,28.5544,30.3983,2.5500,1.8572
645,28.5568,30.4038,2.5500,1.8567
646,28.5592,30.4094,2.5500,1.8563
647,28.5616,30.4150,2.5500,1.8558
648,28.5641,30.4206,2.5500,1.8554
649,28.5665,30.4262,2.5500,1.8549
650,28.5689,30.4318,2.5500,1.8545
651,28.5713,30.4374,2.5500,1.8540
652,28.5738,30.4430,2.5500,1.8536
653,28.5762,30.4486,2.5500,1.8531
654,28.5787,30.4542,2.5500,1.8527
655,28.5811,30.4599,2.5500,1.8522
656,28.5836,30.4655,2.5500,1.8518
657,28.5860,30.4712,2.5500,1.8514
658,28.5885,30.4769,2.5500,1.8509
659,28.5910,30.4825,2.5500,1.8505
660,28.5935,30.4882,2.5500,1.8500
661,28.5959,30.4938,2.5500,1.8496
662,28.5984,30.4993,2.5500,1.8491
663,28.6009,30.5048,2.5500,1.8487
664,28.6034,30.5102,2.5500,1.8483
665,28.6059,30.5156,2.5500,1.8478
666,28.6084,30.5210,2.5500,1.8474
667,28.6109,30.5264,2.5500,1.8469
668,28.6134,30.5317,2.5500,1.8465
669,28.6159,30.5370,2.5500,1.8461
670,28.6185,30.5423,2.5500,1.8456
671,28.6210,30.5476,2.5500,1.8452
672,28.6235,30.5529,2.5500,1.8448
673,28.6261,30.5582,2.5500,1.8443
674,28.6286,30.5634,2.5500,1.8439
675,28.6312,30.5687,2.5500,1.8434
676,28.6337,30.5739,2.5500,1.8430
677,28.6363,30.5791,2.5500,1.8426
678,28.6388,30.5843,2.5500,1.8421
679,28.6414,30.5895,2.5500,1.8417
680,28.6440,30.5947,2.5500,1.8413
681,28.6465,30.5999,2.5500,1.8408
682,28.6491,30.6051,2.5500,1.8404
683,28.6517,30.6103,2.5500,1.8400
684,28.6543,30.6154,2.5500,1.8395
685,28.6569,30.6206,2.5500,1.8391
686,28.6595,30.6257,2.5500,1.8387
687,28.6621,30.6309,2.5500,1.8383
688,28.6647,30.6360,2.5500,1.8378
689,28.6673,30.6411,2.5500,1.8374
690,28.6699,30.6463,2.5500,1.8370
691,28.6726,30.6514,2.5500,1.8365
692,28.6752,30.6565,2.5500,1.8361
693,28.6778,30.6616,2.5500,1.8357
694,28.6805,30.6667,2.5500,1.8353
695,28.6831,30.6718,2.5500,1.8348
696,28.6857,30.6769,2.5500,1.8344
697,28.6884,30.6820,2.5500,1.8340
698,28.6910,30.6871,2.5500,1.8335
699,28.6937,30.6922,2.5500,1.8331
700,28.6964,30.6973,2.5500,1.8327
701,28.6990,30.7023,2.5500,1.8323
702,28.7017,30.7074,2.5500,1.8318
703,28.7044,30.7125,2.5500,1.8314
704,28.7071,30.7176,2.5500,1.8310
705,28.7098,30.7226,2.5500,1.8306
706,28.7125,30.7277,2.5500,1.8302
707,28.7152,30.7327,2.5500,1.8297
708,28.7179,30.7378,2.5500,1.8293
709,28.7206,30.7428,2.5500,1.8289
710,28.7233,30.7479,2.5500,1.8285
711,28.7260,30.7529,2.5500,1.8280
712,28.7287,30.7580,2.5500,1.8276
713,28.7315,30.7630,2.5500,1.8272
714,28.7342,30.7681,2.5500,1.8268
715,28.7369,30.7731,2.5500,1.8264
716,28.7397,30.7781,2.5500,1.8260
717,28.7424,30.7832,2.5500,1.8255
718,28.7452,30.7882,2.5500,1.8251
719,28.7479,30.7932,2.5500,1.8247
720,28.7507,30.7982,2.5500,1.8243
721,28.7535,30.8033,2.5500,1.8239
722,28.7562,30.8084,2.5500,1.8234
723,28.7590,30.8136,2.5500,1.8230
724,28.7618,30.8187,2.5500,1.8226
725,28.7646,30.8239,2.5500,1.8222
726,28.7674,30.8291,2.5500,1.8218
727,28.7701,30.8343,2.5500,1.8214
728,28.7729,30.8395,2.5500,1.8210
729,28.7758,30.8448,2.5500,1.8205
730,28.7786,30.8500,2.5500,1.8201
731,28.7814,30.8553,2.5500,1.8197
732,28.7842,30.8605,2.5500,1.8193
733,28.7870,30.8658,2.5500,1.8189
734,28.7898,30.8711,2.5500,1.8185
735,28.7927,30.8764,2.5500,1.8181
736,28.7955,30.8817,2.5500,1.8177
737,28.7984,30.8870,2.5500,1.8173
738,28.8012,30.8923,2.5500,1.8168
739,28.8041,30.8976,2.5500,1.8164
740,28.8069,30.9029,2.5500,1.8160
741,28.8098,30.9082,2.5500,1.8156
742,28.8126,30.9136,2.5500,1.8152
743,28.8155,30.9189,2.5500,1.8148
744,28.8184,30.9243,2.5500,1.8144
745,28.8213,30.9296,2.5500,1.8140
746,28.8242,30.9350,2.5500,1.8136
747,28.8271,30.9404,2.5500,1.8132
748,28.8300,30.9457,2.5500,1.8128
749,28.8329,30.9511,2.5500,1.8124
750,28.8358,30.9565,2.5500,1.8120
751,28.8387,30.9619,2.5500,1.8116
752,28.8416,30.9673,2.5500,1.8111
753,28.8445,30.9727,2.5500,1.8107
754,28.8474,30.9781,2.5500,1.8103
755,28.8504,30.9835,2.5500,1.8099
756,28.8533,30.9889,2.5500,1.8095
757,28.8562,30.9943,2.5500,1.8091
758,28.8592,30.9998,2.5500,1.8087
759,28.8621,31.0052,2.5500,1.8083
760,28.8651,31.0106,2.5500,1.8079
761,28.8681,31.0161,2.5500,1.8075
762,28.8710,31.0215,2.5500,1.8071
763,28.8740,31.0270,2.5500,1.8067
764,28.8770,31.0324,2.5500,1.8063
765,28.8799,31.0379,2.5500,1.8059
766,28.8829,31.0433,2.5500,1.8055
767,28.8859,31.0488,2.5500,1.8051
768,28.8889,31.0543,2.5500,1.8047
769,28.8919,31.0597,2.5500,1.8043
770,28.8949,31.0652,2.5500,1.8039
771,28.8979,31.0707,2.5500,1.8035
772,28.9009,31.0762,2.5500,1.8031
773,28.9040,31.0817,2.5500,1.8027
774,28.9070,31.0872,2.5500,1.8023
775,28.9100,31.0927,2.5500,1.8019
776,28.9130,31.0982,2.5500,1.8015
777,28.9161,31.1037,2.5500,1.8012
778,28.9191,31.1092,2.5500,1.8008
779,28.9222,31.1147,2.5500,1.8004
780,28.9252,31.1202,2.5500,1.8000
781,28.9283,31.1257,2.5500,1.7996
782,28.9313,31.1311,2.5500,1.7992
783,28.9344,31.1365,2.5500,1.7988
784,28.9375,31.1418,2.5500,1.7984
785,28.9405,31.1471,2.5500,1.7980
786,28.9436,31.1524,2.5500,1.7976
787,28.9467,31.1577,2.5500,1.7972
788,28.9498,31.1630,2.5500,1.7968
789,28.9529,31.1682,2.5500,1.7964
790,28.9560,31.1735,2.5500,1.7960
791,28.9591,31.1787,2.5500,1.7956
792,28.9622,31.1839,2.5500,1.7953
793,28.9653,31.1891,2.5500,1.7949
794,28.9684,31.1943,2.5500,1.7945
795,28.9716,31.1995,2.5500,1.7941
796,28.9747,31.2047,2.5500,1.7937
797,28.9778,31.2099,2.5500,1.7933
798,28.9810,31.2150,2.5500,1.7929
799,28.9841,31.2202,2.5500,1.7925
800,28.9872,31.2253,2.5500,1.7922
801,28.9904,31.2305,2.5500,1.7918
802,28.9936,31.2356,2.5500,1.7914
803,28.9967,31.2408,2.5500,1.7910
804,28.9999,31.2459,2.5500,1.7906
805,29.0030,31.2510,2.5500,1.7902
806,29.0062,31.2561,2.5500,1.7898
807,29.0094,31.2612,2.5500,1.7894
808,29.0126,31.2663,2.5500,1.7891
809,29.0158,31.2714,2.5500,1.7887
810,29.0190,31.2765,2.5500,1.7883
811,29.0222,31.2816,2.5500,1.7879
812,29.0254,31.2867,2.5500,1.7875
813,29.0286,31.2917,2.5500,1.7871
814,29.0318,31.2968,2.5500,1.7868
815,29.0350,31.3019,2.5500,1.7864
816,29.0382,31.3069,2.5500,1.7860
817,29.0414,31.3120,2.5500,1.7856
818,29.0447,31.3170,2.5500,1.7852
819,29.0479,31.3221,2.5500,1.7849
820,29.0511,31.3271,2.5500,1.7845
821,29.0544,31.3322,2.5500,1.7841
822,29.0576,31.3372,2.5500,1.7837
823,29.0609,31.3423,2.5500,1.7833
824,29.0641,31.3473,2.5500,1.7830
825,29.0674,31.3523,2.5500,1.7826
826,29.0707,31.3573,2.5500,1.7822
827,29.0739,31.3624,2.5500,1.7818
828,29.0772,31.3674,2.5500,1.7814
829,29.0805,31.3724,2.5500,1.7811
830,29.0838,31.3774,2.5500,1.7807
831,29.0871,31.3824,2.5500,1.7803
832,29.0904,31.3874,2.5500,1.7799
833,29.0936,31.3924,2.5500,1.7795
834,29.0970,31.3974,2.5500,1.7792
835,29.1003,31.4024,2.5500,1.7788
836,29.1036,31.4074,2.5500,1.7784
837,29.1069,31.4124,2.5500,1.7780
838,29.1102,31.4174,2.5500,1.7777
839,29.1135,31.4224,2.5500,1.7773
840,29.1169,31.4274,2.5500,1.7769
841,29.1202,31.4324,2.5500,1.7765
842,29.1235,31.4374,2.5500,1.7762
843,29.1269,31.4424,2.5500,1.7758
844,29.1302,31.4474,2.5500,1.7754
845,29.1336,31.4525,2.5500,1.7751
846,29.1369,31.4575,2.5500,1.7747
847,29.1403,31.4625,2.5500,1.7743
848,29.1436,31.4675,2.5500,1.7739
849,29.1470,31.4726,2.5500,1.7736
850,29.1504,31.4776,2.5500,1.7732
851,29.1537,31.4826,2.5500,1.7728
852,29.1571,31.4877,2.5500,1.7725
853,29.1605,31.4927,2.5500,1.7721
854,29.1639,31.4978,2.5500,1.7717
855,29.1673,31.5028,2.5500,1.7713
856,29.1707,31.5079,2.5500,1.7710
857,29.1741,31.5129,2.5500,1.7706
858,29.1775,31.5179,2.5500,1.7702
859,29.1809,31.5230,2.5500,1.7699
860,29.1843,31.5280,2.5500,1.7695
861,29.1877,31.5331,2.5500,1.7691
862,29.1912,31.5381,2.5500,1.7688
863,29.1946,31.5432,2.5500,1.7684
864,29.1980,31.5482,2.5500,1.7680
865,29.2015,31.5533,2.5500,1.7677
866,29.2049,31.5583,2.5500,1.7673
867,29.2084,31.5634,2.5500,1.7669
868,29.2118,31.5684,2.5500,1.7666
869,29.2153,31.5735,2.5500,1.7662
870,29.2187,31.5785,2.5500,1.7658
871,29.2222,31.5836,2.5500,1.7655
872,29.2256,31.5887,2.5500,1.7651
873,29.2291,31.5937,2.5500,1.7647
874,29.2326,31.5988,2.5500,1.7644
875,29.2361,31.6038,2.5500,1.7640
876,29.2395,31.6089,2.5500,1.7636
877,29.2430,31.6139,2.5500,1.7633
878,29.2465,31.6190,2.5500,1.7629
879,29.2500,31.6241,2.5500,1.7626
880,29.2535,31.6291,2.5500,1.7622
881,29.2570,31.6342,2.5500,1.7618
882,29.2605,31.6392,2.5500,1.7615
883,29.2640,31.6443,2.5500,1.7611
884,29.2676,31.6494,2.5500,1.7607
885,29.2711,31.6544,2.5500,1.7604
886,29.2746,31.6595,2.5500,1.7600
887,29.2781,31.6645,2.5500,1.7597
888,29.2817,31.6696,2.5500,1.7593
889,29.2852,31.6747,2.5500,1.7589
890,29.2887,31.6797,2.5500,1.7586
891,29.2923,31.6848,2.5500,1.7582
892,29.2958,31.6899,2.5500,1.7579
893,29.2994,31.6949,2.5500,1.7575
894,29.3029,31.7000,2.5500,1.7571
895,29.3065,31.7050,2.5500,1.7568
896,29.3101,31.7101,2.5500,1.7564
897,29.3136,31.7152,2.5500,1.7561
898,29.3172,31.7202,2.5500,1.7557
899,29.3208,31.7253,2.5500,1.7554
900,29.3244,31.7304,2.5500,1.7550
901,29.3280,31.7355,2.5500,1.7546
902,29.3315,31.7407,2.5500,1.7543
903,29.3351,31.7459,2.5500,1.7539
904,29.3387,31.7512,2.5500,1.7536
905,29.3423,31.7564,2.5500,1.7532
906,29.3459,31.7617,2.5500,1.7529
907,29.3495,31.7671,2.5500,1.7525
908,29.3532,31.7724,2.5500,1.7522
909,29.3568,31.7777,2.5500,1.7518
910,29.3604,31.7831,2.5500,1.7515
911,29.3640,31.7885,2.5500,1.7511
912,29.3676,31.7939,2.5500,1.7507
913,29.3713,31.7993,2.5500,1.7504
914,29.3749,31.8047,2.5500,1.7500
915,29.3786,31.8101,2.5500,1.7497
916,29.3822,31.8156,2.5500,1.7493
917,29.3858,31.8210,2.5500,1.7490
918,29.3895,31.8265,2.5500,1.7486
919,29.3931,31.8320,2.5500,1.7483
920,29.3968,31.8374,2.5500,1.7479
921,29.4005,31.8429,2.5500,1.7476
922,29.4041,31.8485,2.5500,1.7472
923,29.4078,31.8540,2.5500,1.7469
924,29.4115,31.8595,2.5500,1.7465
925,29.4151,31.8650,2.5500,1.7462
926,29.4188,31.8706,2.5500,1.7458
927,29.4225,31.8761,2.5500,1.7455
928,29.4262,31.8817,2.5500,1.7451
929,29.4299,31.8873,2.5500,1.7448
930,29.4336,31.8928,2.5500,1.7444
931,29.4373,31.8984,2.5500,1.7441
932,29.4410,31.9040,2.5500,1.7437
933,29.4447,31.9096,2.5500,1.7434
934,29.4484,31.9152,2.5500,1.7430
935,29.4521,31.9209,2.5500,1.7427
936,29.4558,31.9265,2.5500,1.7423
937,29.4595,31.9321,2.5500,1.7420
938,29.4633,31.9378,2.5500,1.7416
939,29.4670,31.9434,2.5500,1.7413
940,29.4707,31.9491,2.5500,1.7409
941,29.4745,31.9547,2.5500,1.7406
942,29.4782,31.9604,2.5500,1.7403
943,29.4819,31.9661,2.5500,1.7399
944,29.4857,31.9717,2.5500,1.7396
945,29.4894,31.9774,2.5500,1.7392
946,29.4932,31.9831,2.5500,1.7389
947,29.4969,31.9888,2.5500,1.7385
948,29.5007,31.9945,2.5500,1.7382
949,29.5045,32.0003,2.5500,1.7378
950,29.5082,32.0060,2.5500,1.7375
951,29.5120,32.0117,2.5500,1.7372
952,29.5158,32.0174,2.5500,1.7368
953,29.5195,32.0232,2.5500,1.7365
954,29.5233,32.0289,2.5500,1.7361
955,29.5271,32.0347,2.5500,1.7358
956,29.5309,32.0404,2.5500,1.7354
957,29.5347,32.0462,2.5500,1.7351
958,29.5385,32.0520,2.5500,1.7348
959,29.5423,32.0578,2.5500,1.7344
960,29.5461,32.0635,2.5500,1.7341
961,29.5499,32.0692,2.5500,1.7337
962,29.5537,32.0748,2.5500,1.7334
963,29.5575,32.0804,2.5500,1.7331
964,29.5613,32.0859,2.5500,1.7327
965,29.5651,32.0914,2.5500,1.7324
966,29.5689,32.0968,2.5500,1.7320
967,29.5727,32.1022,2.5500,1.7317
968,29.5766,32.1076,2.5500,1.7314
969,29.5804,32.1130,2.5500,1.7310
970,29.5842,32.1184,2.5500,1.7307
971,29.5881,32.1237,2.5500,1.7303
972,29.5919,32.1290,2.5500,1.7300
973,29.5957,32.1343,2.5500,1.7297
974,29.5996,32.1396,2.5500,1.7293
975,29.6034,32.1449,2.5500,1.7290
976,29.6073,32.1502,2.5500,1.7287
977,29.6111,32.1554,2.5500,1.7283
978,29.6150,32.1607,2.5500,1.7280
979,29.6189,32.1659,2.5500,1.7276
980,29.6227,32.1711,2.5500,1.7273
981,29.6266,32.1763,2.5500,1.7270
982,29.6305,32.1815,2.5500,1.7266
983,29.6343,32.1867,2.5500,1.7263
984,29.6382,32.1919,2.5500,1.7260
985,29.6421,32.1970,2.5500,1.7256
986,29.6460,32.2022,2.5500,1.7253
987,29.6498,32.2074,2.5500,1.7250
988,29.6537,32.2125,2.5500,1.7246
989,29.6576,32.2176,2.5500,1.7243
990,29.6615,32.2227,2.5500,1.7240
991,29.6654,32.2279,2.5500,1.7236
992,29.6693,32.2330,2.5500,1.7233
993,29.6732,32.2381,2.5500,1.7230
994,29.6771,32.2432,2.5500,1.7226
995,29.6810,32.2482,2.5500,1.7223
996,29.6849,32.2533,2.5500,1.7220
997,29.6889,32.2584,2.5500,1.7216
998,29.6928,32.2635,2.5500,1.7213
999,29.6967,32.2685,2.5500,1.7210
1000,29.7006,32.2736,2.5500,1.7206
1001,29.7045,32.2786,2.5500,1.7203
1002,29.7085,32.2836,2.5500,1.7200
1003,29.7124,32.2887,2.5500,1.7196
1004,29.7163,32.2937,2.5500,1.7193
1005,29.7203,32.2987,2.5500,1.7190
1006,29.7242,32.3037,2.5500,1.7187
1007,29.7282,32.3088,2.5500,1.7183
1008,29.7321,32.3138,2.5500,1.7180
1009,29.7361,32.3188,2.5500,1.7177
1010,29.7400,32.3238,2.5500,1.7173
1011,29.7440,32.3287,2.5500,1.7170
1012,29.7479,32.3337,2.5500,1.7167
1013,29.7519,32.3387,2.5500,1.7164
1014,29.7559,32.3437,2.5500,1.7160
1015,29.7598,32.3487,2.5500,1.7157
1016,29.7638,32.3536,2.5500,1.7154
1017,29.7678,32.3586,2.5500,1.7150
1018,29.7718,32.3635,2.5500,1.7147
1019,29.7758,32.3685,2.5500,1.7144
1020,29.7797,32.3734,2.5500,1.7141
1021,29.7837,32.3785,2.5500,1.7137
1022,29.7877,32.3838,2.5500,1.7134
1023,29.7917,32.3891,2.5500,1.7131
1024,29.7957,32.3944,2.5500,1.7128
1025,29.7997,32.3998,2.5500,1.7124
1026,29.8037,32.4053,2.5500,1.7121
1027,29.8077,32.4108,2.5500,1.7118
1028,29.8117,32.4164,2.5500,1.7115
1029,29.8157,32.4220,2.5500,1.7111
1030,29.8197,32.4276,2.5500,1.7108
1031,29.8238,32.4332,2.5500,1.7105
1032,29.8278,32.4389,2.5500,1.7102
1033,29.8318,32.4446,2.5500,1.7098
1034,29.8358,32.4503,2.5500,1.7095
1035,29.8399,32.4561,2.5500,1.7092
1036,29.8439,32.4619,2.5500,1.7089
1037,29.8479,32.4677,2.5500,1.7086
1038,29.8520,32.4735,2.5500,1.7082
1039,29.8560,32.4793,2.5500,1.7079
1040,29.8600,32.4852,2.5500,1.7076
1041,29.8641,32.4911,2.5500,1.7073
1042,29.8681,32.4970,2.5500,1.7069
1043,29.8722,32.5029,2.5500,1.7066
1044,29.8763,32.5089,2.5500,1.7063
1045,29.8803,32.5148,2.5500,1.7060
1046,29.8844,32.5208,2.5500,1.7057
1047,29.8884,32.5268,2.5500,1.7053
1048,29.8925,32.5328,2.5500,1.7050
1049,29.8966,32.5389,2.5500,1.7047
1050,29.9007,32.5449,2.5500,1.7044
1051,29.9047,32.5510,2.5500,1.7041
1052,29.9088,32.5570,2.5500,1.7037
1053,29.9129,32.5631,2.5500,1.7034
1054,29.9170,32.5693,2.5500,1.7031
1055,29.9211,32.5754,2.5500,1.7028
1056,29.9252,32.5815,2.5500,1.7025
1057,29.9292,32.5877,2.5500,1.7021
1058,29.9333,32.5938,2.5500,1.7018
1059,29.9374,32.6000,2.5500,1.7015
1060,29.9415,32.6062,2.5500,1.7012
1061,29.9457,32.6124,2.5500,1.7009
1062,29.9498,32.6186,2.5500,1.7006
1063,29.9539,32.6249,2.5500,1.7002
1064,29.9580,32.6311,2.5500,1.6999
1065,29.9621,32.6374,2.5500,1.6996
1066,29.9662,32.6436,2.5500,1.6993
1067,29.9703,32.6499,2.5500,1.6990
1068,29.9745,32.6562,2.5500,1.6987
1069,29.9786,32.6625,2.5500,1.6983
1070,29.9827,32.6688,2.5500,1.6980
1071,29.9869,32.6752,2.5500,1.6977
1072,29.9910,32.6815,2.5500,1.6974
1073,29.9951,32.6878,2.5500,1.6971
1074,29.9993,32.6942,2.5500,1.6968
1075,30.0034,32.7006,2.5500,1.6965
1076,30.0076,32.7070,2.5500,1.6961
1077,30.0117,32.7134,2.5500,1.6958
1078,30.0159,32.7198,2.5500,1.6955
1079,30.0200,32.7262,2.5500,1.6952
1080,30.0242,32.7326,2.5500,1.6949
1081,30.0284,32.7389,2.5500,1.6946
1082,30.0325,32.7451,2.5500,1.6943
1083,30.0367,32.7513,2.5500,1.6940
1084,30.0409,32.7574,2.5500,1.6936
1085,30.0450,32.7635,2.5500,1.6933
1086,30.0492,32.7695,2.5500,1.6930
1087,30.0534,32.7756,2.5500,1.6927
1088,30.0576,32.7816,2.5500,1.6924
1089,30.0618,32.7875,2.5500,1.6921
1090,30.0659,32.7935,2.5500,1.6918
1091,30.0701,32.7994,2.5500,1.6915
1092,30.0743,32.8054,2.5500,1.6912
1093,30.0785,32.8113,2.5500,1.6908
1094,30.0827,32.8172,2.5500,1.6905
1095,30.0869,32.8230,2.5500,1.6902
1096,30.0911,32.8289,2.5500,1.6899
1097,30.0953,32.8347,2.5500,1.6896
1098,30.0995,32.8406,2.5500,1.6893
1099,30.1037,32.8464,2.5500,1.6890
1100,30.1080,32.8522,2.5500,1.6887
1101,30.1122,32.8580,2.5500,1.6884
1102,30.1164,32.8638,2.5500,1.6881
1103,30.1206,32.8696,2.5500,1.6877
1104,30.1248,32.8754,2.5500,1.6874
1105,30.1291,32.8812,2.5500,1.6871
1106,30.1333,32.8869,2.5500,1.6868
1107,30.1375,32.8927,2.5500,1.6865
1108,30.1418,32.8984,2.5500,1.6862
1109,30.1460,32.9042,2.5500,1.6859
1110,30.1502,32.9099,2.5500,1.6856
1111,30.1545,32.9156,2.5500,1.6853
1112,30.1587,32.9213,2.5500,1.6850
1113,30.1630,32.9270,2.5500,1.6847
1114,30.1672,32.9328,2.5500,1.6844
1115,30.1715,32.9385,2.5500,1.6841
1116,30.1757,32.9441,2.5500,1.6838
1117,30.1800,32.9498,2.5500,1.6834
1118,30.1843,32.9555,2.5500,1.6831
1119,30.1885,32.9612,2.5500,1.6828
1120,30.1928,32.9669,2.5500,1.6825
1121,30.1970,32.9725,2.5500,1.6822
1122,30.2013,32.9782,2.5500,1.6819
1123,30.2056,32.9838,2.5500,1.6816
1124,30.2099,32.9895,2.5500,1.6813
1125,30.2141,32.9951,2.5500,1.6810
1126,30.2184,33.0008,2.5500,1.6807
1127,30.2227,33.0064,2.5500,1.6804
1128,30.2270,33.0121,2.5500,1.6801
1129,30.2313,33.0177,2.5500,1.6798
1130,30.2356,33.0233,2.5500,1.6795
1131,30.2399,33.0289,2.5500,1.6792
1132,30.2442,33.0345,2.5500,1.6789
1133,30.2485,33.0402,2.5500,1.6786
1134,30.2528,33.0458,2.5500,1.6783
1135,30.2571,33.0514,2.5500,1.6780
1136,30.2614,33.0570,2.5500,1.6777
1137,30.2657,33.0626,2.5500,1.6774
1138,30.2700,33.0682,2.5500,1.6771
1139,30.2743,33.0738,2.5500,1.6768
1140,30.2786,33.0794,2.5500,1.6765
1141,30.2830,33.0850,2.5500,1.6762
1142,30.2873,33.0906,2.5500,1.6759
1143,30.2916,33.0963,2.5500,1.6756
1144,30.2959,33.1020,2.5500,1.6753
1145,30.3003,33.1077,2.5500,1.6750
1146,30.3046,33.1134,2.5500,1.6747
1147,30.3089,33.1191,2.5500,1.6744
1148,30.3133,33.1248,2.5500,1.6741
1149,30.3176,33.1306,2.5500,1.6738
1150,30.3220,33.1363,2.5500,1.6735
1151,30.3263,33.1421,2.5500,1.6732
1152,30.3307,33.1478,2.5500,1.6729
1153,30.3350,33.1536,2.5500,1.6726
1154,30.3394,33.1593,2.5500,1.6723
1155,30.3437,33.1651,2.5500,1.6720
1156,30.3481,33.1708,2.5500,1.6717
1157,30.3525,33.1766,2.5500,1.6714
1158,30.3568,33.1824,2.5500,1.6711
1159,30.3612,33.1882,2.5500,1.6708
1160,30.3656,33.1940,2.5500,1.6705
1161,30.3700,33.1997,2.5500,1.6702
1162,30.3743,33.2055,2.5500,1.6699
1163,30.3787,33.2113,2.5500,1.6696
1164,30.3831,33.2171,2.5500,1.6693
1165,30.3875,33.2229,2.5500,1.6690
1166,30.3919,33.2287,2.5500,1.6687
1167,30.3963,33.2345,2.5500,1.6684
1168,30.4007,33.2404,2.5500,1.6681
1169,30.4051,33.2462,2.5500,1.6678
1170,30.4095,33.2520,2.5500,1.6675
1171,30.4139,33.2578,2.5500,1.6672
1172,30.4183,33.2636,2.5500,1.6669
1173,30.4227,33.2694,2.5500,1.6666
1174,30.4271,33.2753,2.5500,1.6663
1175,30.4315,33.2811,2.5500,1.6661
1176,30.4359,33.2869,2.5500,1.6658
1177,30.4403,33.2928,2.5500,1.6655
1178,30.4448,33.2986,2.5500,1.6652
1179,30.4492,33.3045,2.5500,1.6649
1180,30.4536,33.3103,2.5500,1.6646
1181,30.4580,33.3161,2.5500,1.6643
1182,30.4625,33.3220,2.5500,1.6640
1183,30.4669,33.3278,2.5500,1.6637
1184,30.4714,33.3337,2.5500,1.6634
1185,30.4758,33.3395,2.5500,1.6631
1186,30.4802,33.3454,2.5500,1.6628
1187,30.4847,33.3513,2.5500,1.6625
1188,30.4891,33.3571,2.5500,1.6622
1189,30.4936,33.3630,2.5500,1.6620
1190,30.4981,33.3689,2.5500,1.6617
1191,30.5025,33.3747,2.5500,1.6614
1192,30.5070,33.3806,2.5500,1.6611
1193,30.5114,33.3865,2.5500,1.6608
1194,30.5159,33.3923,2.5500,1.6605
1195,30.5204,33.3982,2.5500,1.6602
1196,30.5249,33.4041,2.5500,1.6599
1197,30.5293,33.4100,2.5500,1.6596
1198,30.5338,33.4159,2.5500,1.6593
1199,30.5383,33.4217,2.5500,1.6590
1200,30.5428,33.4276,2.5500,1.6588
1201,30.5473,33.4334,2.5500,1.6585
1202,30.5518,33.4392,2.5500,1.6582
1203,30.5563,33.4449,2.5500,1.6579
1204,30.5608,33.4506,2.5500,1.6576
1205,30.5653,33.4563,2.5500,1.6573
1206,30.5698,33.4619,2.5500,1.6570
1207,30.5743,33.4675,2.5500,1.6567
1208,30.5788,33.4731,2.5500,1.6564
1209,30.5833,33.4787,2.5500,1.6562
1210,30.5878,33.4843,2.5500,1.6559
1211,30.5923,33.4899,2.5500,1.6556
1212,30.5968,33.4954,2.5500,1.6553
1213,30.6014,33.5009,2.5500,1.6550
1214,30.6059,33.5065,2.5500,1.6547
1215,30.6104,33.5120,2.5500,1.6544
1216,30.6149,33.5175,2.5500,1.6541
1217,30.6195,33.5230,2.5500,1.6539
1218,30.6240,33.5284,2.5500,1.6536
1219,30.6285,33.5339,2.5500,1.6533
1220,30.6331,33.5394,2.5500,1.6530
1221,30.6376,33.5448,2.5500,1.6527
1222,30.6422,33.5502,2.5500,1.6524
1223,30.6467,33.5557,2.5500,1.6521
1224,30.6513,33.5611,2.5500,1.6519
1225,30.6558,33.5665,2.5500,1.6516
1226,30.6604,33.5719,2.5500,1.6513
1227,30.6650,33.5773,2.5500,1.6510
1228,30.6695,33.5827,2.5500,1.6507
1229,30.6741,33.5881,2.5500,1.6504
1230,30.6787,33.5935,2.5500,1.6501
1231,30.6832,33.5988,2.5500,1.6499
1232,30.6878,33.6042,2.5500,1.6496
1233,30.6924,33.6095,2.5500,1.6493
1234,30.6970,33.6149,2.5500,1.6490
1235,30.7015,33.6202,2.5500,1.6487
1236,30.7061,33.6256,2.5500,1.6484
1237,30.7107,33.6309,2.5500,1.6481
1238,30.7153,33.6362,2.5500,1.6479
1239,30.7199,33.6415,2.5500,1.6476
1240,30.7245,33.6469,2.5500,1.6473
1241,30.7291,33.6522,2.5500,1.6470
1242,30.7337,33.6575,2.5500,1.6467
1243,30.7383,33.6628,2.5500,1.6465
1244,30.7429,33.6680,2.5500,1.6462
1245,30.7475,33.6733,2.5500,1.6459
1246,30.7521,33.6786,2.5500,1.6456
1247,30.7568,33.6839,2.5500,1.6453
1248,30.7614,33.6892,2.5500,1.6450
1249,30.7660,33.6944,2.5500,1.6448
1250,30.7706,33.6997,2.5500,1.6445
1251,30.7752,33.7049,2.5500,1.6442
1252,30.7799,33.7102,2.5500,1.6439
1253,30.7845,33.7154,2.5500,1.6436
