t_h,TR,T_inf,theta_meas,theta_qs,T_ad
45.3167,50.0080,50.0000,+0.00804,-0.00000,158.53
45.3333,50.0080,50.0000,+0.00803,-0.00000,158.53
45.3500,50.0080,50.0000,+0.00802,-0.00000,158.53
45.3667,50.0080,50.0000,+0.00802,-0.00000,158.53
45.3833,50.0080,50.0000,+0.00801,-0.00000,158.53
45.4000,50.0080,50.0000,+0.00800,-0.00000,158.53
45.4167,50.0080,50.0000,+0.00800,-0.00000,158.53
45.4333,50.0080,50.0000,+0.00799,-0.00000,158.53
45.4500,50.0080,50.0000,+0.00798,-0.00000,158.53
45.4667,50.0080,50.0000,+0.00798,-0.00000,158.53
45.4833,50.0080,50.0000,+0.00797,-0.00000,158.53
45.5000,50.0080,50.0000,+0.00796,-0.00000,158.53
45.5167,50.0080,50.0000,+0.00796,-0.00000,158.53
45.5333,50.0080,50.0000,+0.00795,-0.00000,158.53
45.5500,50.0079,50.0000,+0.00795,-0.00000,158.53
45.5667,50.0079,50.0000,+0.00794,-0.00000,158.53
45.5833,50.0079,50.0000,+0.00793,-0.00000,158.53
45.6000,50.0079,50.0000,+0.00793,-0.00000,158.53
45.6167,50.0079,50.0000,+0.00792,-0.00000,158.53
45.6333,50.0079,50.0000,+0.00791,-0.00000,158.53
45.6500,50.0079,50.0000,+0.00791,-0.00000,158.53
45.6667,50.0079,50.0000,+0.00790,-0.00000,158.53
45.6833,50.0079,50.0000,+0.00790,-0.00000,158.53
45.7000,50.0079,50.0000,+0.00789,-0.00000,158.53
45.7167,50.0079,50.0000,+0.00788,-0.00000,158.53
45.7333,50.0079,50.0000,+0.00788,-0.00000,158.53
45.7500,50.0079,50.0000,+0.00787,-0.00000,158.53
45.7667,50.0079,50.0000,+0.00786,-0.00000,158.53
45.7833,50.0079,50.0000,+0.00786,-0.00000,158.53
45.8000,50.0079,50.0000,+0.00785,-0.00000,158.53
45.8167,50.0078,50.0000,+0.00785,-0.00000,158.53
45.8333,50.0078,50.0000,+0.00784,-0.00000,158.53
45.8500,50.0078,50.0000,+0.00783,-0.00000,158.53
45.8667,50.0078,50.0000,+0.00783,-0.00000,158.53
45.8833,50.0078,50.0000,+0.00782,-0.00000,158.53
45.9000,50.0078,50.0000,+0.00782,-0.00000,158.53
45.9167,50.0078,50.0000,+0.00781,-0.00000,158.53
45.9333,50.0078,50.0000,+0.00780,-0.00000,158.53
45.9500,50.0078,50.0000,+0.00780,-0.00000,158.53
45.9667,50.0078,50.0000,+0.00779,-0.00000,158.53
45.9833,50.0078,50.0000,+0.00778,-0.00000,158.53
46.0000,50.0078,50.0000,+0.00778,-0.00000,158.53
46.0167,50.0078,50.0000,+0.00777,-0.00000,158.53
46.0333,50.0078,50.0000,+0.00776,-0.00000,158.53
46.0500,50.0078,50.0000,+0.00776,-0.00000,158.53
46.0667,50.0078,50.0000,+0.00775,-0.00000,158.53
46.0833,50.0077,50.0000,+0.00775,-0.00000,158.53
46.1000,50.0077,50.0000,+0.00774,-0.00000,158.53
46.1167,50.0077,50.0000,+0.00773,-0.00000,158.53
46.1333,50.0077,50.0000,+0.00773,-0.00000,158.53
46.1500,50.0077,50.0000,+0.00772,-0.00000,158.53
46.1667,50.0077,50.0000,+0.00772,-0.00000,158.53
46.1833,50.0077,50.0000,+0.00771,-0.00000,158.53
46.2000,50.0077,50.0000,+0.00771,-0.00000,158.53
46.2167,50.0077,50.0000,+0.00770,-0.00000,158.53
46.2333,50.0077,50.0000,+0.00769,-0.00000,158.53
46.2500,50.0077,50.0000,+0.00769,-0.00000,158.53
46.2667,50.0077,50.0000,+0.00768,-0.00000,158.53
46.2833,50.0077,50.0000,+0.00767,-0.00000,158.53
46.3000,50.0077,50.0000,+0.00767,-0.00000,158.53
46.3167,50.0077,50.0000,+0.00766,-0.00000,158.53
46.3333,50.0077,50.0000,+0.00766,-0.00000,158.53
46.3500,50.0077,50.0000,+0.00765,-0.00000,158.53
46.3667,50.0076,50.0000,+0.00764,-0.00000,158.53
46.3833,50.0076,50.0000,+0.00764,-0.00000,158.53
46.4000,50.0076,50.0000,+0.00763,-0.00000,158.53
46.4167,50.0076,50.0000,+0.00763,-0.00000,158.53
46.4333,50.0076,50.0000,+0.00762,-0.00000,158.53
46.4500,50.0076,50.0000,+0.00762,-0.00000,158.53
46.4667,50.0076,50.0000,+0.00761,-0.00000,158.53
46.4833,50.0076,50.0000,+0.00760,-0.00000,158.53
46.5000,50.0076,50.0000,+0.00760,-0.00000,158.53
46.5167,50.0076,50.0000,+0.00759,-0.00000,158.53
46.5333,50.0076,50.0000,+0.00758,-0.00000,158.53
46.5500,50.0076,50.0000,+0.00758,-0.00000,158.53
46.5667,50.0076,50.0000,+0.00757,-0.00000,158.53
46.5833,50.0076,50.0000,+0.00757,-0.00000,158.53
46.6000,50.0076,50.0000,+0.00756,-0.00000,158.53
46.6167,50.0076,50.0000,+0.00756,-0.00000,158.53
46.6333,50.0076,50.0000,+0.00755,-0.00000,158.53
46.6500,50.0075,50.0000,+0.00754,-0.00000,158.53
46.6667,50.0075,50.0000,+0.00754,-0.00000,158.53
46.6833,50.0075,50.0000,+0.00753,-0.00000,158.53
46.7000,50.0075,50.0000,+0.00753,-0.00000,158.53
46.7167,50.0075,50.0000,+0.00752,-0.00000,158.53
46.7333,50.0075,50.0000,+0.00751,-0.00000,158.53
46.7500,50.0075,50.0000,+0.00751,-0.00000,158.53
46.7667,50.0075,50.0000,+0.00750,-0.00000,158.53
46.7833,50.0075,50.0000,+0.00750,-0.00000,158.53
46.8000,50.0075,50.0000,+0.00749,-0.00000,158.53
46.8167,50.0075,50.0000,+0.00749,-0.00000,158.53
46.8333,50.0075,50.0000,+0.00748,-0.00000,158.53
46.8500,50.0075,50.0000,+0.00747,-0.00000,158.53
46.8667,50.0075,50.0000,+0.00747,-0.00000,158.53
46.8833,50.0075,50.0000,+0.00746,-0.00000,158.53
46.9000,50.0075,50.0000,+0.00746,-0.00000,158.53
46.9167,50.0075,50.0000,+0.00745,-0.00000,158.53
46.9333,50.0074,50.0000,+0.00745,-0.00000,158.53
46.9500,50.0074,50.0000,+0.00744,-0.00000,158.53
46.9667,50.0074,50.0000,+0.00744,-0.00000,158.53
46.9833,50.0074,50.0000,+0.00743,-0.00000,158.53
47.0000,50.0074,50.0000,+0.00742,-0.00000,158.53
47.0167,50.0074,50.0000,+0.00742,-0.00000,158.53
47.0333,50.0074,50.0000,+0.00741,-0.00000,158.53
47.0500,50.0074,50.0000,+0.00741,-0.00000,158.53
47.0667,50.0074,50.0000,+0.00740,-0.00000,158.53
47.0833,50.0074,50.0000,+0.00740,-0.00000,158.53
47.1000,50.0074,50.0000,+0.00739,-0.00000,158.53
47.1167,50.0074,50.0000,+0.00738,-0.00000,158.53
47.1333,50.0074,50.0000,+0.00738,-0.00000,158.53
47.1500,50.0074,50.0000,+0.00737,-0.00000,158.53
47.1667,50.0074,50.0000,+0.00737,-0.00000,158.53
47.1833,50.0074,50.0000,+0.00736,-0.00000,158.53
47.2000,50.0074,50.0000,+0.00735,-0.00000,158.53
47.2167,50.0074,50.0000,+0.00735,-0.00000,158.53
47.2333,50.0073,50.0000,+0.00734,-0.00000,158.53
47.2500,50.0073,50.0000,+0.00734,-0.00000,158.53
47.2667,50.0073,50.0000,+0.00733,-0.00000,158.53
47.2833,50.0073,50.0000,+0.00733,-0.00000,158.53
47.3000,50.0073,50.0000,+0.00732,-0.00000,158.53
47.3167,50.0073,50.0000,+0.00732,-0.00000,158.53
47.3333,50.0073,50.0000,+0.00731,-0.00000,158.53
47.3500,50.0073,50.0000,+0.00731,-0.00000,158.53
47.3667,50.0073,50.0000,+0.00730,-0.00000,158.53
47.3833,50.0073,50.0000,+0.00729,-0.00000,158.53
47.4000,50.0073,50.0000,+0.00729,-0.00000,158.53
47.4167,50.0073,50.0000,+0.00728,-0.00000,158.53
47.4333,50.0073,50.0000,+0.00728,-0.00000,158.53
47.4500,50.0073,50.0000,+0.00727,-0.00000,158.53
47.4667,50.0073,50.0000,+0.00727,-0.00000,158.53
47.4833,50.0073,50.0000,+0.00726,-0.00000,158.53
47.5000,50.0073,50.0000,+0.00726,-0.00000,158.53
47.5167,50.0072,50.0000,+0.00725,-0.00000,158.53
47.5333,50.0072,50.0000,+0.00724,-0.00000,158.53
47.5500,50.0072,50.0000,+0.00724,-0.00000,158.53
47.5667,50.0072,50.0000,+0.00723,-0.00000,158.53
47.5833,50.0072,50.0000,+0.00723,-0.00000,158.53
47.6000,50.0072,50.0000,+0.00722,-0.00000,158.53
47.6167,50.0072,50.0000,+0.00722,-0.00000,158.53
47.6333,50.0072,50.0000,+0.00721,-0.00000,158.53
47.6500,50.0072,50.0000,+0.00721,-0.00000,158.53
47.6667,50.0072,50.0000,+0.00720,-0.00000,158.53
47.6833,50.0072,50.0000,+0.00720,-0.00000,158.53
47.7000,50.0072,50.0000,+0.00719,-0.00000,158.53
47.7167,50.0072,50.0000,+0.00718,-0.00000,158.53
47.7333,50.0072,50.0000,+0.00718,-0.00000,158.53
47.7500,50.0072,50.0000,+0.00717,-0.00000,158.53
47.7667,50.0072,50.0000,+0.00717,-0.00000,158.53
47.7833,50.0072,50.0000,+0.00716,-0.00000,158.53
47.8000,50.0072,50.0000,+0.00716,-0.00000,158.53
47.8167,50.0072,50.0000,+0.00715,-0.00000,158.53
47.8333,50.0071,50.0000,+0.00715,-0.00000,158.53
47.8500,50.0071,50.0000,+0.00714,-0.00000,158.53
47.8667,50.0071,50.0000,+0.00714,-0.00000,158.53
47.8833,50.0071,50.0000,+0.00713,-0.00000,158.53
47.9000,50.0071,50.0000,+0.00713,-0.00000,158.53
47.9167,50.0071,50.0000,+0.00712,-0.00000,158.53
47.9333,50.0071,50.0000,+0.00711,-0.00000,158.53
47.9500,50.0071,50.0000,+0.00711,-0.00000,158.53
47.9667,50.0071,50.0000,+0.00710,-0.00000,158.53
47.9833,50.0071,50.0000,+0.00710,-0.00000,158.53
48.0000,50.0071,50.0000,+0.00709,-0.00000,158.53
48.0167,50.0071,50.0000,+0.00709,-0.00000,158.53
48.0333,50.0071,50.0000,+0.00708,-0.00000,158.53
48.0500,50.0071,50.0000,+0.00708,-0.00000,158.53
48.0667,50.0071,50.0000,+0.00707,-0.00000,158.53
48.0833,50.0071,50.0000,+0.00707,-0.00000,158.53
48.1000,50.0071,50.0000,+0.00706,-0.00000,158.53
48.1167,50.0071,50.0000,+0.00706,-0.00000,158.53
48.1333,50.0071,50.0000,+0.00705,-0.00000,158.53
48.1500,50.0070,50.0000,+0.00705,-0.00000,158.53
48.1667,50.0070,50.0000,+0.00704,-0.00000,158.53
48.1833,50.0070,50.0000,+0.00704,-0.00000,158.53
48.2000,50.0070,50.0000,+0.00703,-0.00000,158.53
48.2167,50.0070,50.0000,+0.00702,-0.00000,158.53
48.2333,50.0070,50.0000,+0.00702,-0.00000,158.53
48.2500,50.0070,50.0000,+0.00702,-0.00000,158.53
48.2667,50.0070,50.0000,+0.00701,-0.00000,158.53
48.2833,50.0070,50.0000,+0.00700,-0.00000,158.53
48.3000,50.0070,50.0000,+0.00700,-0.00000,158.53
48.3167,50.0070,50.0000,+0.00699,-0.00000,158.53
48.3333,50.0070,50.0000,+0.00699,-0.00000,158.53
48.3500,50.0070,50.0000,+0.00698,-0.00000,158.53
48.3667,50.0070,50.0000,+0.00698,-0.00000,158.53
48.3833,50.0070,50.0000,+0.00697,-0.00000,158.53
48.4000,50.0070,50.0000,+0.00697,-0.00000,158.53
48.4167,50.0070,50.0000,+0.00696,-0.00000,158.53
48.4333,50.0070,50.0000,+0.00696,-0.00000,158.53
48.4500,50.0070,50.0000,+0.00695,-0.00000,158.53
48.4667,50.0069,50.0000,+0.00695,-0.00000,158.53
48.4833,50.0069,50.0000,+0.00694,-0.00000,158.53
48.5000,50.0069,50.0000,+0.00694,-0.00000,158.53
48.5167,50.0069,50.0000,+0.00693,-0.00000,158.53
48.5333,50.0069,50.0000,+0.00693,-0.00000,158.53
48.5500,50.0069,50.0000,+0.00692,-0.00000,158.53
48.5667,50.0069,50.0000,+0.00692,-0.00000,158.53
48.5833,50.0069,50.0000,+0.00691,-0.00000,158.53
48.6000,50.0069,50.0000,+0.00691,-0.00000,158.53
48.6167,50.0069,50.0000,+0.00690,-0.00000,158.53
48.6333,50.0069,50.0000,+0.00690,-0.00000,158.53
48.6500,50.0069,50.0000,+0.00689,-0.00000,158.53
48.6667,50.0069,50.0000,+0.00688,-0.00000,158.53
48.6833,50.0069,50.0000,+0.00688,-0.00000,158.53
48.7000,50.0069,50.0000,+0.00687,-0.00000,158.53
48.7167,50.0069,50.0000,+0.00687,-0.00000,158.53
48.7333,50.0069,50.0000,+0.00686,-0.00000,158.53
48.7500,50.0069,50.0000,+0.00686,-0.00000,158.53
48.7667,50.0069,50.0000,+0.00685,-0.00000,158.53
48.7833,50.0068,50.0000,+0.00684,-0.00000,158.53
48.8000,50.0068,50.0000,+0.00684,-0.00000,158.53
48.8167,50.0068,50.0000,+0.00683,-0.00000,158.53
48.8333,50.0068,50.0000,+0.00683,-0.00000,158.53
48.8500,50.0068,50.0000,+0.00682,-0.00000,158.53
48.8667,50.0068,50.0000,+0.00682,-0.00000,158.53
48.8833,50.0068,50.0000,+0.00681,-0.00000,158.53
48.9000,50.0068,50.0000,+0.00681,-0.00000,158.53
48.9167,50.0068,50.0000,+0.00680,-0.00000,158.53
48.9333,50.0068,50.0000,+0.00680,-0.00000,158.53
48.9500,50.0068,50.0000,+0.00679,-0.00000,158.53
48.9667,50.0068,50.0000,+0.00679,-0.00000,158.53
48.9833,50.0068,50.0000,+0.00678,-0.00000,158.53
49.0000,50.0068,50.0000,+0.00678,-0.00000,158.53
49.0167,50.0068,50.0000,+0.00677,-0.00000,158.53
49.0333,50.0068,50.0000,+0.00677,-0.00000,158.53
49.0500,50.0068,50.0000,+0.00676,-0.00000,158.53
49.0667,50.0068,50.0000,+0.00676,-0.00000,158.53
49.0833,50.0068,50.0000,+0.00675,-0.00000,158.53
49.1000,50.0067,50.0000,+0.00675,-0.00000,158.53
49.1167,50.0067,50.0000,+0.00674,-0.00000,158.53
49.1333,50.0067,50.0000,+0.00674,-0.00000,158.53
49.1500,50.0067,50.0000,+0.00673,-0.00000,158.53
49.1667,50.0067,50.0000,+0.00673,-0.00000,158.53
49.1833,50.0067,50.0000,+0.00672,-0.00000,158.53
49.2000,50.0067,50.0000,+0.00672,-0.00000,158.53
49.2167,50.0067,50.0000,+0.00671,-0.00000,158.53
49.2333,50.0067,50.0000,+0.00671,-0.00000,158.53
49.2500,50.0067,50.0000,+0.00670,-0.00000,158.53
49.2667,50.0067,50.0000,+0.00670,-0.00000,158.53
49.2833,50.0067,50.0000,+0.00669,-0.00000,158.53
49.3000,50.0067,50.0000,+0.00669,-0.00000,158.53
49.3167,50.0067,50.0000,+0.00668,-0.00000,158.53
49.3333,50.0067,50.0000,+0.00668,-0.00000,158.53
49.3500,50.0067,50.0000,+0.00667,-0.00000,158.53
49.3667,50.0067,50.0000,+0.00667,-0.00000,158.53
49.3833,50.0067,50.0000,+0.00666,-0.00000,158.53
49.4000,50.0067,50.0000,+0.00666,-0.00000,158.53
49.4167,50.0067,50.0000,+0.00665,-0.00000,158.53
49.4333,50.0066,50.0000,+0.00665,-0.00000,158.53
49.4500,50.0066,50.0000,+0.00664,-0.00000,158.53
49.4667,50.0066,50.0000,+0.00664,-0.00000,158.53
49.4833,50.0066,50.0000,+0.00663,-0.00000,158.53
49.5000,50.0066,50.0000,+0.00663,-0.00000,158.53
49.5167,50.0066,50.0000,+0.00662,-0.00000,158.53
49.5333,50.0066,50.0000,+0.00662,-0.00000,158.53
49.5500,50.0066,50.0000,+0.00661,-0.00000,158.53
49.5667,50.0066,50.0000,+0.00661,-0.00000,158.53
49.5833,50.0066,50.0000,+0.00661,-0.00000,158.53
49.6000,50.0066,50.0000,+0.00660,-0.00000,158.53
49.6167,50.0066,50.0000,+0.00660,-0.00000,158.53
49.6333,50.0066,50.0000,+0.00659,-0.00000,158.53
49.6500,50.0066,50.0000,+0.00659,-0.00000,158.53
49.6667,50.0066,50.0000,+0.00658,-0.00000,158.53
49.6833,50.0066,50.0000,+0.00658,-0.00000,158.53
49.7000,50.0066,50.0000,+0.00657,-0.00000,158.53
49.7167,50.0066,50.0000,+0.00657,-0.00000,158.53
49.7333,50.0066,50.0000,+0.00656,-0.00000,158.53
49.7500,50.0066,50.0000,+0.00656,-0.00000,158.53
49.7667,50.0066,50.0000,+0.00655,-0.00000,158.53
49.7833,50.0065,50.0000,+0.00655,-0.00000,158.53
49.8000,50.0065,50.0000,+0.00655,-0.00000,158.53
49.8167,50.0065,50.0000,+0.00654,-0.00000,158.53
49.8333,50.0065,50.0000,+0.00654,-0.00000,158.53
49.8500,50.0065,50.0000,+0.00653,-0.00000,158.53
49.8667,50.0065,50.0000,+0.00653,-0.00000,158.53
49.8833,50.0065,50.0000,+0.00652,-0.00000,158.53
49.9000,50.0065,50.0000,+0.00652,-0.00000,158.53
49.9167,50.0065,50.0000,+0.00651,-0.00000,158.53
49.9333,50.0065,50.0000,+0.00651,-0.00000,158.53
49.9500,50.0065,50.0000,+0.00650,-0.00000,158.53
49.9667,50.0065,50.0000,+0.00650,-0.00000,158.53
49.9833,50.0065,50.0000,+0.00649,-0.00000,158.53
50.0000,50.0065,50.0000,+0.00649,-0.00000,158.53
50.0167,50.0065,50.0000,+0.00648,-0.00000,158.53
50.0333,50.0065,50.0000,+0.00648,-0.00000,158.53
50.0500,50.0065,50.0000,+0.00648,-0.00000,158.53
50.0667,50.0065,50.0000,+0.00647,-0.00000,158.53
50.0833,50.0065,50.0000,+0.00647,-0.00000,158.53
50.1000,50.0065,50.0000,+0.00646,-0.00000,158.53
50.1167,50.0065,50.0000,+0.00646,-0.00000,158.53
50.1333,50.0065,50.0000,+0.00645,-0.00000,158.53
50.1500,50.0064,50.0000,+0.00645,-0.00000,158.53
50.1667,50.0064,50.0000,+0.00644,-0.00000,158.53
50.1833,50.0064,50.0000,+0.00644,-0.00000,158.53
50.2000,50.0064,50.0000,+0.00643,-0.00000,158.53
50.2167,50.0064,50.0000,+0.00643,-0.00000,158.53
50.2333,50.0064,50.0000,+0.00643,-0.00000,158.53
50.2500,50.0064,50.0000,+0.00642,-0.00000,158.53
50.2667,50.0064,50.0000,+0.00642,-0.00000,158.53
50.2833,50.0064,50.0000,+0.00641,-0.00000,158.53
50.3000,50.0064,50.0000,+0.00641,-0.00000,158.53
50.3167,50.0064,50.0000,+0.00640,-0.00000,158.53
50.3333,50.0064,50.0000,+0.00640,-0.00000,158.53
50.3500,50.0064,50.0000,+0.00639,-0.00000,158.53
50.3667,50.0064,50.0000,+0.00639,-0.00000,158.53
50.3833,50.0064,50.0000,+0.00639,-0.00000,158.53
50.4000,50.0064,50.0000,+0.00638,-0.00000,158.53
50.4167,50.0064,50.0000,+0.00638,-0.00000,158.53
50.4333,50.0064,50.0000,+0.00637,-0.00000,158.53
50.4500,50.0064,50.0000,+0.00637,-0.00000,158.53
50.4667,50.0064,50.0000,+0.00636,-0.00000,158.53
50.4833,50.0064,50.0000,+0.00636,-0.00000,158.53
50.5000,50.0064,50.0000,+0.00635,-0.00000,158.53
50.5167,50.0063,50.0000,+0.00635,-0.00000,158.53
50.5333,50.0063,50.0000,+0.00635,-0.00000,158.53
50.5500,50.0063,50.0000,+0.00634,-0.00000,158.53
50.5667,50.0063,50.0000,+0.00634,-0.00000,158.53
50.5833,50.0063,50.0000,+0.00633,-0.00000,158.53
50.6000,50.0063,50.0000,+0.00633,-0.00000,158.53
50.6167,50.0063,50.0000,+0.00632,-0.00000,158.53
50.6333,50.0063,50.0000,+0.00632,-0.00000,158.53
50.6500,50.0063,50.0000,+0.00631,-0.00000,158.53
