t_h,C_center,C_surface,C_mean_env
26.666667,0.2215,0.0628,0.04999
26.683333,0.2214,0.0628,0.04999
26.7,0.2213,0.0628,0.04999
26.716667,0.2212,0.0628,0.04999
26.733333,0.2211,0.0628,0.04999
26.75,0.221,0.0628,0.04999
26.766667,0.2209,0.0627,0.04999
26.783333,0.2209,0.0627,0.04999
26.8,0.2208,0.0627,0.04999
26.816667,0.2207,0.0627,0.04999
26.833333,0.2206,0.0627,0.04999
26.85,0.2205,0.0626,0.04999
26.866667,0.2204,0.0626,0.04999
26.883333,0.2203,0.0626,0.04999
26.9,0.2202,0.0626,0.04999
26.916667,0.2201,0.0626,0.04999
26.933333,0.2201,0.0626,0.04999
26.95,0.22,0.0625,0.04999
26.966667,0.2199,0.0625,0.04999
26.983333,0.2198,0.0625,0.04999
27.0,0.2197,0.0625,0.04999
27.016667,0.2196,0.0625,0.04999
27.033333,0.2195,0.0624,0.04999
27.05,0.2194,0.0624,0.04999
27.066667,0.2194,0.0624,0.04999
27.083333,0.2193,0.0624,0.04999
27.1,0.2192,0.0624,0.04999
27.116667,0.2191,0.0624,0.04999
27.133333,0.219,0.0623,0.04999
27.15,0.2189,0.0623,0.04999
27.166667,0.2188,0.0623,0.04999
27.183333,0.2188,0.0623,0.04999
27.2,0.2187,0.0623,0.04999
27.216667,0.2186,0.0623,0.04999
27.233333,0.2185,0.0622,0.04999
27.25,0.2184,0.0622,0.04999
27.266667,0.2183,0.0622,0.04999
27.283333,0.2182,0.0622,0.04999
27.3,0.2182,0.0622,0.04999
27.316667,0.2181,0.0622,0.04999
27.333333,0.218,0.0621,0.04999
27.35,0.2179,0.0621,0.04999
27.366667,0.2178,0.0621,0.04999
27.383333,0.2177,0.0621,0.04999
27.4,0.2177,0.0621,0.04999
27.416667,0.2176,0.062,0.04999
27.433333,0.2175,0.062,0.04999
27.45,0.2174,0.062,0.04999
27.466667,0.2173,0.062,0.04999
27.483333,0.2172,0.062,0.04999
27.5,0.2172,0.062,0.04999
27.516667,0.2171,0.0619,0.04999
27.533333,0.217,0.0619,0.04999
27.55,0.2169,0.0619,0.04999
27.566667,0.2168,0.0619,0.04999
27.583333,0.2167,0.0619,0.04999
27.6,0.2167,0.0619,0.04999
27.616667,0.2166,0.0619,0.04999
27.633333,0.2165,0.0618,0.04999
27.65,0.2164,0.0618,0.04999
27.666667,0.2163,0.0618,0.04999
27.683333,0.2162,0.0618,0.04999
27.7,0.2162,0.0618,0.04999
27.716667,0.2161,0.0618,0.04999
27.733333,0.216,0.0617,0.04999
27.75,0.2159,0.0617,0.04999
27.766667,0.2158,0.0617,0.04999
27.783333,0.2158,0.0617,0.04999
27.8,0.2157,0.0617,0.04999
27.816667,0.2156,0.0617,0.04999
27.833333,0.2155,0.0616,0.04999
27.85,0.2154,0.0616,0.04999
27.866667,0.2153,0.0616,0.04999
27.883333,0.2153,0.0616,0.04999
27.9,0.2152,0.0616,0.04999
27.916667,0.2151,0.0616,0.04999
27.933333,0.215,0.0615,0.04999
27.95,0.2149,0.0615,0.04999
27.966667,0.2149,0.0615,0.04999
27.983333,0.2148,0.0615,0.04999
28.0,0.2147,0.0615,0.04999
28.016667,0.2146,0.0615,0.04999
28.033333,0.2145,0.0615,0.04999
28.05,0.2145,0.0614,0.04999
28.066667,0.2144,0.0614,0.04999
28.083333,0.2143,0.0614,0.04999
28.1,0.2142,0.0614,0.04999
28.116667,0.2141,0.0614,0.04999
28.133333,0.2141,0.0614,0.04999
28.15,0.214,0.0613,0.04999
28.166667,0.2139,0.0613,0.04999
28.183333,0.2138,0.0613,0.04999
28.2,0.2138,0.0613,0.04999
28.216667,0.2137,0.0613,0.04999
28.233333,0.2136,0.0613,0.04999
28.25,0.2135,0.0613,0.04999
28.266667,0.2134,0.0612,0.04999
28.283333,0.2134,0.0612,0.04999
28.3,0.2133,0.0612,0.04999
28.316667,0.2132,0.0612,0.04999
28.333333,0.2131,0.0612,0.04999
28.35,0.213,0.0612,0.04999
28.366667,0.213,0.0611,0.04999
28.383333,0.2129,0.0611,0.04999
28.4,0.2128,0.0611,0.04999
28.416667,0.2127,0.0611,0.04999
28.433333,0.2127,0.0611,0.04999
28.45,0.2126,0.0611,0.04999
28.466667,0.2125,0.0611,0.04999
28.483333,0.2124,0.061,0.04999
28.5,0.2124,0.061,0.04999
28.516667,0.2123,0.061,0.04999
28.533333,0.2122,0.061,0.04999
28.55,0.2121,0.061,0.04999
28.566667,0.212,0.061,0.04999
28.583333,0.212,0.061,0.04999
28.6,0.2119,0.0609,0.04999
28.616667,0.2118,0.0609,0.04999
28.633333,0.2117,0.0609,0.04999
28.65,0.2117,0.0609,0.04999
28.666667,0.2116,0.0609,0.04999
28.683333,0.2115,0.0609,0.04999
28.7,0.2114,0.0609,0.04999
28.716667,0.2114,0.0608,0.04999
28.733333,0.2113,0.0608,0.04999
28.75,0.2112,0.0608,0.04999
28.766667,0.2111,0.0608,0.04999
28.783333,0.2111,0.0608,0.04999
28.8,0.211,0.0608,0.04999
28.816667,0.2109,0.0608,0.04999
28.833333,0.2108,0.0607,0.04999
28.85,0.2108,0.0607,0.04999
28.866667,0.2107,0.0607,0.04999
28.883333,0.2106,0.0607,0.04999
28.9,0.2105,0.0607,0.04999
28.916667,0.2105,0.0607,0.04999
28.933333,0.2104,0.0607,0.04999
28.95,0.2103,0.0606,0.04999
28.966667,0.2102,0.0606,0.04999
28.983333,0.2102,0.0606,0.04999
29.0,0.2101,0.0606,0.04999
29.016667,0.21,0.0606,0.04999
29.033333,0.21,0.0606,0.04999
29.05,0.2099,0.0606,0.04999
29.066667,0.2098,0.0606,0.04999
29.083333,0.2097,0.0605,0.04999
29.1,0.2097,0.0605,0.04999
29.116667,0.2096,0.0605,0.04999
29.133333,0.2095,0.0605,0.04999
29.15,0.2094,0.0605,0.04999
29.166667,0.2094,0.0605,0.04999
29.183333,0.2093,0.0605,0.04999
29.2,0.2092,0.0604,0.04999
29.216667,0.2092,0.0604,0.04999
29.233333,0.2091,0.0604,0.04999
29.25,0.209,0.0604,0.04999
29.266667,0.2089,0.0604,0.04999
29.283333,0.2089,0.0604,0.04999
29.3,0.2088,0.0604,0.04999
29.316667,0.2087,0.0604,0.04999
29.333333,0.2086,0.0603,0.04999
29.35,0.2086,0.0603,0.04999
29.366667,0.2085,0.0603,0.04999
29.383333,0.2084,0.0603,0.04999
29.4,0.2084,0.0603,0.04999
29.416667,0.2083,0.0603,0.04999
29.433333,0.2082,0.0603,0.04999
29.45,0.2081,0.0602,0.04999
29.466667,0.2081,0.0602,0.04999
29.483333,0.208,0.0602,0.04999
29.5,0.2079,0.0602,0.04999
29.516667,0.2079,0.0602,0.04999
29.533333,0.2078,0.0602,0.04999
29.55,0.2077,0.0602,0.04999
29.566667,0.2077,0.0602,0.04999
29.583333,0.2076,0.0601,0.04999
29.6,0.2075,0.0601,0.04999
29.616667,0.2074,0.0601,0.04999
29.633333,0.2074,0.0601,0.04999
29.65,0.2073,0.0601,0.04999
29.666667,0.2072,0.0601,0.04999
29.683333,0.2072,0.0601,0.04999
29.7,0.2071,0.0601,0.04999
29.716667,0.207,0.06,0.04999
29.733333,0.207,0.06,0.04999
29.75,0.2069,0.06,0.04999
29.766667,0.2068,0.06,0.04999
29.783333,0.2067,0.06,0.04999
29.8,0.2067,0.06,0.04999
29.816667,0.2066,0.06,0.04999
29.833333,0.2065,0.06,0.04999
29.85,0.2065,0.0599,0.04999
29.866667,0.2064,0.0599,0.04999
29.883333,0.2063,0.0599,0.04999
29.9,0.2063,0.0599,0.04999
29.916667,0.2062,0.0599,0.04999
29.933333,0.2061,0.0599,0.04999
29.95,0.2061,0.0599,0.04999
29.966667,0.206,0.0599,0.04999
29.983333,0.2059,0.0598,0.04999
30.0,0.2059,0.0598,0.04999
30.016667,0.2058,0.0598,0.04999
30.033333,0.2057,0.0598,0.04999
30.05,0.2057,0.0598,0.04999
30.066667,0.2056,0.0598,0.04999
30.083333,0.2055,0.0598,0.04999
30.1,0.2054,0.0598,0.04999
30.116667,0.2054,0.0597,0.04999
30.133333,0.2053,0.0597,0.04999
30.15,0.2052,0.0597,0.04999
30.166667,0.2052,0.0597,0.04999
30.183333,0.2051,0.0597,0.04999
30.2,0.205,0.0597,0.04999
30.216667,0.205,0.0597,0.04999
30.233333,0.2049,0.0597,0.04999
30.25,0.2048,0.0597,0.04999
30.266667,0.2048,0.0596,0.04999
30.283333,0.2047,0.0596,0.04999
30.3,0.2046,0.0596,0.04999
30.316667,0.2046,0.0596,0.04999
30.333333,0.2045,0.0596,0.04999
30.35,0.2044,0.0596,0.04999
30.366667,0.2044,0.0596,0.04999
30.383333,0.2043,0.0596,0.04999
30.4,0.2042,0.0595,0.04999
30.416667,0.2042,0.0595,0.04999
30.433333,0.2041,0.0595,0.04999
30.45,0.204,0.0595,0.04999
30.466667,0.204,0.0595,0.04999
30.483333,0.2039,0.0595,0.04999
30.5,0.2039,0.0595,0.04999
30.516667,0.2038,0.0595,0.04999
30.533333,0.2037,0.0595,0.04999
30.55,0.2037,0.0594,0.04999
30.566667,0.2036,0.0594,0.04999
30.583333,0.2035,0.0594,0.04999
30.6,0.2035,0.0594,0.04999
30.616667,0.2034,0.0594,0.04999
30.633333,0.2033,0.0594,0.04999
30.65,0.2033,0.0594,0.04999
30.666667,0.2032,0.0594,0.04999
30.683333,0.2031,0.0594,0.04999
30.7,0.2031,0.0593,0.04999
30.716667,0.203,0.0593,0.04999
30.733333,0.2029,0.0593,0.04999
30.75,0.2029,0.0593,0.04999
30.766667,0.2028,0.0593,0.04999
30.783333,0.2028,0.0593,0.04999
30.8,0.2027,0.0593,0.04999
30.816667,0.2026,0.0593,0.04999
30.833333,0.2026,0.0593,0.04999
30.85,0.2025,0.0592,0.04999
30.866667,0.2024,0.0592,0.04999
30.883333,0.2024,0.0592,0.04999
30.9,0.2023,0.0592,0.04999
30.916667,0.2022,0.0592,0.04999
30.933333,0.2022,0.0592,0.04999
30.95,0.2021,0.0592,0.04999
30.966667,0.202,0.0592,0.04999
30.983333,0.202,0.0592,0.04999
31.0,0.2019,0.0591,0.04999
31.016667,0.2019,0.0591,0.04999
31.033333,0.2018,0.0591,0.04999
31.05,0.2017,0.0591,0.04999
31.066667,0.2017,0.0591,0.04999
31.083333,0.2016,0.0591,0.04999
31.1,0.2015,0.0591,0.04999
31.116667,0.2015,0.0591,0.04999
31.133333,0.2014,0.0591,0.04999
31.15,0.2014,0.059,0.04999
31.166667,0.2013,0.059,0.04999
31.183333,0.2012,0.059,0.04999
31.2,0.2012,0.059,0.04999
31.216667,0.2011,0.059,0.04999
31.233333,0.201,0.059,0.04999
31.25,0.201,0.059,0.04999
31.266667,0.2009,0.059,0.04999
31.283333,0.2009,0.059,0.04999
31.3,0.2008,0.059,0.04999
31.316667,0.2007,0.0589,0.04999
31.333333,0.2007,0.0589,0.04999
31.35,0.2006,0.0589,0.04999
31.366667,0.2006,0.0589,0.04999
31.383333,0.2005,0.0589,0.04999
31.4,0.2004,0.0589,0.04999
31.416667,0.2004,0.0589,0.04999
31.433333,0.2003,0.0589,0.04999
31.45,0.2002,0.0589,0.04999
31.466667,0.2002,0.0589,0.04999
31.483333,0.2001,0.0588,0.04999
31.5,0.2001,0.0588,0.04999
31.516667,0.2,0.0588,0.04999
31.533333,0.1999,0.0588,0.04999
31.55,0.1999,0.0588,0.04999
31.566667,0.1998,0.0588,0.04999
31.583333,0.1998,0.0588,0.04999
31.6,0.1997,0.0588,0.04999
31.616667,0.1996,0.0588,0.04999
31.633333,0.1996,0.0587,0.04999
31.65,0.1995,0.0587,0.04999
31.666667,0.1995,0.0587,0.04999
31.683333,0.1994,0.0587,0.04999
31.7,0.1993,0.0587,0.04999
31.716667,0.1993,0.0587,0.04999
31.733333,0.1992,0.0587,0.04999
31.75,0.1992,0.0587,0.04999
31.766667,0.1991,0.0587,0.04999
31.783333,0.199,0.0587,0.04999
31.8,0.199,0.0587,0.04999
31.816667,0.1989,0.0586,0.04999
31.833333,0.1989,0.0586,0.04999
31.85,0.1988,0.0586,0.04999
31.866667,0.1987,0.0586,0.04999
31.883333,0.1987,0.0586,0.04999
31.9,0.1986,0.0586,0.04999
31.916667,0.1986,0.0586,0.04999
31.933333,0.1985,0.0586,0.04999
31.95,0.1984,0.0586,0.04999
31.966667,0.1984,0.0586,0.04999
31.983333,0.1983,0.0585,0.04999
32.0,0.1983,0.0585,0.04999
32.016667,0.1982,0.0585,0.04999
32.033333,0.1982,0.0585,0.04999
32.05,0.1981,0.0585,0.04999
32.066667,0.198,0.0585,0.04999
32.083333,0.198,0.0585,0.04999
32.1,0.1979,0.0585,0.04999
32.116667,0.1979,0.0585,0.04999
32.133333,0.1978,0.0585,0.04999
32.15,0.1977,0.0584,0.04999
32.166667,0.1977,0.0584,0.04999
32.183333,0.1976,0.0584,0.04999
32.2,0.1976,0.0584,0.04999
32.216667,0.1975,0.0584,0.04999
32.233333,0.1975,0.0584,0.04999
32.25,0.1974,0.0584,0.04999
32.266667,0.1973,0.0584,0.04999
32.283333,0.1973,0.0584,0.04999
32.3,0.1972,0.0584,0.04999
32.316667,0.1972,0.0584,0.04999
32.333333,0.1971,0.0583,0.04999
32.35,0.1971,0.0583,0.04999
32.366667,0.197,0.0583,0.04999
32.383333,0.1969,0.0583,0.04999
32.4,0.1969,0.0583,0.04999
32.416667,0.1968,0.0583,0.04999
32.433333,0.1968,0.0583,0.04999
32.45,0.1967,0.0583,0.04999
32.466667,0.1967,0.0583,0.04999
32.483333,0.1966,0.0583,0.04999
32.5,0.1965,0.0583,0.04999
32.516667,0.1965,0.0582,0.04999
32.533333,0.1964,0.0582,0.04999
32.55,0.1964,0.0582,0.04999
32.566667,0.1963,0.0582,0.04999
32.583333,0.1963,0.0582,0.04999
32.6,0.1962,0.0582,0.04999
32.616667,0.1961,0.0582,0.04999
32.633333,0.1961,0.0582,0.04999
32.65,0.196,0.0582,0.04999
32.666667,0.196,0.0582,0.04999
32.683333,0.1959,0.0582,0.04999
32.7,0.1959,0.0581,0.04999
32.716667,0.1958,0.0581,0.04999
32.733333,0.1958,0.0581,0.04999
32.75,0.1957,0.0581,0.04999
32.766667,0.1956,0.0581,0.04999
32.783333,0.1956,0.0581,0.04999
32.8,0.1955,0.0581,0.04999
32.816667,0.1955,0.0581,0.04999
32.833333,0.1954,0.0581,0.04999
32.85,0.1954,0.0581,0.04999
32.866667,0.1953,0.0581,0.04999
32.883333,0.1953,0.058,0.04999
32.9,0.1952,0.058,0.04999
32.916667,0.1951,0.058,0.04999
32.933333,0.1951,0.058,0.04999
32.95,0.195,0.058,0.04999
32.966667,0.195,0.058,0.04999
32.983333,0.1949,0.058,0.04999
33.0,0.1949,0.058,0.04999
33.016667,0.1948,0.058,0.04999
33.033333,0.1948,0.058,0.04999
33.05,0.1947,0.058,0.04999
33.066667,0.1947,0.0579,0.04999
33.083333,0.1946,0.0579,0.04999
33.1,0.1945,0.0579,0.04999
33.116667,0.1945,0.0579,0.04999
33.133333,0.1944,0.0579,0.04999
33.15,0.1944,0.0579,0.04999
33.166667,0.1943,0.0579,0.04999
33.183333,0.1943,0.0579,0.04999
33.2,0.1942,0.0579,0.04999
33.216667,0.1942,0.0579,0.04999
33.233333,0.1941,0.0579,0.04999
33.25,0.1941,0.0579,0.04999
33.266667,0.194,0.0578,0.04999
33.283333,0.1939,0.0578,0.04999
33.3,0.1939,0.0578,0.04999
33.316667,0.1938,0.0578,0.04999
33.333333,0.1938,0.0578,0.04999
33.35,0.1937,0.0578,0.04999
33.366667,0.1937,0.0578,0.04999
33.383333,0.1936,0.0578,0.04999
33.4,0.1936,0.0578,0.04999
33.416667,0.1935,0.0578,0.04999
33.433333,0.1935,0.0578,0.04999
33.45,0.1934,0.0578,0.04999
33.466667,0.1934,0.0577,0.04999
33.483333,0.1933,0.0577,0.04999
33.5,0.1933,0.0577,0.04999
33.516667,0.1932,0.0577,0.04999
33.533333,0.1931,0.0577,0.04999
33.55,0.1931,0.0577,0.04999
33.566667,0.193,0.0577,0.04999
33.583333,0.193,0.0577,0.04999
33.6,0.1929,0.0577,0.04999
33.616667,0.1929,0.0577,0.04999
33.633333,0.1928,0.0577,0.04999
33.65,0.1928,0.0577,0.04999
33.666667,0.1927,0.0576,0.04999
33.683333,0.1927,0.0576,0.04999
33.7,0.1926,0.0576,0.04999
33.716667,0.1926,0.0576,0.04999
33.733333,0.1925,0.0576,0.04999
33.75,0.1925,0.0576,0.04999
33.766667,0.1924,0.0576,0.04999
33.783333,0.1924,0.0576,0.04999
33.8,0.1923,0.0576,0.04999
33.816667,0.1923,0.0576,0.04999
33.833333,0.1922,0.0576,0.04999
33.85,0.1922,0.0576,0.04999
33.866667,0.1921,0.0576,0.04999
33.883333,0.192,0.0575,0.04999
33.9,0.192,0.0575,0.04999
33.916667,0.1919,0.0575,0.04999
33.933333,0.1919,0.0575,0.04999
33.95,0.1918,0.0575,0.04999
33.966667,0.1918,0.0575,0.04999
33.983333,0.1917,0.0575,0.04999
34.0,0.1917,0.0575,0.04999
34.016667,0.1916,0.0575,0.04999
34.033333,0.1916,0.0575,0.04999
34.05,0.1915,0.0575,0.04999
34.066667,0.1915,0.0575,0.04999
34.083333,0.1914,0.0574,0.04999
34.1,0.1914,0.0574,0.04999
34.116667,0.1913,0.0574,0.04999
34.133333,0.1913,0.0574,0.04999
34.15,0.1912,0.0574,0.04999
34.166667,0.1912,0.0574,0.04999
34.183333,0.1911,0.0574,0.04999
34.2,0.1911,0.0574,0.04999
34.216667,0.191,0.0574,0.04999
34.233333,0.191,0.0574,0.04999
34.25,0.1909,0.0574,0.04999
34.266667,0.1909,0.0574,0.04999
34.283333,0.1908,0.0574,0.04999
34.3,0.1908,0.0574,0.04999
34.316667,0.1907,0.0573,0.04999
34.333333,0.1907,0.0573,0.04999
34.35,0.1906,0.0573,0.04999
34.366667,0.1906,0.0573,0.04999
34.383333,0.1905,0.0573,0.04999
34.4,0.1905,0.0573,0.04999
34.416667,0.1904,0.0573,0.04999
34.433333,0.1904,0.0573,0.04999
34.45,0.1903,0.0573,0.04999
34.466667,0.1903,0.0573,0.04999
34.483333,0.1902,0.0573,0.04999
34.5,0.1902,0.0573,0.04999
34.516667,0.1901,0.0573,0.04999
34.533333,0.1901,0.0572,0.04999
34.55,0.19,0.0572,0.04999
34.566667,0.19,0.0572,0.04999
34.583333,0.1899,0.0572,0.04999
34.6,0.1899,0.0572,0.04999
34.616667,0.1898,0.0572,0.04999
34.633333,0.1898,0.0572,0.04999
34.65,0.1897,0.0572,0.04999
34.666667,0.1897,0.0572,0.04999
34.683333,0.1896,0.0572,0.04999
34.7,0.1896,0.0572,0.04999
34.716667,0.1895,0.0572,0.04999
34.733333,0.1895,0.0572,0.04999
34.75,0.1894,0.0571,0.04999
34.766667,0.1894,0.0571,0.04999
34.783333,0.1893,0.0571,0.04999
34.8,0.1893,0.0571,0.04999
34.816667,0.1892,0.0571,0.04999
34.833333,0.1892,0.0571,0.04999
34.85,0.1891,0.0571,0.04999
34.866667,0.1891,0.0571,0.04999
34.883333,0.189,0.0571,0.04999
34.9,0.189,0.0571,0.04999
34.916667,0.189,0.0571,0.04999
34.933333,0.1889,0.0571,0.04999
34.95,0.1889,0.0571,0.04999
34.966667,0.1888,0.0571,0.04999
34.983333,0.1888,0.057,0.04999
35.0,0.1887,0.057,0.04999
35.016667,0.1887,0.057,0.04999
35.033333,0.1886,0.057,0.04999
35.05,0.1886,0.057,0.04999
35.066667,0.1885,0.057,0.04999
35.083333,0.1885,0.057,0.04999
35.1,0.1884,0.057,0.04999
35.116667,0.1884,0.057,0.04999
35.133333,0.1883,0.057,0.04999
35.15,0.1883,0.057,0.04999
35.166667,0.1882,0.057,0.04999
35.183333,0.1882,0.057,0.04999
35.2,0.1881,0.057,0.04999
35.216667,0.1881,0.057,0.04999
35.233333,0.188,0.0569,0.04999
35.25,0.188,0.0569,0.04999
35.266667,0.1879,0.0569,0.04999
35.283333,0.1879,0.0569,0.04999
35.3,0.1879,0.0569,0.04999
35.316667,0.1878,0.0569,0.04999
35.333333,0.1878,0.0569,0.04999
35.35,0.1877,0.0569,0.04999
35.366667,0.1877,0.0569,0.04999
35.383333,0.1876,0.0569,0.04999
35.4,0.1876,0.0569,0.04999
35.416667,0.1875,0.0569,0.04999
35.433333,0.1875,0.0569,0.04999
35.45,0.1874,0.0569,0.04999
35.466667,0.1874,0.0568,0.04999
35.483333,0.1873,0.0568,0.04999
35.5,0.1873,0.0568,0.04999
35.516667,0.1872,0.0568,0.04999
35.533333,0.1872,0.0568,0.04999
35.55,0.1871,0.0568,0.04999
35.566667,0.1871,0.0568,0.04999
35.583333,0.1871,0.0568,0.04999
35.6,0.187,0.0568,0.04999
35.616667,0.187,0.0568,0.04999
35.633333,0.1869,0.0568,0.04999
35.65,0.1869,0.0568,0.04999
35.666667,0.1868,0.0568,0.04999
35.683333,0.1868,0.0568,0.04999
35.7,0.1867,0.0568,0.04999
35.716667,0.1867,0.0567,0.04999
35.733333,0.1866,0.0567,0.04999
35.75,0.1866,0.0567,0.04999
35.766667,0.1865,0.0567,0.04999
35.783333,0.1865,0.0567,0.04999
35.8,0.1865,0.0567,0.04999
35.816667,0.1864,0.0567,0.04999
35.833333,0.1864,0.0567,0.04999
35.85,0.1863,0.0567,0.04999
35.866667,0.1863,0.0567,0.04999
35.883333,0.1862,0.0567,0.04999
35.9,0.1862,0.0567,0.04999
35.916667,0.1861,0.0567,0.04999
35.933333,0.1861,0.0567,0.04999
35.95,0.186,0.0567,0.04999
35.966667,0.186,0.0566,0.04999
35.983333,0.186,0.0566,0.04999
36.0,0.1859,0.0566,0.04999
36.016667,0.1859,0.0566,0.04999
36.033333,0.1858,0.0566,0.04999
36.05,0.1858,0.0566,0.04999
36.066667,0.1857,0.0566,0.04999
36.083333,0.1857,0.0566,0.04999
36.1,0.1856,0.0566,0.04999
36.116667,0.1856,0.0566,0.04999
36.133333,0.1856,0.0566,0.04999
36.15,0.1855,0.0566,0.04999
36.166667,0.1855,0.0566,0.04999
36.183333,0.1854,0.0566,0.04999
36.2,0.1854,0.0566,0.04999
36.216667,0.1853,0.0566,0.04999
36.233333,0.1853,0.0565,0.04999
36.25,0.1852,0.0565,0.04999
36.266667,0.1852,0.0565,0.04999
36.283333,0.1851,0.0565,0.04999
36.3,0.1851,0.0565,0.04999
36.316667,0.1851,0.0565,0.04999
36.333333,0.185,0.0565,0.04999
36.35,0.185,0.0565,0.04999
36.366667,0.1849,0.0565,0.04999
36.383333,0.1849,0.0565,0.04999
36.4,0.1848,0.0565,0.04999
36.416667,0.1848,0.0565,0.04999
36.433333,0.1848,0.0565,0.04999
36.45,0.1847,0.0565,0.04999
36.466667,0.1847,0.0565,0.04999
36.483333,0.1846,0.0565,0.04999
36.5,0.1846,0.0564,0.04999
36.516667,0.1845,0.0564,0.04999
36.533333,0.1845,0.0564,0.04999
36.55,0.1844,0.0564,0.04999
36.566667,0.1844,0.0564,0.04999
36.583333,0.1844,0.0564,0.04999
36.6,0.1843,0.0564,0.04999
36.616667,0.1843,0.0564,0.04999
36.633333,0.1842,0.0564,0.04999
36.65,0.1842,0.0564,0.04999
36.666667,0.1841,0.0564,0.04999
36.683333,0.1841,0.0564,0.04999
36.7,0.1841,0.0564,0.04999
36.716667,0.184,0.0564,0.04999
36.733333,0.184,0.0564,0.04999
36.75,0.1839,0.0564,0.04999
36.766667,0.1839,0.0564,0.04999
36.783333,0.1838,0.0563,0.04999
36.8,0.1838,0.0563,0.04999
36.816667,0.1837,0.0563,0.04999
36.833333,0.1837,0.0563,0.04999
36.85,0.1837,0.0563,0.04999
36.866667,0.1836,0.0563,0.04999
36.883333,0.1836,0.0563,0.04999
36.9,0.1835,0.0563,0.04999
36.916667,0.1835,0.0563,0.04999
36.933333,0.1834,0.0563,0.04999
36.95,0.1834,0.0563,0.04999
36.966667,0.1834,0.0563,0.04999
36.983333,0.1833,0.0563,0.04999
37.0,0.1833,0.0563,0.04999
37.016667,0.1832,0.0563,0.04999
37.033333,0.1832,0.0563,0.04999
37.05,0.1831,0.0563,0.04999
37.066667,0.1831,0.0562,0.04999
37.083333,0.1831,0.0562,0.04999
37.1,0.183,0.0562,0.04999
37.116667,0.183,0.0562,0.04999
37.133333,0.1829,0.0562,0.04999
37.15,0.1829,0.0562,0.04999
37.166667,0.1829,0.0562,0.04999
37.183333,0.1828,0.0562,0.04999
37.2,0.1828,0.0562,0.04999
37.216667,0.1827,0.0562,0.04999
37.233333,0.1827,0.0562,0.04999
37.25,0.1826,0.0562,0.04999
37.266667,0.1826,0.0562,0.04999
37.283333,0.1826,0.0562,0.04999
37.3,0.1825,0.0562,0.04999
37.316667,0.1825,0.0562,0.04999
37.333333,0.1824,0.0562,0.04999
37.35,0.1824,0.0561,0.04999
37.366667,0.1823,0.0561,0.04999
37.383333,0.1823,0.0561,0.04999
37.4,0.1823,0.0561,0.04999
37.416667,0.1822,0.0561,0.04999
37.433333,0.1822,0.0561,0.04999
37.45,0.1821,0.0561,0.04999
37.466667,0.1821,0.0561,0.04999
37.483333,0.1821,0.0561,0.04999
37.5,0.182,0.0561,0.04999
37.516667,0.182,0.0561,0.04999
37.533333,0.1819,0.0561,0.04999
37.55,0.1819,0.0561,0.04999
37.566667,0.1819,0.0561,0.04999
37.583333,0.1818,0.0561,0.04999
37.6,0.1818,0.0561,0.04999
37.616667,0.1817,0.0561,0.04999
37.633333,0.1817,0.0561,0.04999
37.65,0.1816,0.056,0.04999
37.666667,0.1816,0.056,0.04999
37.683333,0.1816,0.056,0.04999
37.7,0.1815,0.056,0.04999
37.716667,0.1815,0.056,0.04999
37.733333,0.1814,0.056,0.04999
37.75,0.1814,0.056,0.04999
37.766667,0.1814,0.056,0.04999
37.783333,0.1813,0.056,0.04999
37.8,0.1813,0.056,0.04999
37.816667,0.1812,0.056,0.04999
37.833333,0.1812,0.056,0.04999
37.85,0.1812,0.056,0.04999
37.866667,0.1811,0.056,0.04999
37.883333,0.1811,0.056,0.04999
37.9,0.181,0.056,0.04999
37.916667,0.181,0.056,0.04999
37.933333,0.181,0.056,0.04999
37.95,0.1809,0.0559,0.04999
37.966667,0.1809,0.0559,0.04999
37.983333,0.1808,0.0559,0.04999
38.0,0.1808,0.0559,0.04999
38.016667,0.1808,0.0559,0.04999
38.033333,0.1807,0.0559,0.04999
38.05,0.1807,0.0559,0.04999
38.066667,0.1806,0.0559,0.04999
38.083333,0.1806,0.0559,0.04999
38.1,0.1806,0.0559,0.04999
38.116667,0.1805,0.0559,0.04999
38.133333,0.1805,0.0559,0.04999
38.15,0.1804,0.0559,0.04999
38.166667,0.1804,0.0559,0.04999
38.183333,0.1804,0.0559,0.04999
38.2,0.1803,0.0559,0.04999
38.216667,0.1803,0.0559,0.04999
38.233333,0.1802,0.0559,0.04999
38.25,0.1802,0.0559,0.04999
38.266667,0.1802,0.0558,0.04999
38.283333,0.1801,0.0558,0.04999
38.3,0.1801,0.0558,0.04999
38.316667,0.18,0.0558,0.04999
38.333333,0.18,0.0558,0.04999
38.35,0.18,0.0558,0.04999
38.366667,0.1799,0.0558,0.04999
38.383333,0.1799,0.0558,0.04999
38.4,0.1798,0.0558,0.04999
38.416667,0.1798,0.0558,0.04999
38.433333,0.1798,0.0558,0.04999
38.45,0.1797,0.0558,0.04999
38.466667,0.1797,0.0558,0.04999
38.483333,0.1796,0.0558,0.04999
38.5,0.1796,0.0558,0.04999
38.516667,0.1796,0.0558,0.04999
38.533333,0.1795,0.0558,0.04999
38.55,0.1795,0.0558,0.04999
38.566667,0.1794,0.0558,0.04999
38.583333,0.1794,0.0557,0.04999
38.6,0.1794,0.0557,0.04999
38.616667,0.1793,0.0557,0.04999
