t_h,C_center,C_surface,C_mean_env
50.583333,0.1582,0.0534,0.04999
50.6,0.1582,0.0534,0.04999
50.616667,0.1582,0.0534,0.04999
50.633333,0.1582,0.0534,0.04999
50.65,0.1581,0.0534,0.04999
50.666667,0.1581,0.0534,0.04999
50.683333,0.1581,0.0534,0.04999
50.7,0.1581,0.0534,0.04999
50.716667,0.158,0.0533,0.04999
50.733333,0.158,0.0533,0.04999
50.75,0.158,0.0533,0.04999
50.766667,0.158,0.0533,0.04999
50.783333,0.158,0.0533,0.04999
50.8,0.1579,0.0533,0.04999
50.816667,0.1579,0.0533,0.04999
50.833333,0.1579,0.0533,0.04999
50.85,0.1579,0.0533,0.04999
50.866667,0.1578,0.0533,0.04999
50.883333,0.1578,0.0533,0.04999
50.9,0.1578,0.0533,0.04999
50.916667,0.1578,0.0533,0.04999
50.933333,0.1578,0.0533,0.04999
50.95,0.1577,0.0533,0.04999
50.966667,0.1577,0.0533,0.04999
50.983333,0.1577,0.0533,0.04999
51.0,0.1577,0.0533,0.04999
51.016667,0.1576,0.0533,0.04999
51.033333,0.1576,0.0533,0.04999
51.05,0.1576,0.0533,0.04999
51.066667,0.1576,0.0533,0.04999
51.083333,0.1576,0.0533,0.04999
51.1,0.1575,0.0533,0.04999
51.116667,0.1575,0.0533,0.04999
51.133333,0.1575,0.0533,0.04999
51.15,0.1575,0.0533,0.04999
51.166667,0.1575,0.0533,0.04999
51.183333,0.1574,0.0533,0.04999
51.2,0.1574,0.0533,0.04999
51.216667,0.1574,0.0533,0.04999
51.233333,0.1574,0.0533,0.04999
51.25,0.1573,0.0533,0.04999
51.266667,0.1573,0.0533,0.04999
51.283333,0.1573,0.0533,0.04999
51.3,0.1573,0.0533,0.04999
51.316667,0.1573,0.0533,0.04999
51.333333,0.1572,0.0533,0.04999
51.35,0.1572,0.0533,0.04999
51.366667,0.1572,0.0533,0.04999
51.383333,0.1572,0.0533,0.04999
51.4,0.1571,0.0533,0.04999
51.416667,0.1571,0.0533,0.04999
51.433333,0.1571,0.0533,0.04999
51.45,0.1571,0.0533,0.04999
51.466667,0.1571,0.0533,0.04999
51.483333,0.157,0.0533,0.04999
51.5,0.157,0.0533,0.04999
51.516667,0.157,0.0533,0.04999
51.533333,0.157,0.0532,0.04999
51.55,0.157,0.0532,0.04999
51.566667,0.1569,0.0532,0.04999
51.583333,0.1569,0.0532,0.04999
51.6,0.1569,0.0532,0.04999
51.616667,0.1569,0.0532,0.04999
51.633333,0.1568,0.0532,0.04999
51.65,0.1568,0.0532,0.04999
51.666667,0.1568,0.0532,0.04999
51.683333,0.1568,0.0532,0.04999
51.7,0.1568,0.0532,0.04999
51.716667,0.1567,0.0532,0.04999
51.733333,0.1567,0.0532,0.04999
51.75,0.1567,0.0532,0.04999
51.766667,0.1567,0.0532,0.04999
51.783333,0.1567,0.0532,0.04999
51.8,0.1566,0.0532,0.04999
51.816667,0.1566,0.0532,0.04999
51.833333,0.1566,0.0532,0.04999
51.85,0.1566,0.0532,0.04999
51.866667,0.1565,0.0532,0.04999
51.883333,0.1565,0.0532,0.04999
51.9,0.1565,0.0532,0.04999
51.916667,0.1565,0.0532,0.04999
51.933333,0.1565,0.0532,0.04999
51.95,0.1564,0.0532,0.04999
51.966667,0.1564,0.0532,0.04999
51.983333,0.1564,0.0532,0.04999
52.0,0.1564,0.0532,0.04999
52.016667,0.1564,0.0532,0.04999
52.033333,0.1563,0.0532,0.04999
52.05,0.1563,0.0532,0.04999
52.066667,0.1563,0.0532,0.04999
52.083333,0.1563,0.0532,0.04999
52.1,0.1562,0.0532,0.04999
52.116667,0.1562,0.0532,0.04999
52.133333,0.1562,0.0532,0.04999
52.15,0.1562,0.0532,0.04999
52.166667,0.1562,0.0532,0.04999
52.183333,0.1561,0.0532,0.04999
52.2,0.1561,0.0532,0.04999
52.216667,0.1561,0.0532,0.04999
52.233333,0.1561,0.0532,0.04999
52.25,0.1561,0.0532,0.04999
52.266667,0.156,0.0532,0.04999
52.283333,0.156,0.0532,0.04999
52.3,0.156,0.0532,0.04999
52.316667,0.156,0.0532,0.04999
52.333333,0.156,0.0532,0.04999
52.35,0.1559,0.0532,0.04999
52.366667,0.1559,0.0532,0.04999
52.383333,0.1559,0.0532,0.04999
52.4,0.1559,0.0531,0.04999
52.416667,0.1558,0.0531,0.04999
52.433333,0.1558,0.0531,0.04999
52.45,0.1558,0.0531,0.04999
52.466667,0.1558,0.0531,0.04999
52.483333,0.1558,0.0531,0.04999
52.5,0.1557,0.0531,0.04999
52.516667,0.1557,0.0531,0.04999
52.533333,0.1557,0.0531,0.04999
52.55,0.1557,0.0531,0.04999
52.566667,0.1557,0.0531,0.04999
52.583333,0.1556,0.0531,0.04999
52.6,0.1556,0.0531,0.04999
52.616667,0.1556,0.0531,0.04999
52.633333,0.1556,0.0531,0.04999
52.65,0.1556,0.0531,0.04999
52.666667,0.1555,0.0531,0.04999
52.683333,0.1555,0.0531,0.04999
52.7,0.1555,0.0531,0.04999
52.716667,0.1555,0.0531,0.04999
52.733333,0.1555,0.0531,0.04999
52.75,0.1554,0.0531,0.04999
52.766667,0.1554,0.0531,0.04999
52.783333,0.1554,0.0531,0.04999
52.8,0.1554,0.0531,0.04999
52.816667,0.1554,0.0531,0.04999
52.833333,0.1553,0.0531,0.04999
52.85,0.1553,0.0531,0.04999
52.866667,0.1553,0.0531,0.04999
52.883333,0.1553,0.0531,0.04999
52.9,0.1553,0.0531,0.04999
52.916667,0.1552,0.0531,0.04999
52.933333,0.1552,0.0531,0.04999
52.95,0.1552,0.0531,0.04999
52.966667,0.1552,0.0531,0.04999
52.983333,0.1551,0.0531,0.04999
53.0,0.1551,0.0531,0.04999
53.016667,0.1551,0.0531,0.04999
53.033333,0.1551,0.0531,0.04999
53.05,0.1551,0.0531,0.04999
53.066667,0.155,0.0531,0.04999
53.083333,0.155,0.0531,0.04999
53.1,0.155,0.0531,0.04999
53.116667,0.155,0.0531,0.04999
53.133333,0.155,0.0531,0.04999
53.15,0.1549,0.0531,0.04999
53.166667,0.1549,0.0531,0.04999
53.183333,0.1549,0.0531,0.04999
53.2,0.1549,0.0531,0.04999
53.216667,0.1549,0.0531,0.04999
53.233333,0.1548,0.0531,0.04999
53.25,0.1548,0.0531,0.04999
53.266667,0.1548,0.0531,0.04999
53.283333,0.1548,0.0531,0.04999
53.3,0.1548,0.053,0.04999
53.316667,0.1547,0.053,0.04999
53.333333,0.1547,0.053,0.04999
53.35,0.1547,0.053,0.04999
53.366667,0.1547,0.053,0.04999
53.383333,0.1547,0.053,0.04999
53.4,0.1546,0.053,0.04999
53.416667,0.1546,0.053,0.04999
53.433333,0.1546,0.053,0.04999
53.45,0.1546,0.053,0.04999
53.466667,0.1546,0.053,0.04999
53.483333,0.1545,0.053,0.04999
53.5,0.1545,0.053,0.04999
53.516667,0.1545,0.053,0.04999
53.533333,0.1545,0.053,0.04999
53.55,0.1545,0.053,0.04999
53.566667,0.1544,0.053,0.04999
53.583333,0.1544,0.053,0.04999
53.6,0.1544,0.053,0.04999
53.616667,0.1544,0.053,0.04999
53.633333,0.1544,0.053,0.04999
53.65,0.1543,0.053,0.04999
53.666667,0.1543,0.053,0.04999
53.683333,0.1543,0.053,0.04999
53.7,0.1543,0.053,0.04999
53.716667,0.1543,0.053,0.04999
53.733333,0.1542,0.053,0.04999
53.75,0.1542,0.053,0.04999
53.766667,0.1542,0.053,0.04999
53.783333,0.1542,0.053,0.04999
53.8,0.1542,0.053,0.04999
53.816667,0.1541,0.053,0.04999
53.833333,0.1541,0.053,0.04999
53.85,0.1541,0.053,0.04999
53.866667,0.1541,0.053,0.04999
53.883333,0.1541,0.053,0.04999
53.9,0.154,0.053,0.04999
53.916667,0.154,0.053,0.04999
53.933333,0.154,0.053,0.04999
53.95,0.154,0.053,0.04999
53.966667,0.154,0.053,0.04999
53.983333,0.1539,0.053,0.04999
54.0,0.1539,0.053,0.04999
54.016667,0.1539,0.053,0.04999
54.033333,0.1539,0.053,0.04999
54.05,0.1539,0.053,0.04999
54.066667,0.1538,0.053,0.04999
54.083333,0.1538,0.053,0.04999
54.1,0.1538,0.053,0.04999
54.116667,0.1538,0.053,0.04999
54.133333,0.1538,0.053,0.04999
54.15,0.1537,0.053,0.04999
54.166667,0.1537,0.053,0.04999
54.183333,0.1537,0.053,0.04999
54.2,0.1537,0.053,0.04999
54.216667,0.1537,0.053,0.04999
54.233333,0.1537,0.053,0.04999
54.25,0.1536,0.0529,0.04999
54.266667,0.1536,0.0529,0.04999
54.283333,0.1536,0.0529,0.04999
54.3,0.1536,0.0529,0.04999
54.316667,0.1536,0.0529,0.04999
54.333333,0.1535,0.0529,0.04999
54.35,0.1535,0.0529,0.04999
54.366667,0.1535,0.0529,0.04999
54.383333,0.1535,0.0529,0.04999
54.4,0.1535,0.0529,0.04999
54.416667,0.1534,0.0529,0.04999
54.433333,0.1534,0.0529,0.04999
54.45,0.1534,0.0529,0.04999
54.466667,0.1534,0.0529,0.04999
54.483333,0.1534,0.0529,0.04999
54.5,0.1533,0.0529,0.04999
54.516667,0.1533,0.0529,0.04999
54.533333,0.1533,0.0529,0.04999
54.55,0.1533,0.0529,0.04999
54.566667,0.1533,0.0529,0.04999
54.583333,0.1532,0.0529,0.04999
54.6,0.1532,0.0529,0.04999
54.616667,0.1532,0.0529,0.04999
54.633333,0.1532,0.0529,0.04999
54.65,0.1532,0.0529,0.04999
54.666667,0.1531,0.0529,0.04999
54.683333,0.1531,0.0529,0.04999
54.7,0.1531,0.0529,0.04999
54.716667,0.1531,0.0529,0.04999
54.733333,0.1531,0.0529,0.04999
54.75,0.1531,0.0529,0.04999
54.766667,0.153,0.0529,0.04999
54.783333,0.153,0.0529,0.04999
54.8,0.153,0.0529,0.04999
54.816667,0.153,0.0529,0.04999
54.833333,0.153,0.0529,0.04999
54.85,0.1529,0.0529,0.04999
54.866667,0.1529,0.0529,0.04999
54.883333,0.1529,0.0529,0.04999
54.9,0.1529,0.0529,0.04999
54.916667,0.1529,0.0529,0.04999
54.933333,0.1528,0.0529,0.04999
54.95,0.1528,0.0529,0.04999
54.966667,0.1528,0.0529,0.04999
54.983333,0.1528,0.0529,0.04999
55.0,0.1528,0.0529,0.04999
55.016667,0.1527,0.0529,0.04999
55.033333,0.1527,0.0529,0.04999
55.05,0.1527,0.0529,0.04999
55.066667,0.1527,0.0529,0.04999
55.083333,0.1527,0.0529,0.04999
55.1,0.1527,0.0529,0.04999
55.116667,0.1526,0.0529,0.04999
55.133333,0.1526,0.0529,0.04999
55.15,0.1526,0.0529,0.04999
55.166667,0.1526,0.0529,0.04999
55.183333,0.1526,0.0529,0.04999
55.2,0.1525,0.0529,0.04999
55.216667,0.1525,0.0529,0.04999
55.233333,0.1525,0.0529,0.04999
55.25,0.1525,0.0529,0.04999
55.266667,0.1525,0.0528,0.04999
55.283333,0.1524,0.0528,0.04999
55.3,0.1524,0.0528,0.04999
55.316667,0.1524,0.0528,0.04999
55.333333,0.1524,0.0528,0.04999
55.35,0.1524,0.0528,0.04999
55.366667,0.1523,0.0528,0.04999
55.383333,0.1523,0.0528,0.04999
55.4,0.1523,0.0528,0.04999
55.416667,0.1523,0.0528,0.04999
55.433333,0.1523,0.0528,0.04999
55.45,0.1523,0.0528,0.04999
55.466667,0.1522,0.0528,0.04999
55.483333,0.1522,0.0528,0.04999
55.5,0.1522,0.0528,0.04999
55.516667,0.1522,0.0528,0.04999
55.533333,0.1522,0.0528,0.04999
55.55,0.1521,0.0528,0.04999
55.566667,0.1521,0.0528,0.04999
55.583333,0.1521,0.0528,0.04999
55.6,0.1521,0.0528,0.04999
55.616667,0.1521,0.0528,0.04999
55.633333,0.152,0.0528,0.04999
55.65,0.152,0.0528,0.04999
55.666667,0.152,0.0528,0.04999
55.683333,0.152,0.0528,0.04999
55.7,0.152,0.0528,0.04999
55.716667,0.152,0.0528,0.04999
55.733333,0.1519,0.0528,0.04999
55.75,0.1519,0.0528,0.04999
55.766667,0.1519,0.0528,0.04999
55.783333,0.1519,0.0528,0.04999
55.8,0.1519,0.0528,0.04999
55.816667,0.1518,0.0528,0.04999
55.833333,0.1518,0.0528,0.04999
55.85,0.1518,0.0528,0.04999
55.866667,0.1518,0.0528,0.04999
55.883333,0.1518,0.0528,0.04999
55.9,0.1518,0.0528,0.04999
55.916667,0.1517,0.0528,0.04999
55.933333,0.1517,0.0528,0.04999
55.95,0.1517,0.0528,0.04999
55.966667,0.1517,0.0528,0.04999
55.983333,0.1517,0.0528,0.04999
56.0,0.1516,0.0528,0.04999
56.016667,0.1516,0.0528,0.04999
56.033333,0.1516,0.0528,0.04999
56.05,0.1516,0.0528,0.04999
56.066667,0.1516,0.0528,0.04999
56.083333,0.1516,0.0528,0.04999
56.1,0.1515,0.0528,0.04999
56.116667,0.1515,0.0528,0.04999
56.133333,0.1515,0.0528,0.04999
56.15,0.1515,0.0528,0.04999
56.166667,0.1515,0.0528,0.04999
56.183333,0.1514,0.0528,0.04999
56.2,0.1514,0.0528,0.04999
56.216667,0.1514,0.0528,0.04999
56.233333,0.1514,0.0528,0.04999
56.25,0.1514,0.0528,0.04999
56.266667,0.1514,0.0528,0.04999
56.283333,0.1513,0.0528,0.04999
56.3,0.1513,0.0528,0.04999
56.316667,0.1513,0.0528,0.04999
56.333333,0.1513,0.0527,0.04999
56.35,0.1513,0.0527,0.04999
56.366667,0.1512,0.0527,0.04999
56.383333,0.1512,0.0527,0.04999
56.4,0.1512,0.0527,0.04999
56.416667,0.1512,0.0527,0.04999
56.433333,0.1512,0.0527,0.04999
56.45,0.1512,0.0527,0.04999
56.466667,0.1511,0.0527,0.04999
56.483333,0.1511,0.0527,0.04999
56.5,0.1511,0.0527,0.04999
56.516667,0.1511,0.0527,0.04999
56.533333,0.1511,0.0527,0.04999
56.55,0.151,0.0527,0.04999
56.566667,0.151,0.0527,0.04999
56.583333,0.151,0.0527,0.04999
56.6,0.151,0.0527,0.04999
56.616667,0.151,0.0527,0.04999
56.633333,0.151,0.0527,0.04999
56.65,0.1509,0.0527,0.04999
56.666667,0.1509,0.0527,0.04999
56.683333,0.1509,0.0527,0.04999
56.7,0.1509,0.0527,0.04999
56.716667,0.1509,0.0527,0.04999
56.733333,0.1508,0.0527,0.04999
56.75,0.1508,0.0527,0.04999
56.766667,0.1508,0.0527,0.04999
56.783333,0.1508,0.0527,0.04999
56.8,0.1508,0.0527,0.04999
56.816667,0.1508,0.0527,0.04999
56.833333,0.1507,0.0527,0.04999
56.85,0.1507,0.0527,0.04999
56.866667,0.1507,0.0527,0.04999
56.883333,0.1507,0.0527,0.04999
56.9,0.1507,0.0527,0.04999
56.916667,0.1506,0.0527,0.04999
56.933333,0.1506,0.0527,0.04999
56.95,0.1506,0.0527,0.04999
56.966667,0.1506,0.0527,0.04999
56.983333,0.1506,0.0527,0.04999
57.0,0.1506,0.0527,0.04999
57.016667,0.1505,0.0527,0.04999
57.033333,0.1505,0.0527,0.04999
57.05,0.1505,0.0527,0.04999
57.066667,0.1505,0.0527,0.04999
57.083333,0.1505,0.0527,0.04999
57.1,0.1505,0.0527,0.04999
57.116667,0.1504,0.0527,0.04999
57.133333,0.1504,0.0527,0.04999
57.15,0.1504,0.0527,0.04999
57.166667,0.1504,0.0527,0.04999
57.183333,0.1504,0.0527,0.04999
57.2,0.1503,0.0527,0.04999
57.216667,0.1503,0.0527,0.04999
57.233333,0.1503,0.0527,0.04999
57.25,0.1503,0.0527,0.04999
57.266667,0.1503,0.0527,0.04999
57.283333,0.1503,0.0527,0.04999
57.3,0.1502,0.0527,0.04999
57.316667,0.1502,0.0527,0.04999
57.333333,0.1502,0.0527,0.04999
57.35,0.1502,0.0527,0.04999
57.366667,0.1502,0.0527,0.04999
57.383333,0.1502,0.0527,0.04999
57.4,0.1501,0.0527,0.04999
57.416667,0.1501,0.0527,0.04999
57.433333,0.1501,0.0527,0.04999
57.45,0.1501,0.0527,0.04999
57.466667,0.1501,0.0526,0.04999
57.483333,0.1501,0.0526,0.04999
57.5,0.15,0.0526,0.04999
57.516667,0.15,0.0526,0.04999
57.531415,0.15,0.0526,0.04999
