t_s,h_next_s
300.622503,0.000869
300.670558,0.000912
300.720947,0.000956
300.773717,0.001000
300.828908,0.001045
300.886569,0.001091
300.946746,0.001139
301.009489,0.001187
301.074852,0.001236
301.142890,0.001286
301.213660,0.001336
301.287220,0.001389
301.363634,0.001443
301.442966,0.001497
301.525284,0.001553
301.610649,0.001610
301.699148,0.001669
301.790847,0.001729
301.885822,0.001791
301.984171,0.001854
302.085962,0.001918
302.191286,0.001985
302.300242,0.002052
302.412913,0.002122
302.529407,0.002194
302.649828,0.002268
302.774283,0.002343
302.902883,0.002422
303.035749,0.002501
303.172999,0.002584
303.314770,0.002669
303.461185,0.002756
303.612392,0.002846
303.768534,0.002939
303.929772,0.003035
304.096267,0.003134
304.268192,0.003236
304.445722,0.003341
304.629049,0.003451
304.818368,0.003564
305.013892,0.003681
305.215840,0.003802
305.424447,0.003928
305.639965,0.004058
305.862649,0.004193
306.092780,0.004334
306.330649,0.004480
306.576571,0.004632
306.830879,0.004791
307.093933,0.004956
307.366098,0.005129
307.647792,0.005309
307.939447,0.005498
308.241522,0.005696
308.554520,0.005903
308.878978,0.006120
309.215479,0.006349
309.564647,0.006590
309.927168,0.006844
310.303783,0.007112
310.695288,0.007396
311.102575,0.007697
311.526606,0.008017
311.968421,0.008356
312.429075,0.008716
312.907274,0.008928
313.391714,0.009017
313.881082,0.009108
314.375000,0.009188
314.873371,0.009273
315.376426,0.009361
315.884235,0.009444
316.396342,0.009525
316.912880,0.009609
317.434055,0.009697
317.959699,0.009773
318.489533,0.009852
319.023723,0.009935
319.562437,0.010018
320.105381,0.010092
320.652416,0.010170
321.203695,0.010250
321.759349,0.010330
322.319051,0.010402
322.882722,0.010477
323.450501,0.010554
324.022495,0.010631
324.598392,0.010700
325.178118,0.010773
325.761789,0.010847
326.349502,0.010921
326.941001,0.010988
327.536174,0.011057
328.135124,0.011128
328.737943,0.011200
329.344454,0.011264
329.954480,0.011330
330.568101,0.011398
331.185400,0.011467
331.806316,0.011530
332.430587,0.011592
333.058276,0.011657
333.689455,0.011722
334.324142,0.011784
334.962062,0.011844
335.603223,0.011904
336.247692,0.011966
336.895518,0.012028
337.546501,0.012084
338.200546,0.012141
338.857720,0.012200
339.518071,0.012259
340.181531,0.012314
340.847893,0.012368
341.517202,0.012423
342.189509,0.012479
342.864828,0.012533
343.542946,0.012584
344.223838,0.012636
344.907551,0.012688
345.594123,0.012741
346.283447,0.012790
346.975385,0.012839
347.669976,0.012888
348.367254,0.012938
349.067216,0.012986
349.769679,0.013032
350.474627,0.013078
351.182102,0.013125
351.892128,0.013173
352.604606,0.013216
353.319419,0.013260
354.036595,0.013304
354.756166,0.013349
355.478129,0.013391
356.202317,0.013432
356.928721,0.013473
357.657367,0.013515
358.388279,0.013557
359.121369,0.013596
359.856538,0.013634
360.056342,0.001112
360.125607,0.001482
360.218379,0.001986
360.341549,0.002601
360.499420,0.003261
360.693051,0.003921
360.922023,0.004570
361.185807,0.005210
361.483992,0.005844
361.816208,0.006471
362.182053,0.007089
362.581091,0.007700
363.012833,0.008300
363.476729,0.008891
363.972192,0.009469
364.498580,0.010035
365.055135,0.010581
365.640218,0.011096
366.252777,0.011598
366.892039,0.012085
367.557202,0.012557
368.247446,0.013014
368.961930,0.013455
369.699809,0.013880
370.458601,0.014136
371.222829,0.014169
371.988821,0.014201
372.756459,0.014231
373.525720,0.014261
374.296618,0.014292
375.069164,0.014322
375.843301,0.014350
376.618944,0.014378
377.396107,0.014406
378.174807,0.014435
378.955026,0.014462
379.736659,0.014488
380.519697,0.014514
381.304148,0.014541
382.090021,0.014566
382.877230,0.014590
383.665732,0.014614
384.455532,0.014638
385.246638,0.014663
386.039016,0.014685
386.832579,0.014707
387.627327,0.014729
388.423267,0.014751
389.220384,0.014772
390.018601,0.014792
390.817895,0.014812
391.618267,0.014832
392.419716,0.014852
393.222193,0.014870
394.025644,0.014888
394.830069,0.014906
395.635468,0.014924
396.441816,0.014941
397.249050,0.014957
398.057156,0.014973
398.866133,0.014989
399.675979,0.015005
400.486634,0.015019
401.298069,0.015034
402.110287,0.015049
402.923282,0.015063
403.737012,0.015076
404.551442,0.015088
405.366565,0.015102
406.182386,0.015114
406.998870,0.015126
407.815974,0.015137
408.633697,0.015149
409.452039,0.015160
410.270965,0.015170
411.090441,0.015181
411.910470,0.015191
412.731047,0.015201
413.552124,0.015210
414.373695,0.015219
415.195759,0.015228
416.018296,0.015236
416.841267,0.015244
417.664670,0.015253
418.488509,0.015260
419.312738,0.015267
420.026589,0.000301
420.043217,0.000321
420.061309,0.000350
420.081075,0.000383
420.102721,0.000420
420.126474,0.000461
420.152580,0.000508
420.181301,0.000558
420.212897,0.000613
420.247614,0.000674
420.285685,0.000738
420.327305,0.000806
420.372643,0.000876
420.421821,0.000948
420.474930,0.001021
420.532039,0.001096
420.593202,0.001171
420.658457,0.001247
420.727846,0.001324
420.801412,0.001402
420.879190,0.001480
420.961245,0.001560
421.047615,0.001641
421.138361,0.001722
421.233540,0.001805
421.333206,0.001888
421.437426,0.001973
421.546262,0.002059
421.659781,0.002147
421.778050,0.002236
421.901135,0.002325
422.029117,0.002417
422.162065,0.002509
422.300050,0.002603
422.443152,0.002699
422.591452,0.002796
422.745026,0.002894
422.903960,0.002994
423.068343,0.003096
423.238256,0.003199
423.413789,0.003304
423.595041,0.003411
423.782099,0.003520
423.975064,0.003629
424.174029,0.003742
424.379103,0.003856
424.590386,0.003972
424.807989,0.004090
425.032024,0.004210
425.262599,0.004332
425.499829,0.004457
425.743843,0.004583
425.994755,0.004712
426.252693,0.004844
426.517790,0.004978
426.790181,0.005114
427.070002,0.005252
427.357316,0.005391
427.652179,0.005533
427.954731,0.005676
428.265119,0.005823
428.583508,0.005973
428.910056,0.006125
429.244929,0.006281
429.588297,0.006440
429.940329,0.006602
430.301212,0.006767
430.671129,0.006937
431.050284,0.007110
431.438871,0.007286
431.837098,0.007467
432.245180,0.007652
432.663339,0.007840
433.091806,0.008033
433.530817,0.008231
433.980620,0.008433
434.441470,0.008640
434.913637,0.008852
435.397394,0.009070
435.893033,0.009292
436.400846,0.009521
436.921147,0.009755
437.454260,0.009995
438.000514,0.010242
438.560264,0.010495
439.133879,0.010756
439.721736,0.011023
440.324231,0.011298
440.941785,0.011581
441.574827,0.011872
442.223818,0.012172
442.889227,0.012481
443.571559,0.012799
444.271340,0.013127
444.989116,0.013465
445.725459,0.013815
446.480984,0.014176
447.256331,0.014549
448.052175,0.014936
448.869227,0.015335
449.699315,0.015375
450.529587,0.015376
451.359932,0.015377
452.190349,0.015379
453.020851,0.015381
453.851450,0.015382
454.682149,0.015384
455.512957,0.015387
456.343885,0.015389
457.174936,0.015391
458.006120,0.015394
458.837441,0.015396
459.668912,0.015399
460.500538,0.015402
461.332328,0.015405
462.164286,0.015408
462.996420,0.015411
463.828737,0.015415
464.661239,0.015418
465.493940,0.015422
466.326844,0.015426
467.159959,0.015430
467.993290,0.015434
468.826846,0.015438
469.660634,0.015443
470.494666,0.015447
471.328943,0.015452
472.163479,0.015457
472.998277,0.015462
473.833345,0.015467
474.668695,0.015472
475.504333,0.015478
476.340271,0.015483
477.176517,0.015489
478.013080,0.015495
478.849970,0.015501
479.687198,0.015507
480.029433,0.000218
480.041578,0.000232
480.054497,0.000247
480.068256,0.000263
480.082926,0.000281
480.098595,0.000300
480.115344,0.000321
480.133268,0.000344
480.152457,0.000368
480.173001,0.000394
480.195000,0.000422
480.218550,0.000451
480.243731,0.000482
480.270620,0.000514
480.299296,0.000549
480.329822,0.000583
480.362243,0.000618
480.396604,0.000655
480.432928,0.000691
480.471250,0.000728
480.511580,0.000766
480.553927,0.000803
480.598298,0.000841
480.644702,0.000879
480.693147,0.000916
480.743642,0.000955
480.796194,0.000993
480.850805,0.001031
480.907485,0.001069
480.966245,0.001108
481.027094,0.001147
481.090044,0.001185
481.155096,0.001225
481.222270,0.001264
481.291569,0.001304
481.363012,0.001343
481.436613,0.001383
481.512379,0.001423
481.590317,0.001464
481.670446,0.001505
481.752782,0.001546
481.837334,0.001587
481.924108,0.001628
482.013129,0.001669
482.104400,0.001711
482.197933,0.001753
482.293748,0.001796
482.391854,0.001838
482.492266,0.001881
482.594990,0.001924
482.700045,0.001968
482.807448,0.002011
482.917208,0.002055
483.029335,0.002099
483.143846,0.002143
483.260750,0.002188
483.380068,0.002233
483.501807,0.002278
483.625987,0.002322
483.752614,0.002368
483.881705,0.002414
484.013271,0.002460
484.147330,0.002506
484.283891,0.002553
484.422970,0.002600
484.564580,0.002647
484.708739,0.002693
484.855454,0.002741
485.004741,0.002789
485.156614,0.002837
485.311084,0.002885
485.468170,0.002934
485.627884,0.002982
485.790234,0.003031
485.955236,0.003081
486.122907,0.003130
486.293210,0.003178
486.466127,0.003227
486.641675,0.003276
486.819860,0.003325
487.000696,0.003374
487.184200,0.003423
487.370379,0.003473
487.559250,0.003523
487.750821,0.003573
487.945110,0.003623
488.142122,0.003674
488.341883,0.003725
488.544391,0.003776
488.749664,0.003828
488.957716,0.003879
489.168557,0.003931
489.382197,0.003983
489.598652,0.004035
489.817934,0.004087
490.040050,0.004140
490.265013,0.004193
490.492836,0.004246
490.723542,0.004299
490.957125,0.004353
491.193602,0.004406
491.432982,0.004461
491.675284,0.004515
491.920514,0.004569
492.168688,0.004624
492.419815,0.004678
492.673904,0.004733
492.930962,0.004789
493.191001,0.004844
493.454037,0.004899
493.720078,0.004955
493.989132,0.005011
494.261211,0.005067
494.536330,0.005123
494.814487,0.005180
495.095702,0.005236
495.379984,0.005294
495.667338,0.005350
495.957771,0.005407
496.251299,0.005465
496.547926,0.005523
496.847666,0.005581
497.150532,0.005638
497.456515,0.005696
497.765640,0.005754
498.077915,0.005813
498.393341,0.005871
498.711910,0.005929
499.033569,0.005986
499.358302,0.006043
499.686124,0.006100
500.017045,0.006157
500.351062,0.006215
500.688189,0.006272
501.028429,0.006330
501.371788,0.006388
501.718278,0.006446
502.067900,0.006504
502.420662,0.006562
502.776569,0.006620
503.135624,0.006679
503.497837,0.006737
503.863207,0.006796
504.231745,0.006855
504.603455,0.006913
504.978336,0.006972
505.356400,0.007031
505.737650,0.007090
506.122087,0.007149
506.509717,0.007208
506.900545,0.007268
507.294571,0.007327
507.691802,0.007386
508.092243,0.007446
508.495899,0.007505
508.902765,0.007565
509.312853,0.007625
509.726159,0.007684
510.142682,0.007743
510.562345,0.007801
510.985129,0.007859
511.411035,0.007917
511.840067,0.007974
512.272223,0.008033
512.707506,0.008090
513.145916,0.008148
513.587453,0.008206
514.032121,0.008264
514.479919,0.008322
514.930847,0.008380
515.384910,0.008438
515.842104,0.008496
516.302430,0.008554
516.765893,0.008612
517.232486,0.008670
517.702211,0.008728
518.175075,0.008786
518.651070,0.008844
519.130196,0.008902
519.612456,0.008961
520.097844,0.009018
520.586354,0.009075
521.077906,0.009132
521.572479,0.009187
522.070057,0.009243
522.570647,0.009299
523.074245,0.009354
523.580853,0.009410
524.090468,0.009465
524.603087,0.009522
525.118710,0.009577
525.637329,0.009632
526.158949,0.009688
526.683564,0.009744
527.211171,0.009799
527.741775,0.009854
528.275365,0.009909
528.811940,0.009965
529.351500,0.010020
529.894044,0.010075
530.439521,0.010128
530.987862,0.010181
531.539063,0.010234
532.093111,0.010287
532.650004,0.010340
533.209747,0.010393
533.772334,0.010445
534.337758,0.010497
534.906015,0.010550
535.477104,0.010602
536.051025,0.010655
536.627773,0.010707
537.207340,0.010759
537.789728,0.010811
538.374924,0.010864
538.962936,0.010915
539.553684,0.010965
540.016108,0.000475
540.043655,0.000549
540.075662,0.000641
540.113236,0.000756
540.157712,0.000898
540.210659,0.001071
540.273773,0.001275
540.348699,0.001509
540.436899,0.001766
540.539589,0.002045
540.657829,0.002343
540.792667,0.002660
540.945265,0.003002
541.116966,0.003369
541.309319,0.003768
541.524119,0.004202
541.763440,0.004678
542.029682,0.005201
542.325657,0.005782
542.654684,0.006428
543.020703,0.007156
543.428489,0.007981
543.883857,0.008924
544.394055,0.010020
544.968273,0.011308
545.618456,0.012851
546.336238,0.013480
547.070283,0.013719
547.817939,0.013965
548.578340,0.014209
549.351670,0.014432
550.137187,0.014669
550.934658,0.014874
551.743766,0.015094
552.563946,0.015290
553.395086,0.015493
554.236517,0.015677
555.088170,0.015866
555.949375,0.016036
556.820023,0.016212
557.699543,0.016368
558.587712,0.016531
559.484108,0.016673
560.388374,0.016822
561.300252,0.016953
562.219261,0.017088
563.145267,0.017208
564.077716,0.017330
565.016552,0.017440
565.961203,0.017549
566.911641,0.017650
567.867310,0.017748
568.828187,0.017839
569.793029,0.017885
570.759625,0.017915
571.727807,0.017944
572.697546,0.017973
573.668813,0.018000
574.641579,0.018028
575.615816,0.018055
576.591487,0.018081
577.568560,0.018107
578.547007,0.018132
579.526789,0.018156
580.507880,0.018180
581.490235,0.018203
582.473826,0.018226
583.458614,0.018248
584.444568,0.018269
585.431649,0.018290
586.419827,0.018310
587.409059,0.018329
588.399312,0.018347
589.390548,0.018365
590.382738,0.018383
591.375844,0.018399
592.369831,0.018415
593.364665,0.018431
594.360314,0.018445
595.356743,0.018460
596.353922,0.018473
597.351819,0.018486
598.350403,0.018499
599.349643,0.018511
600.033119,0.000330
600.051714,0.000360
600.072093,0.000396
600.094488,0.000435
600.119152,0.000480
600.146350,0.000529
600.176371,0.000584
600.209473,0.000644
600.245916,0.000708
600.285923,0.000775
600.329668,0.000846
600.377285,0.000919
600.428853,0.000992
600.484407,0.001066
600.543951,0.001140
600.607486,0.001214
600.674993,0.001288
600.746457,0.001361
600.821860,0.001433
600.901191,0.001506
600.984435,0.001578
601.071575,0.001651
601.162616,0.001723
601.257547,0.001794
601.356362,0.001866
601.459056,0.001938
601.565630,0.002010
601.676078,0.002082
601.790392,0.002153
601.908572,0.002225
602.030615,0.002296
602.156514,0.002368
602.286268,0.002440
602.419871,0.002511
602.557323,0.002582
602.698619,0.002653
602.843751,0.002724
602.992721,0.002795
603.145521,0.002865
603.302145,0.002936
603.462590,0.003007
603.626858,0.003078
603.794943,0.003148
603.966835,0.003219
604.142528,0.003290
604.322021,0.003360
604.505310,0.003430
604.692392,0.003500
604.883258,0.003570
605.077898,0.003640
605.276312,0.003710
605.478419,0.003777
605.684157,0.003844
605.893516,0.003911
606.106491,0.003978
606.323074,0.004045
606.543260,0.004111
606.767046,0.004178
606.994420,0.004245
607.225387,0.004311
607.459926,0.004377
607.698044,0.004443
607.939728,0.004509
608.184973,0.004575
608.433771,0.004641
608.686112,0.004706
608.941993,0.004772
609.201408,0.004838
609.464356,0.004903
609.730821,0.004968
610.000801,0.005033
610.274286,0.005098
610.551269,0.005162
610.831741,0.005227
611.115693,0.005291
611.403121,0.005356
611.694018,0.005420
611.988379,0.005484
612.286190,0.005548
612.587438,0.005611
612.892126,0.005675
613.200241,0.005738
613.511775,0.005802
613.826723,0.005865
614.145078,0.005927
614.466825,0.005990
614.791961,0.006053
615.120462,0.006114
615.452230,0.006175
615.787228,0.006234
616.125453,0.006294
616.466893,0.006353
616.811538,0.006413
617.159385,0.006472
617.510425,0.006531
617.864642,0.006589
618.222036,0.006648
618.582591,0.006707
618.946310,0.006765
619.313178,0.006824
619.683184,0.006881
620.056327,0.006939
620.432589,0.006997
620.811971,0.007055
621.194466,0.007112
621.580063,0.007170
621.968751,0.007227
622.360523,0.007284
622.755364,0.007341
623.153275,0.007397
623.554240,0.007454
623.958260,0.007510
624.365263,0.007565
624.775180,0.007618
625.187993,0.007672
625.603702,0.007725
626.022290,0.007779
626.443754,0.007832
626.868090,0.007885
627.295281,0.007938
627.725330,0.007991
628.158229,0.008044
628.593961,0.008096
629.032521,0.008148
629.473907,0.008200
629.918107,0.008252
630.365116,0.008305
630.814926,0.008356
631.267533,0.008408
631.722921,0.008459
632.181083,0.008511
632.642006,0.008561
633.105590,0.008610
633.571811,0.008658
634.040659,0.008707
634.512118,0.008755
634.986194,0.008804
635.462877,0.008852
635.942165,0.008900
636.424046,0.008948
636.908515,0.008996
637.395568,0.009044
637.885201,0.009091
638.377401,0.009139
638.872162,0.009186
639.369474,0.009234
639.869337,0.009281
640.371744,0.009328
640.876657,0.009373
641.383983,0.009418
641.893719,0.009462
642.405858,0.009507
642.920396,0.009551
643.437329,0.009595
643.956648,0.009640
644.478347,0.009683
645.002420,0.009728
645.528862,0.009771
646.057672,0.009815
646.588840,0.009859
647.122359,0.009902
647.658229,0.009946
648.196443,0.009989
648.736951,0.010030
649.279683,0.010072
649.824630,0.010112
650.371792,0.010153
650.921163,0.010195
651.472735,0.010235
652.026514,0.010276
652.582487,0.010316
653.140648,0.010357
653.700997,0.010398
654.263527,0.010438
654.828238,0.010478
655.395121,0.010518
655.964168,0.010558
656.535300,0.010596
657.108493,0.010634
657.683732,0.010672
658.261023,0.010709
658.840358,0.010748
659.421733,0.010786
660.005149,0.004329
660.023594,0.000230
660.036437,0.000246
660.050164,0.000263
660.064872,0.000282
660.080662,0.000303
660.097644,0.000326
660.115932,0.000352
660.135654,0.000380
660.156940,0.000410
660.179923,0.000442
660.204742,0.000478
660.231535,0.000516
660.260426,0.000556
660.291535,0.000598
660.324978,0.000642
660.360841,0.000688
660.399203,0.000734
660.440128,0.000782
660.483671,0.000831
660.529875,0.000881
660.578783,0.000931
660.630427,0.000982
660.684841,0.001034
660.742056,0.001086
660.802113,0.001139
660.865043,0.001193
660.930889,0.001247
660.999696,0.001303
661.071509,0.001358
661.146371,0.001415
661.224326,0.001473
661.305422,0.001532
661.389714,0.001592
661.477254,0.001652
661.568096,0.001714
661.662295,0.001776
661.759909,0.001840
661.860999,0.001905
661.965618,0.001971
662.073834,0.002038
662.185713,0.002106
662.301315,0.002176
662.420710,0.002247
662.543962,0.002319
662.671153,0.002393
662.802348,0.002468
662.937624,0.002544
663.077065,0.002622
663.220743,0.002702
663.368744,0.002782
663.521153,0.002865
663.678057,0.002949
663.839544,0.003034
664.005708,0.003122
664.176641,0.003211
664.352439,0.003302
664.533215,0.003395
664.719067,0.003490
664.910105,0.003587
665.106437,0.003687
665.308178,0.003788
665.515456,0.003891
665.728380,0.003997
665.947081,0.004106
666.171698,0.004216
666.402363,0.004329
666.639207,0.004445
666.882382,0.004564
667.132038,0.004685
667.388332,0.004810
667.651419,0.004937
667.921477,0.005068
668.198648,0.005200
668.483018,0.005335
668.774756,0.005473
669.074038,0.005614
669.381072,0.005760
669.696055,0.005909
670.019196,0.006062
670.350717,0.006220
670.690846,0.006382
671.039817,0.006547
671.397885,0.006718
671.765300,0.006894
672.142331,0.007074
672.529269,0.007261
672.926391,0.007452
673.334016,0.007650
673.752458,0.007853
674.182049,0.008063
674.623141,0.008279
675.076099,0.008502
675.541313,0.008733
676.019180,0.008972
676.510131,0.009218
677.014611,0.009473
677.533085,0.009736
678.066048,0.010010
678.614022,0.010292
679.177554,0.010586
679.757223,0.010890
680.353649,0.011207
680.967474,0.011535
681.599396,0.011877
682.250135,0.012233
682.920477,0.012604
683.611246,0.012990
684.323321,0.013393
685.057639,0.013815
685.815219,0.014255
686.597131,0.014716
687.404524,0.015200
688.238648,0.015707
689.100847,0.016240
689.991734,0.016674
690.894253,0.016755
691.801038,0.016829
692.711771,0.016904
693.626445,0.016972
694.544803,0.017043
695.466795,0.017106
696.392215,0.017171
697.320981,0.017229
698.252949,0.017289
699.187984,0.017343
700.126005,0.017399
701.066849,0.017449
702.010475,0.017500
702.956697,0.017547
703.905499,0.017593
704.856692,0.017637
705.810278,0.017680
706.766075,0.017721
707.724088,0.017760
708.684136,0.017798
709.646228,0.017834
710.610209,0.017870
711.576073,0.017902
712.543688,0.017936
713.513030,0.017966
714.484002,0.017997
715.456552,0.018024
716.430617,0.018053
717.406125,0.018078
718.383046,0.018104
719.361279,0.018127
720.032773,0.000460
720.059266,0.000524
720.089505,0.000600
720.124209,0.000690
720.164201,0.000796
720.210342,0.000918
720.263470,0.001054
720.324322,0.001204
720.393462,0.001361
720.471271,0.001524
720.557971,0.001690
720.653681,0.001858
720.758516,0.002028
720.872565,0.002200
720.995938,0.002374
721.128759,0.002550
721.271167,0.002728
721.423296,0.002910
721.585293,0.003094
721.757309,0.003281
721.939502,0.003471
722.132025,0.003664
722.335037,0.003860
722.548689,0.004058
722.773143,0.004260
723.008566,0.004464
723.255118,0.004672
723.512958,0.004882
723.782244,0.005096
724.063142,0.005312
724.355809,0.005532
724.660410,0.005754
724.977095,0.005980
725.306027,0.006208
725.647352,0.006439
726.001229,0.006672
726.367781,0.006907
726.746885,0.007139
727.138597,0.007374
727.543043,0.007611
727.960347,0.007850
728.390631,0.008092
728.834020,0.008335
729.290620,0.008581
729.760533,0.008829
730.243870,0.009078
730.740727,0.009329
731.251185,0.009582
731.775339,0.009836
732.313261,0.010092
732.865021,0.010349
733.430684,0.010607
734.010300,0.010865
734.603923,0.011125
735.211589,0.011386
735.833334,0.011647
736.469188,0.011908
737.119159,0.012170
737.783260,0.012431
738.461313,0.012685
739.153001,0.012937
739.858298,0.013189
740.577178,0.013440
741.309610,0.013691
742.055551,0.013941
742.814957,0.014190
743.587772,0.014438
744.373946,0.014684
745.173405,0.014930
745.986079,0.015174
746.811897,0.015416
747.650711,0.015652
748.502013,0.015881
749.365629,0.016108
750.241469,0.016333
751.129435,0.016557
752.029417,0.016779
752.941306,0.016998
753.864995,0.017216
754.800372,0.017431
755.747155,0.017636
756.704828,0.017836
757.673261,0.018035
758.652336,0.018231
759.641937,0.018425
760.640527,0.018516
761.640637,0.018525
762.641218,0.018534
763.642316,0.018544
764.643969,0.018555
765.646219,0.018566
766.649108,0.018578
767.652677,0.018591
768.656964,0.018605
769.662009,0.018619
770.667849,0.018635
771.674528,0.018650
772.682076,0.018667
773.690541,0.018684
774.699951,0.018702
775.710348,0.018721
776.721766,0.018740
777.734237,0.018760
778.747795,0.018780
779.762476,0.018801
780.031686,0.000340
780.050906,0.000374
780.072095,0.000413
780.095529,0.000457
780.121522,0.000507
780.150425,0.000565
780.182602,0.000629
780.218410,0.000700
780.258215,0.000777
780.302335,0.000859
780.351031,0.000946
780.404531,0.001037
780.462987,0.001130
780.526500,0.001225
780.595169,0.001321
780.669050,0.001418
780.748206,0.001516
780.832710,0.001615
780.922624,0.001717
781.018033,0.001819
781.119025,0.001923
781.225680,0.002029
781.338096,0.002136
781.456358,0.002246
781.580581,0.002357
781.710860,0.002471
781.847301,0.002585
781.990019,0.002703
782.139123,0.002822
782.294727,0.002943
782.456959,0.003068
782.625934,0.003193
782.801780,0.003322
782.984627,0.003453
783.174613,0.003586
783.371874,0.003722
783.576549,0.003861
783.788783,0.004002
784.008723,0.004146
784.236527,0.004294
784.472356,0.004444
784.716370,0.004597
784.968742,0.004754
785.229642,0.004913
785.499252,0.005076
785.777754,0.005242
786.065334,0.005412
786.362193,0.005586
786.668532,0.005764
786.984555,0.005945
787.310460,0.006129
787.646293,0.006314
787.992244,0.006504
788.348545,0.006697
788.715429,0.006895
789.093142,0.007098
789.481935,0.007306
789.882073,0.007519
790.293818,0.007736
790.717455,0.007959
791.153271,0.008188
791.601569,0.008421
792.062654,0.008661
792.536847,0.008907
793.024487,0.009160
793.525920,0.009418
794.041498,0.009684
794.571602,0.009956
795.116618,0.010236
795.676943,0.010523
796.252998,0.010819
796.845224,0.011122
797.454072,0.011435
798.080009,0.011756
798.723542,0.012087
799.385176,0.012427
800.065454,0.012777
800.764931,0.013138
801.484198,0.013510
802.223875,0.013894
802.984601,0.014290
803.767056,0.014699
804.571945,0.015122
805.400010,0.015558
806.252033,0.016009
807.128833,0.016476
808.031278,0.016959
808.960260,0.017458
809.916457,0.017970
810.900804,0.018501
811.914355,0.019052
812.958225,0.019624
814.021110,0.019701
815.085729,0.019730
816.151940,0.019760
817.219737,0.019789
818.289117,0.019818
819.360071,0.019847
820.432595,0.019876
821.506680,0.019905
822.582327,0.019934
823.659522,0.019963
824.738264,0.019991
825.818546,0.020020
826.900359,0.020048
827.983697,0.020076
829.068555,0.020104
830.154927,0.020132
831.242808,0.020160
832.332196,0.020188
833.423083,0.020216
834.515469,0.020244
835.609357,0.020271
836.704745,0.020299
837.801633,0.020327
838.900026,0.020355
839.999926,0.020383
840.131476,0.002401
840.299814,0.003991
840.572401,0.006228
840.977858,0.008916
841.542467,0.012167
842.302367,0.016207
843.304703,0.020467
844.410696,0.020496
845.518239,0.020525
846.627348,0.020554
847.738040,0.020583
848.850329,0.020613
849.964233,0.020643
851.079782,0.020674
852.196993,0.020705
853.315891,0.020737
854.436507,0.020769
855.558865,0.020801
856.683000,0.020834
857.808942,0.020868
858.936730,0.020903
860.066400,0.020938
861.197986,0.020974
862.331531,0.021010
863.467074,0.021048
864.604663,0.021086
865.744340,0.021125
866.886150,0.021165
868.030148,0.021206
869.176377,0.021248
870.324893,0.021291
871.475748,0.021334
872.628996,0.021379
873.784691,0.021425
874.942895,0.021472
876.103662,0.021520
877.267052,0.021569
878.433124,0.021620
879.601946,0.021671
880.773578,0.021724
881.948082,0.021777
883.125523,0.021833
884.305970,0.021889
885.489489,0.021946
886.676153,0.022005
887.866024,0.022065
889.059177,0.022127
890.255678,0.022189
891.455595,0.022253
892.659005,0.022319
893.865980,0.022385
895.076588,0.022453
896.290903,0.022523
897.508995,0.022593
898.730937,0.022665
899.956807,0.022739
900.034454,0.000370
900.055456,0.000409
900.078736,0.000455
900.104632,0.000507
900.133512,0.000566
900.165762,0.000632
900.201783,0.000705
900.241948,0.000785
900.286599,0.000871
900.336001,0.000961
900.390346,0.001054
900.449751,0.001148
900.514274,0.001244
900.583946,0.001339
900.658759,0.001434
900.738710,0.001529
900.823793,0.001624
900.914008,0.001719
901.009353,0.001814
901.109841,0.001910
901.215478,0.002005
901.326278,0.002100
901.442244,0.002196
901.563401,0.002293
901.689760,0.002389
901.821334,0.002486
901.958137,0.002583
902.100189,0.002680
902.247504,0.002778
902.400088,0.002876
902.557966,0.002973
902.721150,0.003072
902.889662,0.003171
903.063509,0.003270
903.242714,0.003369
903.427293,0.003469
903.617253,0.003569
903.812616,0.003669
904.013393,0.003770
904.219607,0.003870
904.431270,0.003971
904.648393,0.004072
904.870999,0.004174
905.099106,0.004276
905.332718,0.004378
905.571852,0.004480
905.816460,0.004581
906.066443,0.004680
906.321819,0.004780
906.582594,0.004880
906.848789,0.004981
907.120419,0.005081
907.397492,0.005182
907.680026,0.005284
907.968034,0.005385
908.261528,0.005487
908.560526,0.005589
908.865034,0.005691
909.175070,0.005794
909.490651,0.005896
909.811785,0.006000
910.138488,0.006102
910.470772,0.006206
910.808648,0.006310
911.152130,0.006414
911.501232,0.006518
911.855970,0.006623
912.216349,0.006727
912.582388,0.006832
912.954093,0.006937
913.331486,0.007042
913.714567,0.007148
914.103352,0.007254
914.497849,0.007360
914.898082,0.007466
915.304050,0.007572
915.715764,0.007679
916.133240,0.007785
916.556486,0.007892
916.985511,0.007999
917.420193,0.008102
917.860489,0.008207
918.306405,0.008311
918.757951,0.008415
919.215137,0.008519
919.677972,0.008624
920.146462,0.008729
920.620622,0.008835
921.100459,0.008939
921.585970,0.009045
922.077173,0.009150
922.574073,0.009256
923.076677,0.009362
923.584989,0.009467
924.099024,0.009573
924.618783,0.009679
925.144276,0.009785
925.675509,0.009892
926.212485,0.009998
926.755207,0.010105
927.303689,0.010211
927.857938,0.010318
928.417870,0.010422
928.983382,0.010525
929.554482,0.010628
930.131162,0.010732
930.713436,0.010835
931.301306,0.010939
931.894771,0.011043
932.493842,0.011147
933.098517,0.011250
933.708796,0.011355
934.324689,0.011458
934.946194,0.011562
935.573315,0.011666
936.206059,0.011771
936.844425,0.011875
937.488418,0.011979
938.138030,0.012083
938.793244,0.012185
939.453912,0.012286
940.120016,0.012386
940.791545,0.012487
941.468509,0.012588
942.150902,0.012689
942.838728,0.012788
