t_s,h_next_s
943.531986,0.012889
944.230678,0.012990
944.934796,0.013090
945.644346,0.013191
946.359326,0.013291
947.079743,0.013392
947.805578,0.013493
948.536843,0.013593
949.273442,0.013690
950.015268,0.013786
950.762310,0.013883
951.514577,0.013980
952.272056,0.014076
953.034756,0.014173
953.802668,0.014270
954.575794,0.014366
955.354128,0.014462
956.137661,0.014559
956.926404,0.014655
957.720342,0.014752
958.519467,0.014846
959.323617,0.014939
960.023432,0.000221
960.035482,0.000230
960.048293,0.000245
960.061954,0.000262
960.076540,0.000279
960.092152,0.000299
960.108864,0.000320
960.126789,0.000344
960.146024,0.000370
960.166673,0.000397
960.188851,0.000426
960.212660,0.000457
960.238203,0.000490
960.265579,0.000525
960.294875,0.000561
960.326175,0.000599
960.359539,0.000638
960.395024,0.000677
960.432676,0.000718
960.472536,0.000759
960.514626,0.000800
960.558968,0.000842
960.605581,0.000884
960.654488,0.000927
960.705696,0.000971
960.759236,0.001014
960.815119,0.001057
960.873366,0.001101
960.933998,0.001145
960.997038,0.001190
961.062512,0.001235
961.130431,0.001281
961.200831,0.001327
961.273739,0.001374
961.349176,0.001421
961.427176,0.001469
961.507762,0.001517
961.590960,0.001566
961.676800,0.001614
961.765312,0.001664
961.856526,0.001714
961.950471,0.001766
962.047175,0.001817
962.146676,0.001869
962.249002,0.001922
962.354192,0.001975
962.462266,0.002029
962.573265,0.002083
962.687226,0.002138
962.804187,0.002194
962.924172,0.002251
963.047219,0.002308
963.173375,0.002366
963.302670,0.002424
963.435146,0.002483
963.570837,0.002543
963.709785,0.002604
963.852024,0.002666
963.997600,0.002728
964.146548,0.002791
964.298918,0.002854
964.454742,0.002918
964.614068,0.002984
964.776947,0.003050
964.943419,0.003117
965.113528,0.003185
965.287319,0.003253
965.464846,0.003323
965.646153,0.003394
965.831284,0.003465
966.020293,0.003537
966.213229,0.003610
966.410140,0.003684
966.611082,0.003759
966.816106,0.003835
967.025271,0.003913
967.238573,0.003989
967.456024,0.004066
967.677681,0.004145
967.903602,0.004224
968.133828,0.004305
968.368436,0.004386
968.607473,0.004469
968.851003,0.004553
969.099084,0.004638
969.351787,0.004724
969.609157,0.004811
969.871274,0.004899
970.138192,0.004989
970.409986,0.005080
970.686727,0.005172
970.968477,0.005265
971.255305,0.005360
971.547277,0.005455
971.844477,0.005554
972.146976,0.005652
972.454848,0.005752
972.768169,0.005854
973.087017,0.005957
973.411466,0.006061
973.741598,0.006168
974.077498,0.006276
974.419257,0.006384
974.766949,0.006495
975.120669,0.006608
975.480501,0.006722
975.846541,0.006838
976.218882,0.006955
976.597615,0.007075
976.982832,0.007195
977.374632,0.007318
977.773118,0.007443
978.178388,0.007570
978.590537,0.007698
979.009684,0.007829
979.435930,0.007961
979.869392,0.008096
980.310174,0.008233
980.758392,0.008371
981.214164,0.008512
981.677606,0.008655
982.148835,0.008801
982.627984,0.008948
983.115168,0.009098
983.610523,0.009251
984.114184,0.009406
984.626284,0.009564
985.146956,0.009724
985.676329,0.009885
986.214433,0.010048
986.761372,0.010213
987.317296,0.010380
987.882352,0.010551
988.456688,0.010724
989.040460,0.010901
989.633824,0.011079
990.236943,0.011262
990.849978,0.011447
991.473098,0.011636
992.106474,0.011827
992.750286,0.012022
993.404711,0.012220
994.069929,0.012422
994.746132,0.012627
995.433514,0.012836
996.132271,0.013048
996.842605,0.013265
997.564719,0.013485
998.298827,0.013709
999.045153,0.013937
999.803906,0.014170
1000.575319,0.014407
1001.359619,0.014647
1002.157047,0.014892
1002.967855,0.015142
1003.792287,0.015398
1004.630599,0.015657
1005.483053,0.015922
1006.349929,0.016191
1007.231495,0.016466
1008.128046,0.016746
1009.039750,0.017028
1009.966794,0.017314
1010.909479,0.017607
1011.868108,0.017905
1012.843005,0.018209
1013.834499,0.018520
1014.842921,0.018836
1015.868615,0.019159
1016.911942,0.019489
1017.973260,0.019826
1019.052962,0.020170
1020.021902,0.000156
1020.029854,0.000150
1020.038116,0.000156
1020.046727,0.000163
1020.055719,0.000170
1020.065101,0.000178
1020.074908,0.000186
1020.085165,0.000194
1020.095895,0.000203
1020.107132,0.000213
1020.118893,0.000223
1020.131209,0.000234
1020.144125,0.000245
1020.157659,0.000257
1020.171837,0.000269
1020.186701,0.000282
1020.202276,0.000296
1020.218595,0.000309
1020.235686,0.000324
1020.253575,0.000339
1020.272281,0.000354
1020.291841,0.000370
1020.312265,0.000386
1020.333568,0.000403
1020.355764,0.000419
1020.378874,0.000436
1020.402911,0.000454
1020.427871,0.000471
1020.453771,0.000489
1020.480620,0.000506
1020.508420,0.000524
1020.537176,0.000541
1020.566892,0.000559
1020.597565,0.000577
1020.629201,0.000595
1020.661804,0.000613
1020.695368,0.000631
1020.729906,0.000649
1020.765410,0.000667
1020.801894,0.000685
1020.839357,0.000703
1020.877797,0.000721
1020.917225,0.000739
1020.957639,0.000757
1020.999044,0.000776
1021.041437,0.000795
1021.084833,0.000813
1021.129238,0.000831
1021.174642,0.000851
1021.221055,0.000869
1021.268487,0.000888
1021.316941,0.000907
1021.366405,0.000926
1021.416902,0.000945
1021.468429,0.000964
1021.520986,0.000983
1021.574589,0.001003
1021.629239,0.001022
1021.684932,0.001042
1021.741683,0.001060
1021.799484,0.001080
1021.858349,0.001100
1021.918285,0.001120
1021.979288,0.001139
1022.041368,0.001160
1022.104535,0.001180
1022.168783,0.001200
1022.234121,0.001220
1022.300549,0.001241
1022.368083,0.001261
1022.436717,0.001281
1022.506462,0.001302
1022.577325,0.001323
1022.649304,0.001343
1022.722412,0.001364
1022.796645,0.001386
1022.872008,0.001406
1022.948512,0.001427
1023.026156,0.001449
1023.104951,0.001471
1023.184904,0.001492
1023.266010,0.001513
1023.348283,0.001535
1023.431721,0.001556
1023.516331,0.001578
1023.602122,0.001600
1023.689093,0.001622
1023.777258,0.001644
1023.866616,0.001666
1023.957179,0.001688
1024.048942,0.001711
1024.141919,0.001733
1024.236106,0.001756
1024.331519,0.001779
1024.428157,0.001801
1024.526026,0.001824
1024.625130,0.001847
1024.725479,0.001870
1024.827072,0.001893
1024.929914,0.001916
1025.034016,0.001940
1025.139377,0.001963
1025.246008,0.001986
1025.353918,0.002011
1025.463107,0.002034
1025.573583,0.002058
1025.685348,0.002082
1025.798403,0.002106
1025.912769,0.002130
1026.028435,0.002155
1026.145413,0.002179
1026.263701,0.002203
1026.383285,0.002227
1026.504160,0.002251
1026.626332,0.002275
1026.749813,0.002299
1026.874601,0.002323
1027.000702,0.002347
1027.128115,0.002372
1027.256856,0.002396
1027.386922,0.002421
1027.518328,0.002446
1027.651074,0.002471
1027.785165,0.002496
1027.920605,0.002521
1028.057399,0.002547
1028.195557,0.002571
1028.335082,0.002597
1028.475977,0.002622
1028.618255,0.002648
1028.761906,0.002673
1028.906947,0.002699
1029.053385,0.002725
1029.201222,0.002752
1029.350466,0.002777
1029.501118,0.002804
1029.653186,0.002829
1029.806670,0.002856
1029.961579,0.002883
1030.117935,0.002909
1030.275722,0.002936
1030.434953,0.002962
1030.595629,0.002989
1030.757760,0.003016
1030.921352,0.003043
1031.086415,0.003071
1031.252943,0.003098
1031.420948,0.003125
1031.590439,0.003153
1031.761413,0.003181
1031.933881,0.003208
1032.107850,0.003236
1032.283316,0.003264
1032.460299,0.003291
1032.638795,0.003320
1032.818820,0.003348
1033.000362,0.003377
1033.183443,0.003405
1033.368059,0.003433
1033.554217,0.003462
1033.741926,0.003491
1033.931188,0.003519
1034.122000,0.003548
1034.314385,0.003578
1034.508342,0.003607
1034.703877,0.003636
1034.900994,0.003665
1035.099696,0.003695
1035.299994,0.003724
1035.501886,0.003755
1035.705383,0.003783
1035.910491,0.003813
1036.117209,0.003843
1036.325541,0.003873
1036.535503,0.003904
1036.747105,0.003934
1036.960332,0.003964
1037.175206,0.003995
1037.391728,0.004025
1037.609902,0.004056
1037.829733,0.004087
1038.051226,0.004118
1038.274397,0.004148
1038.499241,0.004179
1038.725761,0.004211
1038.953965,0.004242
1039.183862,0.004273
1039.415456,0.004305
1039.648744,0.004336
1039.883708,0.004367
1040.120337,0.004398
1040.358639,0.004429
1040.598611,0.004460
1040.840269,0.004491
1041.083613,0.004522
1041.328643,0.004553
1041.575370,0.004585
1041.823796,0.004616
1042.073923,0.004648
1042.325757,0.004680
1042.579309,0.004712
1042.834577,0.004744
1043.091575,0.004776
1043.350304,0.004807
1043.610769,0.004840
1043.872968,0.004872
1044.136914,0.004904
1044.402611,0.004937
1044.670062,0.004970
1044.939273,0.005002
1045.210242,0.005034
1045.482978,0.005067
1045.757491,0.005100
1046.033784,0.005133
1046.311852,0.005166
1046.591712,0.005200
1046.873361,0.005232
1047.156808,0.005266
1047.442062,0.005299
1047.729118,0.005333
1048.017986,0.005366
1048.308667,0.005400
1048.601168,0.005434
1048.895494,0.005468
1049.191652,0.005501
1049.489643,0.005536
1049.789468,0.005570
1050.091137,0.005604
1050.394659,0.005638
1050.700026,0.005672
1051.007248,0.005707
1051.316330,0.005741
1051.627276,0.005776
1051.940091,0.005811
1052.254785,0.005845
1052.571354,0.005880
1052.889795,0.005915
1053.210076,0.005948
1053.532201,0.005982
1053.856164,0.006017
1054.181974,0.006051
1054.509629,0.006085
1054.839139,0.006119
1055.170509,0.006154
1055.503729,0.006188
1055.838818,0.006223
1056.175775,0.006257
1056.514604,0.006292
1056.855313,0.006327
1057.197900,0.006362
1057.542372,0.006397
1057.888736,0.006432
1058.236995,0.006467
1058.587145,0.006502
1058.939202,0.006537
1059.293154,0.006572
1059.649007,0.006608
1060.006777,0.006643
1060.366461,0.006679
1060.728064,0.006714
1061.091588,0.006750
1061.457038,0.006786
1061.824419,0.006822
1062.193728,0.006857
1062.564973,0.006893
1062.938154,0.006929
1063.313284,0.006965
1063.690357,0.007001
1064.069375,0.007037
1064.450349,0.007074
1064.833284,0.007110
1065.218178,0.007146
1065.605019,0.007182
1065.993775,0.007217
1066.384446,0.007253
1066.777034,0.007288
1067.171538,0.007324
1067.567961,0.007359
1067.966313,0.007395
1068.366588,0.007431
1068.768795,0.007466
1069.172933,0.007502
1069.579010,0.007538
1069.987028,0.007574
1070.396989,0.007610
1070.808902,0.007647
1071.222756,0.007682
1071.638562,0.007719
1072.056322,0.007755
1072.476044,0.007791
1072.897725,0.007828
1073.321365,0.007864
1073.746972,0.007900
1074.174543,0.007936
1074.604088,0.007973
1075.035609,0.008010
1075.469109,0.008046
1075.904590,0.008083
1076.342054,0.008120
1076.781503,0.008157
1077.222937,0.008194
1077.666354,0.008230
1078.111719,0.008266
1078.559019,0.008301
1079.008257,0.008337
1079.459430,0.008373
1079.912543,0.008409
1080.017564,0.000178
1080.027424,0.000188
1080.037817,0.000198
1080.048780,0.000209
1080.060367,0.000221
1080.072624,0.000233
1080.085608,0.000248
1080.099379,0.000263
1080.113988,0.000279
1080.129509,0.000296
1080.146007,0.000315
1080.163546,0.000335
1080.182193,0.000356
1080.202023,0.000379
1080.223108,0.000403
1080.245512,0.000428
1080.269304,0.000454
1080.294543,0.000481
1080.321275,0.000509
1080.349555,0.000538
1080.379429,0.000569
1080.410927,0.000599
1080.444084,0.000629
1080.478924,0.000661
1080.515469,0.000693
1080.553746,0.000725
1080.593773,0.000758
1080.635563,0.000791
1080.679140,0.000824
1080.724520,0.000857
1080.771718,0.000892
1080.820762,0.000926
1080.871670,0.000961
1080.924457,0.000995
1080.979151,0.001031
1081.035775,0.001067
1081.094345,0.001103
1081.154892,0.001140
1081.217447,0.001178
1081.282034,0.001215
1081.348675,0.001254
1081.417402,0.001293
1081.488236,0.001332
1081.561209,0.001372
1081.636356,0.001412
1081.713707,0.001453
1081.793283,0.001495
1081.875125,0.001537
1081.959262,0.001580
1082.045727,0.001624
1082.134555,0.001668
1082.225779,0.001712
1082.319437,0.001757
1082.415558,0.001804
1082.514188,0.001850
1082.615358,0.001898
1082.719108,0.001946
1082.825479,0.001995
1082.934505,0.002044
1083.046232,0.002095
1083.160708,0.002146
1083.277967,0.002199
1083.398060,0.002251
1083.521026,0.002305
1083.646915,0.002359
1083.775768,0.002414
1083.907642,0.002471
1084.042584,0.002528
1084.180636,0.002586
1084.321859,0.002645
1084.466299,0.002706
1084.614015,0.002767
1084.765063,0.002829
1084.919494,0.002892
1085.077369,0.002957
1085.238747,0.003022
1085.403695,0.003089
1085.572271,0.003156
1085.744541,0.003225
1085.920568,0.003296
1086.100412,0.003367
1086.284149,0.003440
1086.471854,0.003514
1086.663586,0.003589
1086.859436,0.003666
1087.059475,0.003744
1087.263768,0.003824
1087.472414,0.003905
1087.685479,0.003988
1087.903061,0.004073
1088.125228,0.004158
1088.352005,0.004244
1088.583466,0.004331
1088.819709,0.004420
1089.060820,0.004511
1089.306901,0.004604
1089.558044,0.004699
1089.814355,0.004796
1090.075935,0.004895
1090.342901,0.004995
1090.615350,0.005098
1090.893403,0.005202
1091.177169,0.005310
1091.466774,0.005419
1091.762347,0.005531
1092.064003,0.005645
1092.371884,0.005761
1092.686120,0.005880
1093.006843,0.006001
1093.334207,0.006126
1093.668353,0.006253
1094.009430,0.006382
1094.357600,0.006516
1094.713016,0.006651
1095.075857,0.006791
1095.446285,0.006933
1095.824477,0.007078
1096.210618,0.007227
1096.604899,0.007379
1097.007509,0.007535
1097.418653,0.007696
1097.838537,0.007859
1098.267375,0.008027
1098.705396,0.008199
1099.152830,0.008376
1099.609909,0.008557
1100.076884,0.008742
1100.554002,0.008933
1101.041536,0.009128
1101.539754,0.009329
1102.048948,0.009535
1102.569406,0.009746
1103.101434,0.009964
1103.645353,0.010187
1104.201492,0.010416
1104.770186,0.010652
1105.351798,0.010895
1105.946698,0.011144
1106.555270,0.011402
1107.177905,0.011665
1107.815026,0.011938
1108.467066,0.012218
1109.134482,0.012508
1109.817749,0.012806
1110.517350,0.013113
1111.233802,0.013429
1111.967643,0.013757
1112.719431,0.014095
1113.489757,0.014444
1114.279201,0.014802
1115.088226,0.015171
1115.917477,0.015552
1116.767655,0.015946
1117.639481,0.016354
1118.533721,0.016777
1119.451181,0.017214
1120.392709,0.017668
1121.359198,0.018139
1122.351576,0.018628
1123.370847,0.019136
1124.418049,0.019663
1125.494286,0.020212
1126.600736,0.020782
1127.738635,0.021377
1128.909300,0.021997
1130.114134,0.022643
1131.354612,0.023318
1132.632326,0.024023
1133.948960,0.024760
1135.306310,0.025532
1136.706317,0.026341
1138.151035,0.027190
1139.642690,0.028080
1140.052039,0.000687
1140.092703,0.000827
1140.141923,0.001006
1140.201933,0.001228
1140.275090,0.001493
1140.363532,0.001793
1140.468830,0.002116
1140.591997,0.002454
1140.733718,0.002803
1140.894599,0.003164
1141.075307,0.003538
1141.276591,0.003927
1141.499278,0.004331
1141.744258,0.004753
1142.012465,0.005192
1142.304896,0.005650
1142.622601,0.006128
1142.966675,0.006628
1143.338268,0.007149
1143.738590,0.007692
1144.168903,0.008260
1144.630526,0.008853
1145.124819,0.009470
1145.653204,0.010115
1146.217142,0.010788
1146.818145,0.011489
1147.457738,0.012215
1148.136871,0.012956
1148.856789,0.013726
1149.619030,0.014525
1150.425169,0.015352
1151.276741,0.016208
1152.175286,0.017092
1153.122302,0.018004
1154.119239,0.018942
1155.167490,0.019905
1156.268384,0.020891
1157.423141,0.021900
1158.632871,0.022928
1159.898563,0.023972
1161.221071,0.025031
1162.600417,0.026073
1164.035985,0.027116
1165.528028,0.028164
1167.076659,0.029212
1168.681813,0.030257
1170.342720,0.031152
1172.026782,0.031222
1173.714468,0.031286
1175.405424,0.031343
1177.099301,0.031394
1178.795758,0.031438
1180.494441,0.031476
1182.195003,0.031507
1183.897107,0.031533
1185.600419,0.031552
1187.304599,0.031565
1189.009303,0.031571
1190.714215,0.031574
1192.419298,0.031579
1194.124846,0.031591
1195.831174,0.031608
1197.538586,0.031631
1199.247380,0.031659
1200.036682,0.000330
1200.055313,0.000361
1200.075748,0.000397
1200.098217,0.000437
1200.122989,0.000482
1200.150344,0.000533
1200.180580,0.000589
1200.213996,0.000651
1200.250862,0.000717
1200.291434,0.000788
1200.335928,0.000862
1200.384504,0.000939
1200.437282,0.001018
1200.494342,0.001097
1200.555731,0.001178
1200.621484,0.001259
1200.691618,0.001341
1200.766158,0.001422
1200.845129,0.001504
1200.928562,0.001587
1201.016488,0.001671
1201.108945,0.001755
1201.205967,0.001840
1201.307598,0.001926
1201.413866,0.002012
1201.524825,0.002099
1201.640517,0.002187
1201.760989,0.002276
1201.886277,0.002366
1202.016441,0.002456
1202.151515,0.002549
1202.291549,0.002640
1202.436593,0.002734
1202.586701,0.002828
1202.741919,0.002923
1202.902297,0.003019
1203.067888,0.003116
1203.238739,0.003214
1203.414908,0.003313
1203.596447,0.003413
1203.783417,0.003514
1203.975860,0.003615
1204.173843,0.003719
1204.377414,0.003823
1204.586628,0.003928
1204.801544,0.004034
1205.022226,0.004141
1205.248732,0.004250
1205.481123,0.004359
1205.719451,0.004470
1205.963789,0.004582
1206.214194,0.004695
1206.470698,0.004807
1206.733244,0.004919
1207.001876,0.005032
1207.276659,0.005147
1207.557662,0.005263
1207.844944,0.005380
1208.138570,0.005498
1208.438615,0.005617
1208.745140,0.005738
1209.058215,0.005860
1209.377912,0.005983
1209.704292,0.006108
1210.037438,0.006234
1210.377412,0.006361
1210.724293,0.006490
1211.078163,0.006619
1211.439083,0.006751
1211.807136,0.006884
1212.182393,0.007018
1212.564943,0.007153
1212.954861,0.007291
1213.352231,0.007430
1213.757125,0.007569
1214.169631,0.007711
1214.589838,0.007855
1215.017831,0.008000
1215.453693,0.008146
1215.897510,0.008294
1216.349373,0.008444
1216.809371,0.008596
1217.277600,0.008749
1217.754154,0.008904
1218.239124,0.009061
1218.732598,0.009219
1219.234680,0.009380
1219.745470,0.009542
1220.265072,0.009705
1220.793584,0.009872
1221.331095,0.010038
1221.877574,0.010205
1222.433072,0.010373
1222.997685,0.010542
1223.571524,0.010714
1224.154693,0.010888
1224.747306,0.011064
1225.349475,0.011242
1225.961306,0.011422
1226.582926,0.011604
1227.214444,0.011789
1227.855987,0.011976
1228.507671,0.012165
1229.169620,0.012356
1229.841956,0.012550
1230.524814,0.012746
1231.218316,0.012944
1231.922600,0.013145
1232.637795,0.013348
1233.364046,0.013554
1234.101488,0.013763
1234.850260,0.013974
1235.610507,0.014187
1236.382376,0.014405
1237.166023,0.014624
1237.961589,0.014846
1238.769206,0.015070
1239.588850,0.015292
1240.420639,0.015519
1241.264737,0.015749
1242.121300,0.015981
1242.990509,0.016216
1243.872515,0.016456
1244.767495,0.016697
1245.675633,0.016943
1246.597096,0.017191
1247.532071,0.017443
1248.480745,0.017698
1249.443308,0.017957
1250.419950,0.018220
1251.410870,0.018486
1252.416264,0.018756
1253.436354,0.019030
1254.471338,0.019308
1255.521427,0.019590
1256.586846,0.019876
1257.667821,0.020166
1258.764492,0.020456
1259.876902,0.020750
1260.022595,0.000171
1260.032048,0.000179
1260.041970,0.000189
1260.052413,0.000198
1260.063396,0.000209
1260.074965,0.000220
1260.087159,0.000232
1260.100019,0.000245
1260.113605,0.000259
1260.127960,0.000274
1260.143133,0.000289
1260.159176,0.000306
1260.176134,0.000323
1260.194066,0.000341
1260.213021,0.000361
1260.233037,0.000381
1260.254170,0.000402
1260.276457,0.000424
1260.299935,0.000446
1260.324641,0.000469
1260.350605,0.000493
1260.377855,0.000517
1260.406399,0.000541
1260.436253,0.000565
1260.467430,0.000590
1260.499947,0.000615
1260.533809,0.000641
1260.569025,0.000665
1260.605597,0.000690
1260.643530,0.000716
1260.682831,0.000740
1260.723503,0.000766
1260.765548,0.000792
1260.808975,0.000817
1260.853786,0.000843
1260.899994,0.000869
1260.947600,0.000895
1260.996611,0.000921
1261.047029,0.000947
1261.098867,0.000973
1261.152135,0.001000
1261.206836,0.001027
1261.262977,0.001053
1261.320563,0.001080
1261.379605,0.001107
1261.440113,0.001135
1261.502092,0.001162
1261.565550,0.001189
1261.630497,0.001217
1261.696938,0.001245
1261.764883,0.001272
1261.834344,0.001301
1261.905331,0.001329
1261.977850,0.001357
1262.051911,0.001386
1262.127518,0.001415
1262.204686,0.001444
1262.283422,0.001473
1262.363731,0.001502
1262.445623,0.001532
1262.529112,0.001561
1262.614204,0.001591
1262.700908,0.001621
1262.789235,0.001651
1262.879192,0.001682
1262.970793,0.001712
1263.064044,0.001743
1263.158958,0.001774
1263.255541,0.001804
1263.353807,0.001836
1263.453760,0.001867
1263.555411,0.001898
1263.658775,0.001930
1263.763854,0.001962
1263.870660,0.001994
1263.979209,0.002026
1264.089508,0.002059
1264.201567,0.002092
1264.315396,0.002125
1264.431003,0.002158
1264.548406,0.002191
1264.667606,0.002224
1264.788618,0.002258
1264.911451,0.002292
1265.036124,0.002326
1265.162634,0.002361
1265.290999,0.002395
1265.421233,0.002430
1265.553343,0.002464
1265.687344,0.002499
1265.823236,0.002534
1265.961034,0.002570
1266.100761,0.002605
1266.242412,0.002641
1266.386002,0.002677
1266.531510,0.002713
1266.678923,0.002748
1266.828255,0.002784
1266.979526,0.002819
1267.132742,0.002855
1267.287906,0.002892
1267.445036,0.002929
1267.604138,0.002965
1267.765230,0.003002
1267.928324,0.003039
1268.093422,0.003076
1268.260540,0.003114
1268.429693,0.003152
1268.600890,0.003190
1268.774148,0.003228
1268.949461,0.003267
1269.126860,0.003305
1269.306348,0.003344
1269.487931,0.003382
1269.671626,0.003422
1269.857443,0.003461
1270.045403,0.003501
1270.235504,0.003541
1270.427762,0.003581
1270.622192,0.003622
1270.818801,0.003662
1271.017612,0.003702
1271.218624,0.003744
1271.421853,0.003784
1271.627312,0.003826
1271.835013,0.003867
1272.044969,0.003910
1272.257189,0.003951
1272.471690,0.003994
1272.688477,0.004036
1272.907568,0.004079
1273.128969,0.004122
1273.352697,0.004165
1273.578766,0.004208
1273.807179,0.004252
1274.037965,0.004296
1274.271125,0.004340
1274.506668,0.004385
1274.744611,0.004429
1274.984959,0.004474
1275.227736,0.004519
1275.472951,0.004564
1275.720610,0.004609
1275.970727,0.004655
1276.223321,0.004701
1276.478398,0.004747
1276.735982,0.004794
1276.996072,0.004840
1277.258690,0.004887
1277.523837,0.004935
1277.791537,0.004982
1278.061799,0.005029
1278.334637,0.005077
1278.610056,0.005125
1278.888069,0.005173
1279.168698,0.005222
1279.451943,0.005270
1279.737832,0.005320
1280.026367,0.005368
1280.317560,0.005417
1280.611396,0.005466
1280.907852,0.005514
1281.206930,0.005563
1281.508657,0.005613
1281.813034,0.005662
1282.120068,0.005711
1282.429786,0.005761
1282.742191,0.005811
1283.057293,0.005861
1283.375111,0.005911
1283.695648,0.005962
1284.018923,0.006013
1284.344944,0.006064
1284.673728,0.006115
1285.005284,0.006166
1285.339614,0.006218
1285.676743,0.006269
1286.016685,0.006322
1286.359443,0.006374
1286.705034,0.006426
1287.053470,0.006479
1287.404759,0.006532
1287.758911,0.006585
1288.115937,0.006639
1288.475856,0.006692
1288.838678,0.006746
1289.204418,0.006800
1289.573082,0.006855
1289.944684,0.006909
1290.319232,0.006964
1290.696741,0.007019
1291.077219,0.007074
1291.460679,0.007129
1291.847137,0.007185
1292.236600,0.007241
1292.629076,0.007296
1293.024587,0.007353
1293.423137,0.007409
1293.824739,0.007466
1294.229400,0.007523
1294.637109,0.007578
1295.047824,0.007634
1295.461554,0.007690
1295.878307,0.007746
1296.298099,0.007803
1296.720928,0.007859
1297.146820,0.007916
1297.575772,0.007972
1298.007807,0.008030
1298.442925,0.008087
1298.881141,0.008144
1299.322472,0.008202
1299.766924,0.008260
1300.214494,0.008318
1300.665205,0.008376
1301.119065,0.008435
1301.576091,0.008493
1302.036289,0.008552
1302.499663,0.008611
1302.966221,0.008670
1303.435982,0.008730
1303.908953,0.008789
1304.385148,0.008849
1304.864569,0.008909
1305.347229,0.008968
1305.833142,0.009029
1306.322314,0.009090
1306.814750,0.009150
1307.310467,0.009211
1307.809466,0.009272
1308.311711,0.009331
1308.817174,0.009391
1309.325859,0.009451
1309.837779,0.009510
1310.352941,0.009571
1310.871351,0.009630
1311.393018,0.009691
1311.917953,0.009752
1312.446168,0.009812
1312.977667,0.009874
1313.512460,0.009935
1314.050557,0.009996
1314.591960,0.010057
1315.136678,0.010119
1315.684727,0.010181
1316.236115,0.010243
1316.790847,0.010304
1317.348927,0.010367
1317.910371,0.010429
1318.475183,0.010491
1319.043378,0.010554
1319.614952,0.010617
1320.018761,0.000235
1320.031895,0.000252
1320.045984,0.000271
1320.061126,0.000291
1320.077434,0.000314
1320.095030,0.000339
1320.114047,0.000367
1320.134635,0.000397
1320.156939,0.000430
1320.181125,0.000467
1320.207355,0.000506
1320.235780,0.000548
1320.266558,0.000593
1320.299827,0.000641
1320.335713,0.000690
1320.374323,0.000741
1320.415745,0.000794
1320.460052,0.000848
1320.507303,0.000903
1320.557553,0.000959
1320.610843,0.001016
1320.667223,0.001073
1320.726734,0.001132
1320.789425,0.001191
1320.855337,0.001251
1320.924519,0.001312
1320.997032,0.001374
1321.072929,0.001438
1321.152261,0.001502
1321.235085,0.001567
1321.321475,0.001634
1321.411492,0.001701
1321.505205,0.001771
1321.602681,0.001841
1321.703995,0.001913
1321.809215,0.001986
1321.918420,0.002060
1322.031686,0.002136
1322.149094,0.002214
1322.270730,0.002293
1322.396676,0.002373
1322.527017,0.002456
1322.661855,0.002540
1322.801268,0.002625
1322.945361,0.002713
1323.094230,0.002803
1323.247981,0.002894
1323.406718,0.002988
1323.570545,0.003083
1323.739575,0.003180
1323.913932,0.003280
1324.093727,0.003382
1324.279086,0.003486
1324.470141,0.003592
1324.667010,0.003702
1324.869826,0.003813
1325.078742,0.003927
1325.293896,0.004044
1325.515446,0.004164
1325.743545,0.004287
1325.978343,0.004412
1326.220009,0.004541
1326.468716,0.004673
1326.724636,0.004808
1326.987953,0.004947
1327.258858,0.005090
1327.537551,0.005236
1327.824230,0.005385
1328.119101,0.005539
1328.422310,0.005694
1328.734003,0.005853
1329.054399,0.006016
1329.383737,0.006185
1329.722263,0.006357
1330.070229,0.006535
1330.427907,0.006717
1330.795569,0.006905
1331.173490,0.007097
1331.561980,0.007295
1331.961334,0.007500
1332.371878,0.007710
1332.793939,0.007927
1333.227870,0.008150
1333.674030,0.008380
1334.132801,0.008617
1334.604568,0.008861
1335.089737,0.009114
1335.588742,0.009374
1336.102021,0.009643
1336.630047,0.009920
1337.173296,0.010207
1337.732284,0.010503
1338.307538,0.010810
1338.899616,0.011127
1339.509101,0.011455
1340.136594,0.011794
1340.782738,0.012146
1341.448207,0.012510
1342.133703,0.012888
1342.839965,0.013280
1343.567769,0.013686
1344.317932,0.014108
1345.091315,0.014547
1345.888824,0.015002
1346.711414,0.015476
1347.560098,0.015969
1348.435934,0.016482
1349.340053,0.017017
1350.273644,0.017574
1351.237970,0.018156
1352.234370,0.018763
1353.264262,0.019397
1354.329155,0.020060
1355.430409,0.020746
1356.569522,0.021462
1357.748293,0.022215
1358.968625,0.023003
1360.232557,0.023831
1361.542277,0.024701
1362.900130,0.025615
1364.308624,0.026578
1365.770485,0.027593
1367.288633,0.028664
1368.866219,0.029797
1370.506672,0.030995
1372.213695,0.032264
1373.991330,0.033613
1375.843979,0.035045
1377.776452,0.036572
1379.794028,0.038201
1380.214755,0.004743
1380.551225,0.007737
1381.037367,0.010224
1381.645600,0.012286
1382.357268,0.014067
1383.159662,0.015653
1384.043585,0.017078
1384.999969,0.018355
1386.023497,0.019567
1387.111106,0.020730
1388.260626,0.021861
1389.470590,0.022970
1390.740104,0.024068
1392.068758,0.025162
1393.456094,0.026234
1394.901100,0.027306
1396.404412,0.028395
1397.967009,0.029504
1399.590121,0.030637
1401.275194,0.031800
1403.023900,0.032995
1404.838136,0.034228
1406.720016,0.035502
1408.671774,0.036812
1410.695040,0.038158
1412.792420,0.039558
1414.966965,0.041018
1417.222010,0.042542
