t_h,dt_s,est_rel,n_accept
13.700000,60.00000000,4.309496e-07,1313
13.716667,60.00000000,4.291792e-07,1314
13.733333,60.00000000,4.274164e-07,1315
13.750000,60.00000000,4.256609e-07,1316
13.766667,60.00000000,4.239129e-07,1317
13.783333,60.00000000,4.221723e-07,1318
13.800000,60.00000000,4.204390e-07,1319
13.816667,60.00000000,4.187131e-07,1320
13.833333,60.00000000,4.169945e-07,1321
13.850000,60.00000000,4.152831e-07,1322
13.866667,60.00000000,4.135791e-07,1323
13.883333,60.00000000,4.118822e-07,1324
13.900000,60.00000000,4.101926e-07,1325
13.916667,60.00000000,4.085101e-07,1326
13.933333,60.00000000,4.068348e-07,1327
13.950000,60.00000000,4.051666e-07,1328
13.966667,60.00000000,4.035055e-07,1329
13.983333,60.00000000,4.018515e-07,1330
14.000000,60.00000000,4.002045e-07,1331
14.016667,60.00000000,3.985645e-07,1332
14.033333,60.00000000,3.969316e-07,1333
14.050000,60.00000000,3.953056e-07,1334
14.066667,60.00000000,3.936865e-07,1335
14.083333,60.00000000,3.920744e-07,1336
14.100000,60.00000000,3.904691e-07,1337
14.116667,60.00000000,3.888707e-07,1338
14.133333,60.00000000,3.872791e-07,1339
14.150000,60.00000000,3.856944e-07,1340
14.166667,60.00000000,3.841164e-07,1341
14.183333,60.00000000,3.825452e-07,1342
14.200000,60.00000000,3.809808e-07,1343
14.216667,60.00000000,3.794230e-07,1344
14.233333,60.00000000,3.778719e-07,1345
14.250000,60.00000000,3.763275e-07,1346
14.266667,60.00000000,3.747897e-07,1347
14.283333,60.00000000,3.732585e-07,1348
14.300000,60.00000000,3.717339e-07,1349
14.316667,60.00000000,3.702159e-07,1350
14.333333,60.00000000,3.687044e-07,1351
14.350000,60.00000000,3.671994e-07,1352
14.366667,60.00000000,3.657009e-07,1353
14.383333,60.00000000,3.642089e-07,1354
14.400000,60.00000000,3.627232e-07,1355
14.416667,60.00000000,3.612440e-07,1356
14.433333,60.00000000,3.597712e-07,1357
14.450000,60.00000000,3.583047e-07,1358
14.466667,60.00000000,3.568446e-07,1359
14.483333,60.00000000,3.553908e-07,1360
14.500000,60.00000000,3.539433e-07,1361
14.516667,60.00000000,3.525020e-07,1362
14.533333,60.00000000,3.510670e-07,1363
14.550000,60.00000000,3.496381e-07,1364
14.566667,60.00000000,3.482155e-07,1365
14.583333,60.00000000,3.467991e-07,1366
14.600000,60.00000000,3.453887e-07,1367
14.616667,60.00000000,3.439846e-07,1368
14.633333,60.00000000,3.425864e-07,1369
14.650000,60.00000000,3.411944e-07,1370
14.666667,60.00000000,3.398084e-07,1371
14.683333,60.00000000,3.384285e-07,1372
14.700000,60.00000000,3.370545e-07,1373
14.716667,60.00000000,3.356865e-07,1374
14.733333,60.00000000,3.343245e-07,1375
14.750000,60.00000000,3.329684e-07,1376
14.766667,60.00000000,3.316182e-07,1377
14.783333,60.00000000,3.302739e-07,1378
14.800000,60.00000000,3.289355e-07,1379
14.816667,60.00000000,3.276028e-07,1380
14.833333,60.00000000,3.262760e-07,1381
14.850000,60.00000000,3.249550e-07,1382
14.866667,60.00000000,3.236398e-07,1383
14.883333,60.00000000,3.223303e-07,1384
14.900000,60.00000000,3.210265e-07,1385
14.916667,60.00000000,3.197285e-07,1386
14.933333,60.00000000,3.184361e-07,1387
14.950000,60.00000000,3.171493e-07,1388
14.966667,60.00000000,3.158682e-07,1389
14.983333,60.00000000,3.145927e-07,1390
15.000000,60.00000000,3.133228e-07,1391
15.016667,60.00000000,3.120585e-07,1392
15.033333,60.00000000,3.107997e-07,1393
15.050000,60.00000000,3.095464e-07,1394
15.066667,60.00000000,3.082986e-07,1395
15.083333,60.00000000,3.070563e-07,1396
15.100000,60.00000000,3.058194e-07,1397
15.116667,60.00000000,3.045880e-07,1398
15.133333,60.00000000,3.033620e-07,1399
15.150000,60.00000000,3.021414e-07,1400
15.166667,60.00000000,3.009261e-07,1401
15.183333,60.00000000,2.997162e-07,1402
15.200000,60.00000000,2.985116e-07,1403
15.216667,60.00000000,2.973123e-07,1404
15.233333,60.00000000,2.961183e-07,1405
15.250000,60.00000000,2.949295e-07,1406
15.266667,60.00000000,2.937460e-07,1407
15.283333,60.00000000,2.925677e-07,1408
15.300000,60.00000000,2.913946e-07,1409
15.316667,60.00000000,2.902267e-07,1410
15.333333,60.00000000,2.890639e-07,1411
15.350000,60.00000000,2.879062e-07,1412
15.366667,60.00000000,2.867537e-07,1413
15.383333,60.00000000,2.856062e-07,1414
15.400000,60.00000000,2.844638e-07,1415
15.416667,60.00000000,2.833265e-07,1416
15.433333,60.00000000,2.821942e-07,1417
15.450000,60.00000000,2.810668e-07,1418
15.466667,60.00000000,2.799445e-07,1419
15.483333,60.00000000,2.788271e-07,1420
15.500000,60.00000000,2.777147e-07,1421
15.516667,60.00000000,2.766072e-07,1422
15.533333,60.00000000,2.755046e-07,1423
15.550000,60.00000000,2.744069e-07,1424
15.566667,60.00000000,2.733140e-07,1425
15.583333,60.00000000,2.722260e-07,1426
15.600000,60.00000000,2.711428e-07,1427
15.616667,60.00000000,2.700644e-07,1428
15.633333,60.00000000,2.689908e-07,1429
15.650000,60.00000000,2.679219e-07,1430
15.666667,60.00000000,2.668578e-07,1431
15.683333,60.00000000,2.657984e-07,1432
15.700000,60.00000000,2.647437e-07,1433
15.716667,60.00000000,2.636937e-07,1434
15.733333,60.00000000,2.626483e-07,1435
15.750000,60.00000000,2.616076e-07,1436
15.766667,60.00000000,2.605715e-07,1437
15.783333,60.00000000,2.595400e-07,1438
15.800000,60.00000000,2.585131e-07,1439
15.816667,60.00000000,2.574907e-07,1440
15.833333,60.00000000,2.564729e-07,1441
15.850000,60.00000000,2.554596e-07,1442
15.866667,60.00000000,2.544508e-07,1443
15.883333,60.00000000,2.534408e-07,1444
15.900000,60.00000000,2.524353e-07,1445
15.916667,60.00000000,2.514399e-07,1446
15.933333,60.00000000,2.504490e-07,1447
15.950000,60.00000000,2.494625e-07,1448
15.966667,60.00000000,2.484804e-07,1449
15.983333,60.00000000,2.475026e-07,1450
16.000000,60.00000000,2.465292e-07,1451
16.016667,60.00000000,2.455601e-07,1452
16.033333,60.00000000,2.445954e-07,1453
16.050000,60.00000000,2.436349e-07,1454
16.066667,60.00000000,2.426787e-07,1455
16.083333,60.00000000,2.417268e-07,1456
16.100000,60.00000000,2.407791e-07,1457
16.116667,60.00000000,2.398357e-07,1458
16.133333,60.00000000,2.388964e-07,1459
16.150000,60.00000000,2.379614e-07,1460
16.166667,60.00000000,2.370305e-07,1461
16.183333,60.00000000,2.361037e-07,1462
16.200000,60.00000000,2.351843e-07,1463
16.216667,60.00000000,2.342658e-07,1464
16.233333,60.00000000,2.333513e-07,1465
16.250000,60.00000000,2.324410e-07,1466
16.266667,60.00000000,2.315347e-07,1467
16.283333,60.00000000,2.306325e-07,1468
16.300000,60.00000000,2.297343e-07,1469
16.316667,60.00000000,2.288400e-07,1470
16.333333,60.00000000,2.279498e-07,1471
16.350000,60.00000000,2.270636e-07,1472
16.366667,60.00000000,2.261813e-07,1473
16.383333,60.00000000,2.253029e-07,1474
16.400000,60.00000000,2.244285e-07,1475
16.416667,60.00000000,2.235579e-07,1476
16.433333,60.00000000,2.226913e-07,1477
16.450000,60.00000000,2.218285e-07,1478
16.466667,60.00000000,2.209696e-07,1479
16.483333,60.00000000,2.201145e-07,1480
16.500000,60.00000000,2.192632e-07,1481
16.516667,60.00000000,2.184157e-07,1482
16.533333,60.00000000,2.175720e-07,1483
16.550000,60.00000000,2.167320e-07,1484
16.566667,60.00000000,2.158958e-07,1485
16.583333,60.00000000,2.150634e-07,1486
16.600000,60.00000000,2.142346e-07,1487
16.616667,60.00000000,2.134096e-07,1488
16.633333,60.00000000,2.125882e-07,1489
16.650000,60.00000000,2.117705e-07,1490
16.666667,60.00000000,2.109565e-07,1491
16.683333,60.00000000,2.101461e-07,1492
16.700000,60.00000000,2.093393e-07,1493
16.716667,60.00000000,2.085361e-07,1494
16.733333,60.00000000,2.077365e-07,1495
16.750000,60.00000000,2.069404e-07,1496
16.766667,60.00000000,2.061479e-07,1497
16.783333,60.00000000,2.053590e-07,1498
16.800000,60.00000000,2.045735e-07,1499
16.816667,60.00000000,2.037916e-07,1500
16.833333,60.00000000,2.030131e-07,1501
16.850000,60.00000000,2.022382e-07,1502
16.866667,60.00000000,2.014667e-07,1503
16.883333,60.00000000,2.006986e-07,1504
16.900000,60.00000000,1.999339e-07,1505
16.916667,60.00000000,1.991727e-07,1506
16.933333,60.00000000,1.984148e-07,1507
16.950000,60.00000000,1.976604e-07,1508
16.966667,60.00000000,1.969093e-07,1509
16.983333,60.00000000,1.961615e-07,1510
17.000000,60.00000000,1.954171e-07,1511
17.016667,60.00000000,1.946760e-07,1512
17.033333,60.00000000,1.939382e-07,1513
17.050000,60.00000000,1.932037e-07,1514
17.066667,60.00000000,1.924724e-07,1515
17.083333,60.00000000,1.917445e-07,1516
17.100000,60.00000000,1.910197e-07,1517
17.116667,60.00000000,1.902982e-07,1518
17.133333,60.00000000,1.895799e-07,1519
17.150000,60.00000000,1.888648e-07,1520
17.166667,60.00000000,1.881529e-07,1521
17.183333,60.00000000,1.874441e-07,1522
17.200000,60.00000000,1.867386e-07,1523
17.216667,60.00000000,1.860361e-07,1524
17.233333,60.00000000,1.853368e-07,1525
17.250000,60.00000000,1.846406e-07,1526
17.266667,60.00000000,1.839474e-07,1527
17.283333,60.00000000,1.832574e-07,1528
17.300000,60.00000000,1.825704e-07,1529
17.316667,60.00000000,1.818865e-07,1530
17.333333,60.00000000,1.812057e-07,1531
17.350000,60.00000000,1.805278e-07,1532
17.366667,60.00000000,1.798530e-07,1533
17.383333,60.00000000,1.791811e-07,1534
17.400000,60.00000000,1.785123e-07,1535
17.416667,60.00000000,1.778464e-07,1536
17.433333,60.00000000,1.771835e-07,1537
17.450000,60.00000000,1.765235e-07,1538
17.466667,60.00000000,1.758664e-07,1539
17.483333,60.00000000,1.752123e-07,1540
17.500000,60.00000000,1.745611e-07,1541
17.516667,60.00000000,1.739127e-07,1542
17.533333,60.00000000,1.732672e-07,1543
17.550000,60.00000000,1.726246e-07,1544
17.566667,60.00000000,1.719849e-07,1545
17.583333,60.00000000,1.713479e-07,1546
17.600000,60.00000000,1.707138e-07,1547
17.616667,60.00000000,1.700825e-07,1548
17.633333,60.00000000,1.694540e-07,1549
17.650000,60.00000000,1.688283e-07,1550
17.666667,60.00000000,1.682054e-07,1551
17.683333,60.00000000,1.675852e-07,1552
17.700000,60.00000000,1.669677e-07,1553
17.716667,60.00000000,1.663530e-07,1554
17.733333,60.00000000,1.657410e-07,1555
17.750000,60.00000000,1.651317e-07,1556
17.766667,60.00000000,1.645251e-07,1557
17.783333,60.00000000,1.639212e-07,1558
17.800000,60.00000000,1.633199e-07,1559
17.816667,60.00000000,1.627213e-07,1560
17.833333,60.00000000,1.621254e-07,1561
17.850000,60.00000000,1.615320e-07,1562
17.866667,60.00000000,1.609413e-07,1563
17.883333,60.00000000,1.603532e-07,1564
17.900000,60.00000000,1.597677e-07,1565
17.916667,60.00000000,1.591848e-07,1566
17.933333,60.00000000,1.586044e-07,1567
17.950000,60.00000000,1.580266e-07,1568
17.966667,60.00000000,1.574513e-07,1569
17.983333,60.00000000,1.568786e-07,1570
18.000000,60.00000000,1.563084e-07,1571
18.016667,60.00000000,1.557407e-07,1572
18.033333,60.00000000,1.551755e-07,1573
18.050000,60.00000000,1.546128e-07,1574
18.066667,60.00000000,1.540525e-07,1575
18.083333,60.00000000,1.534947e-07,1576
18.100000,60.00000000,1.529394e-07,1577
18.116667,60.00000000,1.523865e-07,1578
18.133333,60.00000000,1.518360e-07,1579
18.150000,60.00000000,1.512880e-07,1580
18.166667,60.00000000,1.507423e-07,1581
18.183333,60.00000000,1.501991e-07,1582
18.200000,60.00000000,1.496582e-07,1583
18.216667,60.00000000,1.491197e-07,1584
18.233333,60.00000000,1.485836e-07,1585
18.250000,60.00000000,1.480497e-07,1586
18.266667,60.00000000,1.475183e-07,1587
18.283333,60.00000000,1.469891e-07,1588
18.300000,60.00000000,1.464623e-07,1589
18.316667,60.00000000,1.459378e-07,1590
18.333333,60.00000000,1.454156e-07,1591
18.350000,60.00000000,1.448956e-07,1592
18.366667,60.00000000,1.443779e-07,1593
18.383333,60.00000000,1.438625e-07,1594
18.400000,60.00000000,1.433494e-07,1595
18.416667,60.00000000,1.428384e-07,1596
18.433333,60.00000000,1.423297e-07,1597
18.450000,60.00000000,1.418232e-07,1598
18.466667,60.00000000,1.413189e-07,1599
18.483333,60.00000000,1.408169e-07,1600
18.500000,60.00000000,1.403170e-07,1601
18.516667,60.00000000,1.398192e-07,1602
18.533333,60.00000000,1.393237e-07,1603
18.550000,60.00000000,1.388303e-07,1604
18.566667,60.00000000,1.383390e-07,1605
18.583333,60.00000000,1.378499e-07,1606
18.600000,60.00000000,1.373629e-07,1607
18.616667,60.00000000,1.368780e-07,1608
18.633333,60.00000000,1.363952e-07,1609
18.650000,60.00000000,1.359145e-07,1610
18.666667,60.00000000,1.354359e-07,1611
18.683333,60.00000000,1.349594e-07,1612
18.700000,60.00000000,1.344849e-07,1613
18.716667,60.00000000,1.340125e-07,1614
18.733333,60.00000000,1.335421e-07,1615
18.750000,60.00000000,1.330738e-07,1616
18.766667,60.00000000,1.326075e-07,1617
18.783333,60.00000000,1.321432e-07,1618
18.800000,60.00000000,1.316809e-07,1619
18.816667,60.00000000,1.312206e-07,1620
18.833333,60.00000000,1.307623e-07,1621
18.850000,60.00000000,1.303059e-07,1622
18.866667,60.00000000,1.298516e-07,1623
18.883333,60.00000000,1.293992e-07,1624
18.900000,60.00000000,1.289487e-07,1625
18.916667,60.00000000,1.285002e-07,1626
18.933333,60.00000000,1.280536e-07,1627
18.950000,60.00000000,1.276089e-07,1628
18.966667,60.00000000,1.271661e-07,1629
18.983333,60.00000000,1.267253e-07,1630
19.000000,60.00000000,1.262863e-07,1631
19.016667,60.00000000,1.258492e-07,1632
19.033333,60.00000000,1.254140e-07,1633
19.050000,60.00000000,1.249807e-07,1634
19.066667,60.00000000,1.245492e-07,1635
19.083333,60.00000000,1.241196e-07,1636
19.100000,60.00000000,1.236918e-07,1637
19.116667,60.00000000,1.232658e-07,1638
19.133333,60.00000000,1.228417e-07,1639
19.150000,60.00000000,1.224194e-07,1640
19.166667,60.00000000,1.219988e-07,1641
19.183333,60.00000000,1.215801e-07,1642
19.200000,60.00000000,1.211632e-07,1643
19.216667,60.00000000,1.207480e-07,1644
19.233333,60.00000000,1.203346e-07,1645
19.250000,60.00000000,1.199230e-07,1646
19.266667,60.00000000,1.195131e-07,1647
19.283333,60.00000000,1.191050e-07,1648
19.300000,60.00000000,1.186986e-07,1649
19.316667,60.00000000,1.182940e-07,1650
19.333333,60.00000000,1.178910e-07,1651
19.350000,60.00000000,1.174898e-07,1652
19.366667,60.00000000,1.170903e-07,1653
19.383333,60.00000000,1.166924e-07,1654
19.400000,60.00000000,1.162963e-07,1655
19.416667,60.00000000,1.159018e-07,1656
19.433333,60.00000000,1.155090e-07,1657
19.450000,60.00000000,1.151069e-07,1658
19.466667,60.00000000,1.147065e-07,1659
19.483333,60.00000000,1.143187e-07,1660
19.500000,60.00000000,1.139325e-07,1661
19.516667,60.00000000,1.135480e-07,1662
19.533333,60.00000000,1.131652e-07,1663
19.550000,60.00000000,1.127839e-07,1664
19.566667,60.00000000,1.124043e-07,1665
19.583333,60.00000000,1.120262e-07,1666
19.600000,60.00000000,1.116497e-07,1667
19.616667,60.00000000,1.112749e-07,1668
19.633333,60.00000000,1.109016e-07,1669
19.650000,60.00000000,1.105298e-07,1670
19.666667,60.00000000,1.101597e-07,1671
19.683333,60.00000000,1.097911e-07,1672
19.700000,60.00000000,1.094240e-07,1673
19.716667,60.00000000,1.090585e-07,1674
19.733333,60.00000000,1.086945e-07,1675
19.750000,60.00000000,1.083321e-07,1676
19.766667,60.00000000,1.079711e-07,1677
19.783333,60.00000000,1.076117e-07,1678
19.800000,60.00000000,1.072538e-07,1679
19.816667,60.00000000,1.068974e-07,1680
19.833333,60.00000000,1.065424e-07,1681
19.850000,60.00000000,1.061890e-07,1682
19.866667,60.00000000,1.058370e-07,1683
19.883333,60.00000000,1.054865e-07,1684
19.900000,60.00000000,1.051374e-07,1685
19.916667,60.00000000,1.047899e-07,1686
19.933333,60.00000000,1.044498e-07,1687
19.950000,60.00000000,1.041051e-07,1688
19.966667,60.00000000,1.037618e-07,1689
19.983333,60.00000000,1.034199e-07,1690
20.000000,60.00000000,1.030795e-07,1691
20.016667,60.00000000,1.027405e-07,1692
20.033333,60.00000000,1.024029e-07,1693
20.050000,60.00000000,1.020667e-07,1694
20.066667,60.00000000,1.017319e-07,1695
20.083333,60.00000000,1.013984e-07,1696
20.100000,60.00000000,1.010664e-07,1697
20.116667,60.00000000,1.007357e-07,1698
20.133333,60.00000000,1.004064e-07,1699
20.150000,60.00000000,1.000785e-07,1700
20.166667,60.00000000,9.975188e-08,1701
20.183333,60.00000000,9.942664e-08,1702
20.200000,60.00000000,9.910274e-08,1703
20.216667,60.00000000,9.878017e-08,1704
20.233333,60.00000000,9.845894e-08,1705
20.250000,60.00000000,9.813903e-08,1706
20.266667,60.00000000,9.782043e-08,1707
20.283333,60.00000000,9.750315e-08,1708
20.300000,60.00000000,9.718717e-08,1709
20.316667,60.00000000,9.687249e-08,1710
20.333333,60.00000000,9.655909e-08,1711
20.350000,60.00000000,9.624699e-08,1712
20.366667,60.00000000,9.593616e-08,1713
20.383333,60.00000000,9.562661e-08,1714
20.400000,60.00000000,9.531833e-08,1715
20.416667,60.00000000,9.501131e-08,1716
20.433333,60.00000000,9.470554e-08,1717
20.450000,60.00000000,9.440102e-08,1718
20.466667,60.00000000,9.409775e-08,1719
20.483333,60.00000000,9.379571e-08,1720
20.500000,60.00000000,9.349491e-08,1721
20.516667,60.00000000,9.319533e-08,1722
20.533333,60.00000000,9.289697e-08,1723
20.550000,60.00000000,9.259983e-08,1724
20.566667,60.00000000,9.230390e-08,1725
20.583333,60.00000000,9.200917e-08,1726
20.600000,60.00000000,9.171564e-08,1727
20.616667,60.00000000,9.142330e-08,1728
20.633333,60.00000000,9.113214e-08,1729
20.650000,60.00000000,9.084217e-08,1730
20.666667,60.00000000,9.055337e-08,1731
20.683333,60.00000000,9.026575e-08,1732
20.700000,60.00000000,8.997928e-08,1733
20.716667,60.00000000,8.969398e-08,1734
20.733333,60.00000000,8.940983e-08,1735
20.750000,60.00000000,8.912682e-08,1736
20.766667,60.00000000,8.884496e-08,1737
20.783333,60.00000000,8.856424e-08,1738
20.800000,60.00000000,8.828464e-08,1739
20.816667,60.00000000,8.800618e-08,1740
20.833333,60.00000000,8.772883e-08,1741
20.850000,60.00000000,8.745260e-08,1742
20.866667,60.00000000,8.717749e-08,1743
20.883333,60.00000000,8.690347e-08,1744
20.900000,60.00000000,8.663056e-08,1745
20.916667,60.00000000,8.635874e-08,1746
20.933333,60.00000000,8.608802e-08,1747
20.950000,60.00000000,8.581837e-08,1748
20.966667,60.00000000,8.554981e-08,1749
20.983333,60.00000000,8.528233e-08,1750
21.000000,60.00000000,8.501591e-08,1751
21.016667,60.00000000,8.475056e-08,1752
21.033333,60.00000000,8.448626e-08,1753
21.050000,60.00000000,8.422302e-08,1754
21.066667,60.00000000,8.396084e-08,1755
21.083333,60.00000000,8.369969e-08,1756
21.100000,60.00000000,8.343959e-08,1757
21.116667,60.00000000,8.318052e-08,1758
21.133333,60.00000000,8.292249e-08,1759
21.150000,60.00000000,8.266548e-08,1760
21.166667,60.00000000,8.240949e-08,1761
21.183333,60.00000000,8.215451e-08,1762
21.200000,60.00000000,8.190055e-08,1763
21.216667,60.00000000,8.164759e-08,1764
21.233333,60.00000000,8.139564e-08,1765
21.250000,60.00000000,8.114469e-08,1766
21.266667,60.00000000,8.089472e-08,1767
21.283333,60.00000000,8.064575e-08,1768
21.300000,60.00000000,8.039776e-08,1769
21.316667,60.00000000,8.015074e-08,1770
21.333333,60.00000000,7.990471e-08,1771
21.350000,60.00000000,7.965964e-08,1772
21.366667,60.00000000,7.941554e-08,1773
21.383333,60.00000000,7.917240e-08,1774
21.400000,60.00000000,7.893021e-08,1775
21.416667,60.00000000,7.868898e-08,1776
21.433333,60.00000000,7.844870e-08,1777
21.450000,60.00000000,7.820936e-08,1778
21.466667,60.00000000,7.797095e-08,1779
21.483333,60.00000000,7.773349e-08,1780
21.500000,60.00000000,7.749695e-08,1781
21.516667,60.00000000,7.726134e-08,1782
21.533333,60.00000000,7.702665e-08,1783
21.550000,60.00000000,7.679288e-08,1784
21.566667,60.00000000,7.656002e-08,1785
21.583333,60.00000000,7.632807e-08,1786
21.600000,60.00000000,7.609703e-08,1787
21.616667,60.00000000,7.586689e-08,1788
21.633333,60.00000000,7.563764e-08,1789
21.650000,60.00000000,7.540929e-08,1790
21.666667,60.00000000,7.518182e-08,1791
21.683333,60.00000000,7.495524e-08,1792
21.700000,60.00000000,7.472954e-08,1793
21.716667,60.00000000,7.450472e-08,1794
21.733333,60.00000000,7.428077e-08,1795
21.750000,60.00000000,7.405768e-08,1796
21.766667,60.00000000,7.383546e-08,1797
21.783333,60.00000000,7.361411e-08,1798
21.800000,60.00000000,7.339360e-08,1799
21.816667,60.00000000,7.317395e-08,1800
21.833333,60.00000000,7.295515e-08,1801
21.850000,60.00000000,7.273719e-08,1802
21.866667,60.00000000,7.252008e-08,1803
21.883333,60.00000000,7.230380e-08,1804
21.900000,60.00000000,7.208835e-08,1805
21.916667,60.00000000,7.187374e-08,1806
21.933333,60.00000000,7.165995e-08,1807
21.950000,60.00000000,7.144698e-08,1808
21.966667,60.00000000,7.123483e-08,1809
21.983333,60.00000000,7.102349e-08,1810
22.000000,60.00000000,7.081297e-08,1811
22.016667,60.00000000,7.060325e-08,1812
22.033333,60.00000000,7.039433e-08,1813
22.050000,60.00000000,7.018622e-08,1814
22.066667,60.00000000,6.997890e-08,1815
22.083333,60.00000000,6.977237e-08,1816
22.100000,60.00000000,6.956663e-08,1817
22.116667,60.00000000,6.936168e-08,1818
22.133333,60.00000000,6.915751e-08,1819
22.150000,60.00000000,6.895411e-08,1820
22.166667,60.00000000,6.875150e-08,1821
22.183333,60.00000000,6.854965e-08,1822
22.200000,60.00000000,6.834857e-08,1823
22.216667,60.00000000,6.814825e-08,1824
22.233333,60.00000000,6.794870e-08,1825
22.250000,60.00000000,6.774990e-08,1826
22.266667,60.00000000,6.755186e-08,1827
22.283333,60.00000000,6.735456e-08,1828
22.300000,60.00000000,6.715802e-08,1829
22.316667,60.00000000,6.696221e-08,1830
22.333333,60.00000000,6.676715e-08,1831
22.350000,60.00000000,6.657283e-08,1832
22.366667,60.00000000,6.637923e-08,1833
22.383333,60.00000000,6.618637e-08,1834
22.400000,60.00000000,6.599424e-08,1835
22.416667,60.00000000,6.580283e-08,1836
22.433333,60.00000000,6.561214e-08,1837
22.450000,60.00000000,6.542217e-08,1838
22.466667,60.00000000,6.523291e-08,1839
22.483333,60.00000000,6.504436e-08,1840
22.500000,60.00000000,6.485652e-08,1841
22.516667,60.00000000,6.466939e-08,1842
22.533333,60.00000000,6.448296e-08,1843
22.550000,60.00000000,6.429722e-08,1844
22.566667,60.00000000,6.411218e-08,1845
22.583333,60.00000000,6.392783e-08,1846
22.600000,60.00000000,6.374418e-08,1847
22.616667,60.00000000,6.356120e-08,1848
22.633333,60.00000000,6.337891e-08,1849
22.650000,60.00000000,6.319730e-08,1850
22.666667,60.00000000,6.301637e-08,1851
22.683333,60.00000000,6.283611e-08,1852
22.700000,60.00000000,6.265652e-08,1853
22.716667,60.00000000,6.247760e-08,1854
22.733333,60.00000000,6.229935e-08,1855
22.750000,60.00000000,6.212175e-08,1856
22.766667,60.00000000,6.194482e-08,1857
22.783333,60.00000000,6.176854e-08,1858
22.800000,60.00000000,6.159291e-08,1859
22.816667,60.00000000,6.141794e-08,1860
22.833333,60.00000000,6.124361e-08,1861
22.850000,60.00000000,6.106992e-08,1862
22.866667,60.00000000,6.089688e-08,1863
22.883333,60.00000000,6.072448e-08,1864
22.900000,60.00000000,6.055271e-08,1865
22.916667,60.00000000,6.038157e-08,1866
22.933333,60.00000000,6.021107e-08,1867
22.950000,60.00000000,6.004119e-08,1868
22.966667,60.00000000,5.987194e-08,1869
22.983333,60.00000000,5.970331e-08,1870
23.000000,60.00000000,5.953530e-08,1871
23.016667,60.00000000,5.936791e-08,1872
23.033333,60.00000000,5.920113e-08,1873
23.050000,60.00000000,5.903496e-08,1874
23.066667,60.00000000,5.886940e-08,1875
23.083333,60.00000000,5.870444e-08,1876
23.100000,60.00000000,5.854009e-08,1877
23.116667,60.00000000,5.837634e-08,1878
23.133333,60.00000000,5.821318e-08,1879
23.150000,60.00000000,5.805063e-08,1880
23.166667,60.00000000,5.788866e-08,1881
23.183333,60.00000000,5.772728e-08,1882
23.200000,60.00000000,5.756650e-08,1883
23.216667,60.00000000,5.740629e-08,1884
23.233333,60.00000000,5.724667e-08,1885
23.250000,60.00000000,5.708763e-08,1886
23.266667,60.00000000,5.692917e-08,1887
23.283333,60.00000000,5.677128e-08,1888
23.300000,60.00000000,5.661396e-08,1889
23.316667,60.00000000,5.645721e-08,1890
23.333333,60.00000000,5.630103e-08,1891
23.350000,60.00000000,5.614542e-08,1892
23.366667,60.00000000,5.599036e-08,1893
23.383333,60.00000000,5.583587e-08,1894
23.400000,60.00000000,5.568193e-08,1895
23.416667,60.00000000,5.552855e-08,1896
23.433333,60.00000000,5.537573e-08,1897
23.450000,60.00000000,5.522345e-08,1898
23.466667,60.00000000,5.507172e-08,1899
23.483333,60.00000000,5.492053e-08,1900
23.500000,60.00000000,5.476989e-08,1901
23.516667,60.00000000,5.461979e-08,1902
23.533333,60.00000000,5.447023e-08,1903
23.550000,60.00000000,5.432120e-08,1904
23.566667,60.00000000,5.417271e-08,1905
23.583333,60.00000000,5.402475e-08,1906
23.600000,60.00000000,5.387731e-08,1907
23.616667,60.00000000,5.373041e-08,1908
23.633333,60.00000000,5.358403e-08,1909
23.650000,60.00000000,5.343817e-08,1910
23.666667,60.00000000,5.329283e-08,1911
23.683333,60.00000000,5.314801e-08,1912
23.700000,60.00000000,5.300371e-08,1913
23.716667,60.00000000,5.285992e-08,1914
23.733333,60.00000000,5.271664e-08,1915
23.750000,60.00000000,5.257386e-08,1916
23.766667,60.00000000,5.243160e-08,1917
23.783333,60.00000000,5.228984e-08,1918
23.800000,60.00000000,5.214858e-08,1919
23.816667,60.00000000,5.200783e-08,1920
23.833333,60.00000000,5.186757e-08,1921
23.850000,60.00000000,5.172781e-08,1922
23.866667,60.00000000,5.158854e-08,1923
23.883333,60.00000000,5.144976e-08,1924
23.900000,60.00000000,5.131147e-08,1925
23.916667,60.00000000,5.117367e-08,1926
23.933333,60.00000000,5.103636e-08,1927
23.950000,60.00000000,5.089953e-08,1928
23.966667,60.00000000,5.076318e-08,1929
23.983333,60.00000000,5.062731e-08,1930
24.000000,60.00000000,5.049192e-08,1931
24.016667,60.00000000,5.035700e-08,1932
24.033333,60.00000000,5.022256e-08,1933
24.050000,60.00000000,5.008859e-08,1934
24.066667,60.00000000,4.995508e-08,1935
24.083333,60.00000000,4.982205e-08,1936
24.100000,60.00000000,4.968948e-08,1937
24.116667,60.00000000,4.955737e-08,1938
24.133333,60.00000000,4.942573e-08,1939
24.150000,60.00000000,4.929454e-08,1940
24.166667,60.00000000,4.916381e-08,1941
24.183333,60.00000000,4.903354e-08,1942
24.200000,60.00000000,4.890372e-08,1943
24.216667,60.00000000,4.877435e-08,1944
24.233333,60.00000000,4.864544e-08,1945
24.250000,60.00000000,4.851697e-08,1946
24.266667,60.00000000,4.838894e-08,1947
