t_h,dt_s,est_rel,n_accept
3.609714,18.04943823,5.465633e-06,663
3.616667,25.02921343,5.805335e-06,664
3.623619,25.02921343,4.885509e-05,665
3.629949,22.78871310,3.072957e-05,666
3.633333,12.18207347,8.405434e-06,667
3.640101,24.36414693,4.587775e-05,668
3.646460,22.89167988,2.729683e-05,669
3.650000,12.74417319,7.836753e-06,670
3.657080,25.48834639,5.406210e-06,671
3.666667,34.51165361,5.751602e-06,672
3.683333,60.00000000,4.622375e-05,673
3.698934,56.16246898,2.594199e-05,674
3.700000,3.83753102,1.527565e-07,675
3.702132,7.67506204,1.760197e-06,676
3.706396,15.35012408,4.655102e-06,677
3.714924,30.70024816,1.317446e-05,678
3.716667,6.27456572,6.021392e-07,679
3.720153,12.54913143,1.796052e-05,680
3.725387,18.84437571,2.420055e-05,681
3.732159,24.37792104,2.885580e-05,682
3.733333,4.22857182,9.860613e-07,683
3.735683,8.45714364,1.201176e-05,684
3.739996,15.52915542,2.061993e-05,685
3.746042,21.76365199,2.623466e-05,686
3.750000,14.25004895,1.009510e-05,687
3.753958,14.25004895,2.981101e-05,688
3.758572,16.60945922,2.612166e-05,689
3.764317,20.68152966,2.925741e-05,690
3.766667,8.45896217,4.944038e-06,691
3.771366,16.91792435,3.030947e-05,692
3.776798,19.55624119,2.464631e-05,693
3.783333,23.52583446,2.487197e-05,694
3.791672,30.02047071,6.295636e-06,695
3.800000,29.97952929,4.000898e-06,696
3.808328,29.97952929,4.243133e-05,697
3.816464,29.28929995,2.921286e-05,698
3.816667,0.73117076,2.359265e-08,699
3.817073,1.46234152,4.336953e-07,700
3.817885,2.92468303,8.581507e-07,701
3.819510,5.84936606,1.809501e-06,702
3.822760,11.69873213,3.710677e-06,703
3.829259,23.39746426,7.180479e-06,704
3.833333,14.66741300,2.425386e-06,705
3.841482,29.33482600,2.296717e-05,706
3.850000,30.66517400,1.822112e-05,707
3.856350,22.85890392,2.181474e-05,708
3.865001,31.14640296,2.898813e-05,709
3.866667,5.99469312,1.194179e-06,710
3.869997,11.98938623,1.391692e-05,711
3.875678,20.45280865,2.097930e-05,712
3.883333,27.55780512,2.475651e-05,713
3.893124,35.24742812,3.593235e-05,714
3.900000,24.75257188,1.367856e-05,715
3.911831,42.59195769,2.930108e-05,716
3.916667,17.40804231,4.707446e-06,717
3.926338,34.81608462,3.022179e-05,718
3.933333,25.18391538,1.341521e-05,719
3.939411,21.87872311,2.163525e-05,720
3.947726,29.93425864,2.317341e-05,721
3.950000,8.18701824,1.900260e-06,722
3.954548,16.37403649,2.747148e-05,723
3.960071,19.88118199,2.625748e-05,724
3.966667,23.74478152,2.792737e-05,725
3.974610,28.59437839,2.713539e-05,726
3.983333,31.40562161,1.775731e-05,727
3.989921,23.71462957,4.066223e-05,728
3.996495,23.66727626,3.009219e-05,729
4.000000,12.61809417,8.196865e-06,730
4.007010,25.23618835,1.160572e-05,731
4.016667,34.76381165,2.073324e-06,732
4.033333,60.00000000,3.236462e-06,733
4.050000,60.00000000,3.217965e-06,734
4.066667,60.00000000,3.201761e-06,735
4.083333,60.00000000,3.188172e-06,736
4.100000,60.00000000,3.176651e-06,737
4.116667,60.00000000,3.166628e-06,738
4.133333,60.00000000,3.157662e-06,739
4.150000,60.00000000,3.149440e-06,740
4.166667,60.00000000,3.141746e-06,741
4.183333,60.00000000,3.134430e-06,742
4.200000,60.00000000,3.127390e-06,743
4.216667,60.00000000,3.120557e-06,744
4.233333,60.00000000,3.113883e-06,745
4.250000,60.00000000,3.107337e-06,746
4.266667,60.00000000,3.100898e-06,747
4.283333,60.00000000,3.094554e-06,748
4.300000,60.00000000,3.088294e-06,749
4.316667,60.00000000,3.082114e-06,750
4.333333,60.00000000,3.076010e-06,751
4.350000,60.00000000,3.069981e-06,752
4.366667,60.00000000,3.064025e-06,753
4.383333,60.00000000,3.058142e-06,754
4.400000,60.00000000,3.052330e-06,755
4.416667,60.00000000,3.046590e-06,756
4.433333,60.00000000,3.040921e-06,757
4.450000,60.00000000,3.035322e-06,758
4.466667,60.00000000,3.029792e-06,759
4.483333,60.00000000,3.024332e-06,760
4.500000,60.00000000,3.018939e-06,761
4.516667,60.00000000,3.013613e-06,762
4.533333,60.00000000,3.008353e-06,763
4.550000,60.00000000,3.003158e-06,764
4.566667,60.00000000,2.998027e-06,765
4.583333,60.00000000,2.992959e-06,766
4.600000,60.00000000,2.987952e-06,767
4.616667,60.00000000,2.983005e-06,768
4.633333,60.00000000,2.978118e-06,769
4.650000,60.00000000,2.973288e-06,770
4.666667,60.00000000,2.968515e-06,771
4.683333,60.00000000,2.963797e-06,772
4.700000,60.00000000,2.959133e-06,773
4.716667,60.00000000,2.954522e-06,774
4.733333,60.00000000,2.949963e-06,775
4.750000,60.00000000,2.945454e-06,776
4.766667,60.00000000,2.940995e-06,777
4.783333,60.00000000,2.936583e-06,778
4.800000,60.00000000,2.932219e-06,779
4.816667,60.00000000,2.927900e-06,780
4.833333,60.00000000,2.923626e-06,781
4.850000,60.00000000,2.919395e-06,782
4.866667,60.00000000,2.915207e-06,783
4.883333,60.00000000,2.911060e-06,784
4.900000,60.00000000,2.906953e-06,785
4.916667,60.00000000,2.902886e-06,786
4.933333,60.00000000,2.898856e-06,787
4.950000,60.00000000,2.894864e-06,788
4.966667,60.00000000,2.890908e-06,789
4.983333,60.00000000,2.886987e-06,790
5.000000,60.00000000,2.883100e-06,791
5.016667,60.00000000,2.879246e-06,792
5.033333,60.00000000,2.875425e-06,793
5.050000,60.00000000,2.871635e-06,794
5.066667,60.00000000,2.867875e-06,795
5.083333,60.00000000,2.864145e-06,796
5.100000,60.00000000,2.860444e-06,797
5.116667,60.00000000,2.856770e-06,798
5.133333,60.00000000,2.853124e-06,799
5.150000,60.00000000,2.849504e-06,800
5.166667,60.00000000,2.845909e-06,801
5.183333,60.00000000,2.842340e-06,802
5.200000,60.00000000,2.838794e-06,803
5.216667,60.00000000,2.835271e-06,804
5.233333,60.00000000,2.831771e-06,805
5.250000,60.00000000,2.828292e-06,806
5.266667,60.00000000,2.824835e-06,807
5.283333,60.00000000,2.821398e-06,808
5.300000,60.00000000,2.817981e-06,809
5.316667,60.00000000,2.814583e-06,810
5.333333,60.00000000,2.811203e-06,811
5.350000,60.00000000,2.807842e-06,812
5.366667,60.00000000,2.804498e-06,813
5.383333,60.00000000,2.801170e-06,814
5.400000,60.00000000,2.797858e-06,815
5.416667,60.00000000,2.794562e-06,816
5.433333,60.00000000,2.791281e-06,817
5.450000,60.00000000,2.788015e-06,818
5.466667,60.00000000,2.784762e-06,819
5.483333,60.00000000,2.781523e-06,820
5.500000,60.00000000,2.778297e-06,821
5.516667,60.00000000,2.775084e-06,822
5.533333,60.00000000,2.771882e-06,823
5.550000,60.00000000,2.768692e-06,824
5.566667,60.00000000,2.765513e-06,825
5.583333,60.00000000,2.762345e-06,826
5.600000,60.00000000,2.759187e-06,827
5.616667,60.00000000,2.756039e-06,828
5.633333,60.00000000,2.752900e-06,829
5.650000,60.00000000,2.749770e-06,830
5.666667,60.00000000,2.746649e-06,831
5.683333,60.00000000,2.743537e-06,832
5.700000,60.00000000,2.740432e-06,833
5.716667,60.00000000,2.737334e-06,834
5.733333,60.00000000,2.734244e-06,835
5.750000,60.00000000,2.731161e-06,836
5.766667,60.00000000,2.728084e-06,837
5.783333,60.00000000,2.725014e-06,838
5.800000,60.00000000,2.721949e-06,839
5.816667,60.00000000,2.718890e-06,840
5.833333,60.00000000,2.715836e-06,841
5.850000,60.00000000,2.712787e-06,842
5.866667,60.00000000,2.709743e-06,843
5.883333,60.00000000,2.706704e-06,844
5.900000,60.00000000,2.703669e-06,845
5.916667,60.00000000,2.700637e-06,846
5.933333,60.00000000,2.697609e-06,847
5.950000,60.00000000,2.694585e-06,848
5.966667,60.00000000,2.691564e-06,849
5.983333,60.00000000,2.688545e-06,850
6.000000,60.00000000,2.685530e-06,851
6.016667,60.00000000,2.682517e-06,852
6.033333,60.00000000,2.679506e-06,853
6.050000,60.00000000,2.676497e-06,854
6.066667,60.00000000,2.673491e-06,855
6.083333,60.00000000,2.670485e-06,856
6.100000,60.00000000,2.667482e-06,857
6.116667,60.00000000,2.658584e-06,858
6.133333,60.00000000,2.648200e-06,859
6.150000,60.00000000,2.637862e-06,860
6.166667,60.00000000,2.627570e-06,861
6.183333,60.00000000,2.617322e-06,862
6.200000,60.00000000,2.607119e-06,863
6.216667,60.00000000,2.596960e-06,864
6.233333,60.00000000,2.586846e-06,865
6.250000,60.00000000,2.576774e-06,866
6.266667,60.00000000,2.566747e-06,867
6.283333,60.00000000,2.556761e-06,868
6.300000,60.00000000,2.546819e-06,869
6.316667,60.00000000,2.536919e-06,870
6.333333,60.00000000,2.527060e-06,871
6.350000,60.00000000,2.517244e-06,872
6.366667,60.00000000,2.507468e-06,873
6.383333,60.00000000,2.497734e-06,874
6.400000,60.00000000,2.488040e-06,875
6.416667,60.00000000,2.478387e-06,876
6.433333,60.00000000,2.468773e-06,877
6.450000,60.00000000,2.459200e-06,878
6.466667,60.00000000,2.449666e-06,879
6.483333,60.00000000,2.440172e-06,880
6.500000,60.00000000,2.430716e-06,881
6.516667,60.00000000,2.421300e-06,882
6.533333,60.00000000,2.411921e-06,883
6.550000,60.00000000,2.402582e-06,884
6.566667,60.00000000,2.393280e-06,885
6.583333,60.00000000,2.384015e-06,886
6.600000,60.00000000,2.374789e-06,887
6.616667,60.00000000,2.365599e-06,888
6.633333,60.00000000,2.356447e-06,889
6.650000,60.00000000,2.347332e-06,890
6.666667,60.00000000,2.338253e-06,891
6.683333,60.00000000,2.329210e-06,892
6.700000,60.00000000,2.320204e-06,893
6.716667,60.00000000,2.311233e-06,894
6.733333,60.00000000,2.302299e-06,895
6.750000,60.00000000,2.293399e-06,896
6.766667,60.00000000,2.284535e-06,897
6.783333,60.00000000,2.275707e-06,898
6.800000,60.00000000,2.266913e-06,899
6.816667,60.00000000,2.258153e-06,900
6.833333,60.00000000,2.249429e-06,901
6.850000,60.00000000,2.240738e-06,902
6.866667,60.00000000,2.232082e-06,903
6.883333,60.00000000,2.223459e-06,904
6.900000,60.00000000,2.214870e-06,905
6.916667,60.00000000,2.206315e-06,906
6.933333,60.00000000,2.197793e-06,907
6.950000,60.00000000,2.189305e-06,908
6.966667,60.00000000,2.180849e-06,909
6.983333,60.00000000,2.172426e-06,910
7.000000,60.00000000,2.164036e-06,911
7.016667,60.00000000,2.155679e-06,912
7.033333,60.00000000,2.147353e-06,913
7.050000,60.00000000,2.139060e-06,914
7.066667,60.00000000,2.130799e-06,915
7.083333,60.00000000,2.122569e-06,916
7.100000,60.00000000,2.114372e-06,917
7.116667,60.00000000,2.106206e-06,918
7.133333,60.00000000,2.098071e-06,919
7.150000,60.00000000,2.089967e-06,920
7.166667,60.00000000,2.081894e-06,921
7.183333,60.00000000,2.073853e-06,922
7.200000,60.00000000,2.065842e-06,923
7.216667,60.00000000,2.057861e-06,924
7.233333,60.00000000,2.049911e-06,925
7.250000,60.00000000,2.041992e-06,926
7.266667,60.00000000,2.034102e-06,927
7.283333,60.00000000,2.026243e-06,928
7.300000,60.00000000,2.018413e-06,929
7.316667,60.00000000,2.010613e-06,930
7.333333,60.00000000,2.002843e-06,931
7.350000,60.00000000,1.995102e-06,932
7.366667,60.00000000,1.987391e-06,933
7.383333,60.00000000,1.979708e-06,934
7.400000,60.00000000,1.972055e-06,935
7.416667,60.00000000,1.964430e-06,936
7.433333,60.00000000,1.956835e-06,937
7.450000,60.00000000,1.949268e-06,938
7.466667,60.00000000,1.941729e-06,939
7.483333,60.00000000,1.934219e-06,940
7.500000,60.00000000,1.926738e-06,941
7.516667,60.00000000,1.919284e-06,942
7.533333,60.00000000,1.911858e-06,943
7.550000,60.00000000,1.904461e-06,944
7.566667,60.00000000,1.897091e-06,945
7.583333,60.00000000,1.889748e-06,946
7.600000,60.00000000,1.882434e-06,947
7.616667,60.00000000,1.875146e-06,948
7.633333,60.00000000,1.867886e-06,949
7.650000,60.00000000,1.860654e-06,950
7.666667,60.00000000,1.853448e-06,951
7.683333,60.00000000,1.846269e-06,952
7.700000,60.00000000,1.839117e-06,953
7.716667,60.00000000,1.831992e-06,954
7.733333,60.00000000,1.824893e-06,955
7.750000,60.00000000,1.817821e-06,956
7.766667,60.00000000,1.810775e-06,957
7.783333,60.00000000,1.803755e-06,958
7.800000,60.00000000,1.796762e-06,959
7.816667,60.00000000,1.789795e-06,960
7.833333,60.00000000,1.782853e-06,961
7.850000,60.00000000,1.775938e-06,962
7.866667,60.00000000,1.769048e-06,963
7.883333,60.00000000,1.762184e-06,964
7.900000,60.00000000,1.755345e-06,965
7.916667,60.00000000,1.748532e-06,966
7.933333,60.00000000,1.741744e-06,967
7.950000,60.00000000,1.734982e-06,968
7.966667,60.00000000,1.728244e-06,969
7.983333,60.00000000,1.721532e-06,970
8.000000,60.00000000,1.714844e-06,971
8.016667,60.00000000,1.708181e-06,972
8.033333,60.00000000,1.701543e-06,973
8.050000,60.00000000,1.694929e-06,974
8.066667,60.00000000,1.688341e-06,975
8.083333,60.00000000,1.681776e-06,976
8.100000,60.00000000,1.675236e-06,977
8.116667,60.00000000,1.668720e-06,978
8.133333,60.00000000,1.662228e-06,979
8.150000,60.00000000,1.655760e-06,980
8.166667,60.00000000,1.649316e-06,981
8.183333,60.00000000,1.642896e-06,982
8.200000,60.00000000,1.636500e-06,983
8.216667,60.00000000,1.630127e-06,984
8.233333,60.00000000,1.623778e-06,985
8.250000,60.00000000,1.617452e-06,986
8.266667,60.00000000,1.611150e-06,987
8.283333,60.00000000,1.604871e-06,988
8.300000,60.00000000,1.598615e-06,989
8.316667,60.00000000,1.592383e-06,990
8.333333,60.00000000,1.586173e-06,991
8.350000,60.00000000,1.579987e-06,992
8.366667,60.00000000,1.573823e-06,993
8.383333,60.00000000,1.567682e-06,994
8.400000,60.00000000,1.561564e-06,995
8.416667,60.00000000,1.555468e-06,996
8.433333,60.00000000,1.549395e-06,997
8.450000,60.00000000,1.543344e-06,998
8.466667,60.00000000,1.537315e-06,999
8.483333,60.00000000,1.531309e-06,1000
8.500000,60.00000000,1.525325e-06,1001
8.516667,60.00000000,1.519363e-06,1002
8.533333,60.00000000,1.513423e-06,1003
8.550000,60.00000000,1.507505e-06,1004
8.566667,60.00000000,1.501609e-06,1005
8.583333,60.00000000,1.495734e-06,1006
8.600000,60.00000000,1.489881e-06,1007
8.616667,60.00000000,1.484050e-06,1008
8.633333,60.00000000,1.478241e-06,1009
8.650000,60.00000000,1.472452e-06,1010
8.666667,60.00000000,1.466685e-06,1011
8.683333,60.00000000,1.460940e-06,1012
8.700000,60.00000000,1.455215e-06,1013
8.716667,60.00000000,1.449512e-06,1014
8.733333,60.00000000,1.443830e-06,1015
8.750000,60.00000000,1.438168e-06,1016
8.766667,60.00000000,1.432528e-06,1017
8.783333,60.00000000,1.426908e-06,1018
8.800000,60.00000000,1.421309e-06,1019
8.816667,60.00000000,1.415731e-06,1020
8.833333,60.00000000,1.410173e-06,1021
8.850000,60.00000000,1.404636e-06,1022
8.866667,60.00000000,1.399119e-06,1023
8.883333,60.00000000,1.393623e-06,1024
8.900000,60.00000000,1.388147e-06,1025
8.916667,60.00000000,1.382691e-06,1026
8.933333,60.00000000,1.377255e-06,1027
8.950000,60.00000000,1.371839e-06,1028
8.966667,60.00000000,1.366444e-06,1029
8.983333,60.00000000,1.361068e-06,1030
9.000000,60.00000000,1.355712e-06,1031
9.016667,60.00000000,1.350376e-06,1032
9.033333,60.00000000,1.345059e-06,1033
9.050000,60.00000000,1.339762e-06,1034
9.066667,60.00000000,1.334485e-06,1035
9.083333,60.00000000,1.329227e-06,1036
9.100000,60.00000000,1.323989e-06,1037
9.116667,60.00000000,1.318770e-06,1038
9.133333,60.00000000,1.313570e-06,1039
9.150000,60.00000000,1.308389e-06,1040
9.166667,60.00000000,1.303228e-06,1041
9.183333,60.00000000,1.298086e-06,1042
9.200000,60.00000000,1.292962e-06,1043
9.216667,60.00000000,1.287858e-06,1044
9.233333,60.00000000,1.282772e-06,1045
9.250000,60.00000000,1.277706e-06,1046
9.266667,60.00000000,1.272658e-06,1047
9.283333,60.00000000,1.267628e-06,1048
9.300000,60.00000000,1.262617e-06,1049
9.316667,60.00000000,1.257625e-06,1050
9.333333,60.00000000,1.252652e-06,1051
9.350000,60.00000000,1.247696e-06,1052
9.366667,60.00000000,1.242759e-06,1053
9.383333,60.00000000,1.237841e-06,1054
9.400000,60.00000000,1.232940e-06,1055
9.416667,60.00000000,1.228058e-06,1056
9.433333,60.00000000,1.223194e-06,1057
9.450000,60.00000000,1.218347e-06,1058
9.466667,60.00000000,1.213519e-06,1059
9.483333,60.00000000,1.208709e-06,1060
9.500000,60.00000000,1.203916e-06,1061
9.516667,60.00000000,1.199142e-06,1062
9.533333,60.00000000,1.194385e-06,1063
9.550000,60.00000000,1.189645e-06,1064
9.566667,60.00000000,1.184923e-06,1065
9.583333,60.00000000,1.180219e-06,1066
9.600000,60.00000000,1.175532e-06,1067
9.616667,60.00000000,1.170863e-06,1068
9.633333,60.00000000,1.166211e-06,1069
9.650000,60.00000000,1.161576e-06,1070
9.666667,60.00000000,1.156958e-06,1071
9.683333,60.00000000,1.152358e-06,1072
9.700000,60.00000000,1.147775e-06,1073
9.716667,60.00000000,1.143209e-06,1074
9.733333,60.00000000,1.138659e-06,1075
9.750000,60.00000000,1.134127e-06,1076
9.766667,60.00000000,1.129612e-06,1077
9.783333,60.00000000,1.125113e-06,1078
9.800000,60.00000000,1.120631e-06,1079
9.816667,60.00000000,1.116166e-06,1080
9.833333,60.00000000,1.111717e-06,1081
9.850000,60.00000000,1.107285e-06,1082
9.866667,60.00000000,1.102870e-06,1083
9.883333,60.00000000,1.098471e-06,1084
9.900000,60.00000000,1.094088e-06,1085
9.916667,60.00000000,1.089722e-06,1086
9.933333,60.00000000,1.085372e-06,1087
9.950000,60.00000000,1.081038e-06,1088
9.966667,60.00000000,1.076721e-06,1089
9.983333,60.00000000,1.072420e-06,1090
10.000000,60.00000000,1.068134e-06,1091
10.016667,60.00000000,1.063865e-06,1092
10.033333,60.00000000,1.059612e-06,1093
10.050000,60.00000000,1.055374e-06,1094
10.066667,60.00000000,1.051153e-06,1095
10.083333,60.00000000,1.046947e-06,1096
10.100000,60.00000000,1.042757e-06,1097
10.116667,60.00000000,1.038583e-06,1098
10.133333,60.00000000,1.034424e-06,1099
10.150000,60.00000000,1.030281e-06,1100
10.166667,60.00000000,1.026154e-06,1101
10.183333,60.00000000,1.022042e-06,1102
10.200000,60.00000000,1.017945e-06,1103
10.216667,60.00000000,1.013864e-06,1104
10.233333,60.00000000,1.009798e-06,1105
10.250000,60.00000000,1.005748e-06,1106
10.266667,60.00000000,1.001712e-06,1107
10.283333,60.00000000,9.976921e-07,1108
10.300000,60.00000000,9.936870e-07,1109
10.316667,60.00000000,9.896971e-07,1110
10.333333,60.00000000,9.857221e-07,1111
10.350000,60.00000000,9.817621e-07,1112
10.366667,60.00000000,9.778170e-07,1113
10.383333,60.00000000,9.738868e-07,1114
10.400000,60.00000000,9.699714e-07,1115
10.416667,60.00000000,9.660708e-07,1116
10.433333,60.00000000,9.621849e-07,1117
10.450000,60.00000000,9.583137e-07,1118
10.466667,60.00000000,9.544571e-07,1119
10.483333,60.00000000,9.506150e-07,1120
10.500000,60.00000000,9.467875e-07,1121
10.516667,60.00000000,9.429745e-07,1122
10.533333,60.00000000,9.391758e-07,1123
10.550000,60.00000000,9.353916e-07,1124
10.566667,60.00000000,9.316217e-07,1125
10.583333,60.00000000,9.278661e-07,1126
10.600000,60.00000000,9.241247e-07,1127
10.616667,60.00000000,9.203975e-07,1128
10.633333,60.00000000,9.166844e-07,1129
10.650000,60.00000000,9.129854e-07,1130
10.666667,60.00000000,9.093005e-07,1131
10.683333,60.00000000,9.056295e-07,1132
10.700000,60.00000000,9.019725e-07,1133
10.716667,60.00000000,8.983294e-07,1134
10.733333,60.00000000,8.947002e-07,1135
10.750000,60.00000000,8.910848e-07,1136
10.766667,60.00000000,8.874831e-07,1137
10.783333,60.00000000,8.838951e-07,1138
10.800000,60.00000000,8.803209e-07,1139
10.816667,60.00000000,8.767602e-07,1140
10.833333,60.00000000,8.732132e-07,1141
10.850000,60.00000000,8.696796e-07,1142
10.866667,60.00000000,8.661596e-07,1143
10.883333,60.00000000,8.626530e-07,1144
10.900000,60.00000000,8.591598e-07,1145
10.916667,60.00000000,8.556800e-07,1146
10.933333,60.00000000,8.522134e-07,1147
10.950000,60.00000000,8.487602e-07,1148
10.966667,60.00000000,8.453201e-07,1149
10.983333,60.00000000,8.418933e-07,1150
11.000000,60.00000000,8.384796e-07,1151
11.016667,60.00000000,8.350789e-07,1152
11.033333,60.00000000,8.316913e-07,1153
11.050000,60.00000000,8.283168e-07,1154
11.066667,60.00000000,8.249551e-07,1155
11.083333,60.00000000,8.216064e-07,1156
11.100000,60.00000000,8.182706e-07,1157
11.116667,60.00000000,8.149476e-07,1158
11.133333,60.00000000,8.116374e-07,1159
11.150000,60.00000000,8.083399e-07,1160
11.166667,60.00000000,8.050552e-07,1161
11.183333,60.00000000,8.017831e-07,1162
11.200000,60.00000000,7.985236e-07,1163
11.216667,60.00000000,7.952767e-07,1164
11.233333,60.00000000,7.920423e-07,1165
11.250000,60.00000000,7.888205e-07,1166
11.266667,60.00000000,7.856111e-07,1167
11.283333,60.00000000,7.824140e-07,1168
11.300000,60.00000000,7.792294e-07,1169
11.316667,60.00000000,7.760571e-07,1170
11.333333,60.00000000,7.728971e-07,1171
11.350000,60.00000000,7.697493e-07,1172
11.366667,60.00000000,7.666137e-07,1173
11.383333,60.00000000,7.634903e-07,1174
11.400000,60.00000000,7.603790e-07,1175
11.416667,60.00000000,7.572798e-07,1176
11.433333,60.00000000,7.541927e-07,1177
11.450000,60.00000000,7.511175e-07,1178
11.466667,60.00000000,7.480543e-07,1179
11.483333,60.00000000,7.450031e-07,1180
11.500000,60.00000000,7.419637e-07,1181
11.516667,60.00000000,7.389361e-07,1182
11.533333,60.00000000,7.359204e-07,1183
11.550000,60.00000000,7.329164e-07,1184
11.566667,60.00000000,7.299242e-07,1185
11.583333,60.00000000,7.269437e-07,1186
11.600000,60.00000000,7.239747e-07,1187
11.616667,60.00000000,7.210174e-07,1188
11.633333,60.00000000,7.180717e-07,1189
11.650000,60.00000000,7.151375e-07,1190
11.666667,60.00000000,7.122148e-07,1191
11.683333,60.00000000,7.093036e-07,1192
11.700000,60.00000000,7.064037e-07,1193
11.716667,60.00000000,7.035153e-07,1194
11.733333,60.00000000,7.006382e-07,1195
11.750000,60.00000000,6.977724e-07,1196
11.766667,60.00000000,6.949178e-07,1197
11.783333,60.00000000,6.920745e-07,1198
11.800000,60.00000000,6.892424e-07,1199
11.816667,60.00000000,6.864214e-07,1200
11.833333,60.00000000,6.836115e-07,1201
11.850000,60.00000000,6.808127e-07,1202
11.866667,60.00000000,6.780250e-07,1203
11.883333,60.00000000,6.752482e-07,1204
11.900000,60.00000000,6.724825e-07,1205
11.916667,60.00000000,6.697276e-07,1206
11.933333,60.00000000,6.669837e-07,1207
11.950000,60.00000000,6.642505e-07,1208
11.966667,60.00000000,6.615283e-07,1209
11.983333,60.00000000,6.588168e-07,1210
12.000000,60.00000000,6.561160e-07,1211
12.016667,60.00000000,6.534260e-07,1212
12.033333,60.00000000,6.507466e-07,1213
12.050000,60.00000000,6.480779e-07,1214
12.066667,60.00000000,6.454197e-07,1215
12.083333,60.00000000,6.427722e-07,1216
12.100000,60.00000000,6.401352e-07,1217
12.116667,60.00000000,6.375086e-07,1218
12.133333,60.00000000,6.348926e-07,1219
12.150000,60.00000000,6.322869e-07,1220
12.166667,60.00000000,6.296917e-07,1221
12.183333,60.00000000,6.271067e-07,1222
12.200000,60.00000000,6.245322e-07,1223
12.216667,60.00000000,6.219679e-07,1224
12.233333,60.00000000,6.194138e-07,1225
12.250000,60.00000000,6.168700e-07,1226
12.266667,60.00000000,6.143363e-07,1227
12.283333,60.00000000,6.118128e-07,1228
12.300000,60.00000000,6.092994e-07,1229
12.316667,60.00000000,6.067961e-07,1230
12.333333,60.00000000,6.043028e-07,1231
12.350000,60.00000000,6.018196e-07,1232
12.366667,60.00000000,5.993463e-07,1233
12.383333,60.00000000,5.968829e-07,1234
12.400000,60.00000000,5.944295e-07,1235
12.416667,60.00000000,5.919859e-07,1236
12.433333,60.00000000,5.895522e-07,1237
12.450000,60.00000000,5.871283e-07,1238
12.466667,60.00000000,5.847141e-07,1239
12.483333,60.00000000,5.823097e-07,1240
12.500000,60.00000000,5.799150e-07,1241
12.516667,60.00000000,5.775299e-07,1242
12.533333,60.00000000,5.751545e-07,1243
12.550000,60.00000000,5.727888e-07,1244
12.566667,60.00000000,5.704325e-07,1245
12.583333,60.00000000,5.680859e-07,1246
12.600000,60.00000000,5.657487e-07,1247
12.616667,60.00000000,5.634210e-07,1248
12.633333,60.00000000,5.611028e-07,1249
12.650000,60.00000000,5.587939e-07,1250
12.666667,60.00000000,5.564945e-07,1251
12.683333,60.00000000,5.542043e-07,1252
12.700000,60.00000000,5.519235e-07,1253
12.716667,60.00000000,5.496520e-07,1254
12.733333,60.00000000,5.473897e-07,1255
12.750000,60.00000000,5.451367e-07,1256
12.766667,60.00000000,5.428928e-07,1257
12.783333,60.00000000,5.406581e-07,1258
12.800000,60.00000000,5.384325e-07,1259
12.816667,60.00000000,5.362160e-07,1260
12.833333,60.00000000,5.340086e-07,1261
12.850000,60.00000000,5.318101e-07,1262
12.866667,60.00000000,5.296207e-07,1263
12.883333,60.00000000,5.274402e-07,1264
12.900000,60.00000000,5.252687e-07,1265
12.916667,60.00000000,5.231061e-07,1266
12.933333,60.00000000,5.209523e-07,1267
12.950000,60.00000000,5.188074e-07,1268
12.966667,60.00000000,5.166713e-07,1269
12.983333,60.00000000,5.145440e-07,1270
13.000000,60.00000000,5.124254e-07,1271
13.016667,60.00000000,5.103156e-07,1272
13.033333,60.00000000,5.082144e-07,1273
13.050000,60.00000000,5.061219e-07,1274
13.066667,60.00000000,5.040380e-07,1275
13.083333,60.00000000,5.019627e-07,1276
13.100000,60.00000000,4.998960e-07,1277
13.116667,60.00000000,4.978378e-07,1278
13.133333,60.00000000,4.957881e-07,1279
13.150000,60.00000000,4.937469e-07,1280
13.166667,60.00000000,4.917141e-07,1281
13.183333,60.00000000,4.896897e-07,1282
13.200000,60.00000000,4.876738e-07,1283
13.216667,60.00000000,4.856662e-07,1284
13.233333,60.00000000,4.836669e-07,1285
13.250000,60.00000000,4.816759e-07,1286
13.266667,60.00000000,4.796932e-07,1287
13.283333,60.00000000,4.777187e-07,1288
13.300000,60.00000000,4.757524e-07,1289
13.316667,60.00000000,4.737943e-07,1290
13.333333,60.00000000,4.718444e-07,1291
13.350000,60.00000000,4.699025e-07,1292
13.366667,60.00000000,4.679688e-07,1293
13.383333,60.00000000,4.660431e-07,1294
13.400000,60.00000000,4.641255e-07,1295
13.416667,60.00000000,4.622159e-07,1296
13.433333,60.00000000,4.603142e-07,1297
13.450000,60.00000000,4.584205e-07,1298
13.466667,60.00000000,4.565347e-07,1299
13.483333,60.00000000,4.546569e-07,1300
13.500000,60.00000000,4.527868e-07,1301
13.516667,60.00000000,4.509246e-07,1302
13.533333,60.00000000,4.490703e-07,1303
13.550000,60.00000000,4.472236e-07,1304
13.566667,60.00000000,4.453848e-07,1305
13.583333,60.00000000,4.435537e-07,1306
13.600000,60.00000000,4.417302e-07,1307
13.616667,60.00000000,4.399144e-07,1308
13.633333,60.00000000,4.381063e-07,1309
13.650000,60.00000000,4.363058e-07,1310
13.666667,60.00000000,4.345128e-07,1311
13.683333,60.00000000,4.327274e-07,1312
